,split-1,split-2,split-3,split-4,split-5,split-6,split-7,split-8,split-9,split-10,Mean
Test_F1,0.6666666666666666,0.3157894736842105,0.6666666666666665,0.6363636363636365,0.5555555555555556,0.6666666666666665,0.3529411764705882,0.56,0.47619047619047616,0.33333333333333326,0.5230173651597799
Test_Accuracy,0.7407407407407407,0.5185185185185185,0.7777777777777778,0.7037037037037037,0.7037037037037037,0.7777777777777778,0.5925925925925926,0.5925925925925926,0.5769230769230769,0.5384615384615384,0.6522792022792021
Test_AUC,0.8294117647058823,0.5647058823529412,0.8764705882352941,0.7411764705882353,0.6931818181818181,0.9034090909090908,0.7272727272727273,0.8011363636363636,0.65,0.64375,0.7430514705882353
