,GSM246528,GSM246538,GSM246553,GSM246563,GSM246628,GSM246633,GSM246641,GSM246668,GSM246669
KDM5D,-0.344414550958486,-0.17284677700387024,-0.23492179016594317,-0.12984028380208895,-0.2768937962372689,-0.3337401145303969,-0.2752357093113599,-0.4067397200459325,-0.3953959209917553
RPS4Y1,-0.35237343089830025,-0.2192693688167179,-0.15075948649227278,-0.13320401309095323,-0.4616341615793685,-0.2822918726641875,-0.3174783830539882,-0.48958682654934166,-0.15917998382181112
RAPGEF4,-0.34636197937634455,-0.042581944077235034,-0.01949378578562584,-0.14664312515332423,-0.3277003584545416,-0.06890078754369694,-0.30877606404401614,-0.4290601732855804,-0.15290098135625402
PA2G4,-0.3052835542595101,-0.2548634687407057,-0.31065394433219173,-0.03714742233802392,-0.448400609840538,-0.08942982058992659,-0.547973685204563,-0.4979301095877166,-0.0718785247500326
GIPC1,-0.4528308581051911,-0.17071735820576703,-0.2073588642542418,0.2108329282823814,-0.4286369919269886,-0.32336743384941163,-0.42841591167882875,0.0033927331613995888,-0.5513833357616047
CYP27B1,-0.34784517187616387,-0.2583994665902594,-0.2726631229823321,-0.3840815255956841,-0.3659565980381523,-0.331122981169046,-0.38776269703001337,-0.47713078564491723,-0.18399958107834335
FASN,-0.3102393667407737,-0.3271274469363849,-0.23147748359749923,-0.24958939870132682,-0.4462360125135491,-0.31548714879367074,-0.4801131706616966,-0.4555575653319981,-0.14310782226843702
NOP2,-0.3389210943444238,-0.30458989904203015,-0.3527018520398263,-0.15630366141876037,-0.3935087762804258,-0.31406467595077375,-0.48686289472671657,-0.458004872820149,0.3211736172491051
SIDT2,-0.3264719495976852,0.014686115841119354,-0.26180555193962407,-0.3727937732835381,-0.39112408243716645,-0.3388084223226101,-0.32911048458728753,-0.4703056562545318,0.10757176958375154
SLC25A10,-0.24722192982803012,-0.13644696083639465,-0.2475850362792793,-0.4289076401273161,-0.34870958824610554,-0.3153768556262812,-0.5540943192533451,-0.21043860393298044,-0.061196134906294115
GTPBP8,-0.3292311430306565,-0.16507714970794002,-0.3397133436663999,-0.3475354433019444,-0.38279965849237163,-0.33116215056617704,-0.33500271310116403,-0.47343306061520607,-0.05136264281676523
GALT,-0.32383078122512143,-0.38055926421218145,-0.4567548083332953,-0.5684015586195208,-0.3982160206246405,-0.350722066469249,-0.41985517829893515,-0.2799832729826954,-0.4101401054395014
CCDC101,-0.30675495498535693,-0.29401637064912645,-0.3255365047150931,-0.30961162836373457,-0.3788070398706509,-0.36187394203095524,-0.40971419255567987,-0.3792835148998066,0.11644969261717625
SGTA,-0.2636645227162663,-0.4028740635746616,-0.3162475354233605,-0.46511945874321403,-0.39217272637505696,-0.4386859809595144,-0.3383569501255219,-0.49941347762865546,-0.2799533722099508
GBP2,-0.2781333874225712,-0.31752455793388346,-0.3199232809248941,-0.28986957381154305,-0.3869761120996837,-0.35187858912488285,-0.3248768714739679,-0.44410554468583036,0.16134441146390371
PARP12,-0.21482051671586908,-0.2858865861897864,-0.20512531608965037,-0.29200226969460097,-0.39597373616666864,-0.23537853339018874,-0.4009945466977339,-0.18479158415011682,-0.28527912584329057
RSAD2,-0.5294959023821111,-0.3102001975628046,-0.3233731484057949,-0.16090509087769467,-0.3590148157659539,-0.09350365998500745,-0.373322785642396,-0.4230141666233965,-0.3035327498678327
GBP1,-0.24722192982803012,-0.34044527315022427,-0.2003720085494015,-0.4401524275810668,-0.7966363379616341,-0.35822811984983866,-0.22920540776384338,-0.5828616802868882,0.36830702680117583
IFIT3,-0.23462307831575763,-0.12706876026925096,-0.1980107861895262,-0.30221710333564183,-0.4916613968047574,-0.031679236139457195,-0.19057347363244115,-0.21863769994940455,-0.3577742772440987
IFI27,-0.10955101969828288,-0.03767365968724484,0.047084391367902705,0.29301864445263215,-0.10639674247120172,0.3447412636881464,-0.24254196393809715,0.20246351039865398,0.23966190056095413
DDX60,0.4131629707029127,-0.42245368069992295,-0.001101485810552116,-0.3164786069576638,-0.1538768383055249,0.05570832599938933,-0.2500536994966456,-0.025650560895027773,-0.5316312229677761
OAS3,-0.4521791049910166,-0.5449234946654471,-0.25842158856469066,0.019579760063153817,-0.09970596054054581,-0.08361490311487935,-0.5412174756604129,0.1403127286130129,-0.3004051159895147
IFI44,0.004852300301369031,-0.3257782243904489,-0.2923789849995714,-0.29644575881550816,-0.39316181760655333,-0.38474555759977774,-0.41797455847139364,-0.5088893521098498,-0.41617720484553583
HERC5,-0.7000417583510699,-0.637620384225361,-0.27246670760777175,-0.28064666770378555,-0.15662926384790987,-0.4169969204955648,-0.4449583693009901,-0.3622806299667152,-0.24486645515258484
ISG15,-1.2067914310168777,-0.6587873399943216,-1.1407476907620613,-0.23746267096762533,-1.5268041491503863,-1.086261579220311,-0.5214646763610024,-1.2320604466527207,-0.30484403224480144
PLSCR1,1.831029651953446,-0.08210054267067314,0.37017999016801423,3.1185207161606114,-0.25419104326908504,-0.2226131366010654,-0.13548764513067996,0.8659811741672682,0.5632104325135681
HLA-E,0.04095882204886311,0.35053145084495435,1.5689820544662054,0.16192259929434294,0.5560646922863246,1.4239896283351103,0.3352007309904955,0.1306911872220726,0.9639066360491257
HCP5,-0.32406552265260674,-0.6918008163120705,-0.5419004533804195,0.06733202727871485,0.03219959271926111,-0.16413964112986706,-0.13520684957874363,0.6894208758809516,-0.6084889400211728
HLA-C,-0.2075460084172245,-0.31288258456444396,0.5925572226060992,-0.16846441152283137,3.4901846811656823,0.9301455846586865,2.2499566576094296,0.4499995291076903,1.7970322676550319
HLA-A,0.14622920218925958,-1.9780743291757468,0.26747265937961495,0.37032874954810086,-1.9770338642632503,-0.8546886953071848,-0.3020784507958113,-0.24014755192855766,-2.2004778225122457
HCG26,1.5602054371797869,3.0370743848123842,1.2925525688605795,-0.3727937732835381,2.688732127152379,2.0262379936382455,1.4174936596961327,4.407824622518355,4.449614869166285
HLA-B,0.08604803909182439,1.062431400589433,1.204658201046392,-0.32102352238511067,8.38188096879896,3.166230810483034,2.391131798757824,4.9416060803460855,4.440012694999146
NACAP1,-0.7285313457776987,-0.026441274543335627,-0.583659143152024,-0.7613571824194711,-2.120197613827557,-0.6577588682351974,-0.7925564834092113,-1.6071956003962673,-0.36154450529169824
RPL37A,-0.3470347272174671,1.6914434722729579,-0.6588327483242772,-0.9248886446493801,-0.2090287904574964,1.6193716319167675,-0.17955285132004423,-0.5620760536679416,-0.724338401193285
RPL27A,0.3310758661673517,4.740905751225404,0.7022355909575663,2.085261005716317,1.5965741567616023,2.6082129339123887,0.5182578459471334,0.6493162092013053,-0.5070702990981202
RPS11,-0.5335348786680533,2.254928667755494,0.32189189099255877,-0.8710910916561894,0.927030087123643,-0.5246753213488669,-1.052636034679527,-2.1552234834420108,0.4111319157993532
HIST3H3,1.9944278528844368,3.113520105739348,0.19161628922782975,-0.06948889858482668,2.4058881615539356,2.083930788004079,1.0472679513084773,-0.3994887670657562,0.6829216230119872
RPLP1,0.39928125060771935,2.9203732347453397,0.3857644382147714,0.6008031333861329,0.7437145482489008,3.1657604035136386,0.5061849731236279,0.38240708408448304,1.1291337016493748
HUWE1,0.420423869020093,1.2237863195143976,-1.359043162133035,-1.9858391424649537,1.0435269296210505,-1.2994744493038002,-1.6800613654608092,-1.9005326785803647,0.6994114616329078
EEF1A1,0.7033229456935316,1.7251672588679468,0.2898716870812293,0.020019403415317275,-0.660964074690099,0.3946891786723683,-0.03815556269060622,0.16913460418713386,-0.46871368470122865
RPL41,-0.4867009334417811,1.1835190582654578,-0.7743697294220464,-0.5186104632747562,0.5771041258232085,0.2844507040297444,0.4841116399750883,-0.07018992972677947,-0.1047911754846698
FGF22,0.47715258502524455,-0.12401917953596549,0.10992135597310103,0.2800698646917692,0.03624932680492729,0.3812219797252458,1.2448359363607548,1.6577094346986672,0.15273917154473374
IKZF3,-0.11307358657025533,-0.8398507119235964,-0.422631395678153,-0.023980805650281427,-0.39313074667948705,-0.4538523861186789,-0.9280961582309721,-0.26911195370406765,0.13242711339976873
FOLR1,-0.0574899503082383,-0.36982519663852975,-0.7275466438672622,-0.32711947362432653,-0.7719746620201332,-0.42061898660486174,-0.8940770238959972,-0.5437724300187512,-0.464258187898332
CENPJ,-0.09264109406718277,-0.6878404899361558,0.009574183607693553,-0.28692527962818914,-0.17568131199572326,-0.3372169103975492,0.2424926119059129,0.3042804277984049,-0.29493234892805303
NRXN1,-5.919683687865045e-05,-0.31730657109370264,-0.11077117448921885,-0.15818165839115303,0.2580444459595155,0.11801008435064254,-0.25114421754131266,-0.354162069237895,-0.27578240082181343
AKT2,-0.5083148335004772,-0.25836963663362783,0.06128178923940264,-0.1909371441627882,0.06798955749963508,-0.3988061460471152,-0.5804704621419082,-0.5066643035955201,-0.6178338307106568
MAGEA10,-0.44442756464291505,-0.47841817432144523,-0.218529398544912,-0.35735338367503355,0.24168724055463756,-0.3238560213654795,-0.2668663826455672,-0.3165278909258868,-0.28048215365692447
CUBN,0.48260618979000625,-0.06072352929980016,-0.10230543694988616,-0.28481061699494997,0.10031766392402615,-0.22299350143123625,-0.4100994588032064,-0.4426409053619963,-0.5588028244245875
CPA3,0.00725624693757433,-0.204014715049929,-0.10463162190587394,-0.20690336160651573,0.044208974724692277,-0.0467614863463442,-0.8384142256241838,0.1214740175077962,1.273636202631671
TPTE,-0.3915040979086132,0.11612967323077353,-0.3644992316847201,-0.4084559463629842,0.4460906064582107,-0.255715061546337,-0.6788503337564745,-0.4810641342615885,-0.004549781460139494
ZFPM2,-0.5302289505692582,-0.37319364834957564,-0.39146097598783947,-0.2314274764116221,-0.06109147317541284,-0.3731000042800691,-0.38251696756451026,-0.6982589530385032,-0.6135775308482708
AFF4,0.3194436673669273,-0.06455790255656713,0.04270129006479487,0.2223204907933257,-0.08571589530603674,-0.24331565578527845,-0.29882868091153325,-0.18612775977470844,-0.47649835412096603
KCNC3,-0.47326990210720443,-0.31730657109370264,-0.24787825759335722,-0.4578108387721979,-0.03298176084430897,0.018216981086136348,-0.3767880181547796,-0.24373028797122073,-0.26439581272693546
KCNJ16,-0.37903146523449904,-0.3140964275407519,-0.23978309931648437,-0.2999604182776064,0.23263213819817002,-0.4695959539926158,-0.2589693881839546,-0.05070115352224279,-0.31461106901694114
ATXN8OS,-0.4343142209269507,-0.03879804482490933,-0.20306854298228422,-0.09687245573851594,0.17230209312193803,-0.06867503465139405,-0.4055916251177198,-0.35709407057087345,-0.3241362395477017
CXCL11,0.10968526873758822,-0.40803227424506544,-0.13775650985543397,-0.5872294780614344,-0.37653109126114703,-0.3623233561470214,-0.014089577481775752,-0.4670738247803928,-0.501355697008723
GPR17,-0.645057991378522,-0.31499820492649394,-0.2843863033025629,-0.3676244382699748,-0.11665817763527508,-0.30728627729385605,-0.4119321940301799,-0.5493042218260419,-0.3333412939361838
CBL,-0.5003679778890547,-0.34852453141571704,-0.18313492361923553,-0.32398808543734126,-0.10900935706968777,-0.12419443438731383,-0.45961365618832,-0.3536586752510285,-0.13564083328432874
AKAP5,-0.16852552595027961,-0.3070887195174507,-0.283736730843295,-0.3727937732835381,-0.9514353209496218,-0.3347245026118669,-0.3183098698298741,-0.3846762303329804,-0.7597047049023237
AGT,-0.5348160728101367,-0.2521604143652958,0.10537826031115625,0.07928820516348652,0.38059349201688614,0.29692689129224176,-0.22449070094275592,-0.33527940902653713,-0.7005434889561422
CD2,-0.037605449855961426,-0.2052148037435533,-0.1284574280986737,0.11427535873651798,1.6394753761712741,-0.07943797129459813,0.00478493767316532,-0.4370581359340111,0.30583398889038466
LTBP2,-0.20558410587615528,-0.3255671215235246,-0.2447033294029182,-0.19430308512862082,-0.24290179200261752,0.236231841300776,-0.2647288837036666,-0.41687176002683574,-0.3821242534772284
CX3CL1,-0.296881350365432,-0.3430656978866425,-0.2944048622533778,-0.5036191553694256,1.4338069009488132,0.2136107142291711,-0.481715169459579,-0.5114812246097156,-0.696811231380948
PAQR3,-0.18953346155261988,-0.32826556649238836,-0.19308771174449332,-0.02914600153326605,1.0737862187561564,0.042817386450717185,-0.34919454480503,-0.5075907378595694,-0.2175737117241103
AMOTL2,-0.28840044906610196,-0.3142111574916884,-0.2624158436371163,0.4174847369142376,0.71077084814084,-0.255776909022984,-0.6312157043408885,-0.47355087376075194,0.9250127595124963
COL5A1,-0.06792921915470175,-0.36161516439276503,-0.09481618152519428,-0.4385428104632961,0.6307503309806907,-0.1866463492531163,-0.35151051037757003,-0.46301997558263364,-0.4488145168723327
KLRD1,0.0583452754819348,-0.4361270360115821,-0.3396474049581792,0.3776611888212866,0.29824489926857684,0.026617430873295732,-0.31495562557291973,-0.45552543437421145,0.9593253044233921
FBLN5,-0.5117138811661837,-0.3055857559442838,-0.28031489981448693,1.5886977264179303,0.44385074064253877,-0.005128742223221444,-0.2899435038730649,-0.4742523974337484,-0.19680892496085017
MRC1,-0.03714774617080626,-0.24417745062590004,-0.211375601104538,1.5355040879309696,-1.8160384470527384,0.02700503331398239,-0.10688345932830208,-0.4446410617109637,0.8201664168319613
APLNR,-0.2365010394549837,-0.22653643155241165,-0.22779045995628644,-0.05636971604259625,0.7879667772086594,-0.13720545202996234,-0.8852076513979552,-0.45008458942831636,-0.07510813904988299
ACTA2,0.07281107678042324,-0.219230360254921,-0.18103745629024645,-0.02757682869062022,-0.3080582201586331,-0.0648774363082349,-0.2534123205308324,-0.4229713250994095,0.30625132915356545
TNFAIP1,1.7022723800973305,-0.02959185087885717,-0.16911484877625285,1.9938917444266928,2.176238968092173,0.25890772315951355,0.2216171409756249,-0.48653708044238386,1.4281343163919527
TM4SF1,0.6438191439006483,-0.2672727274852904,-0.14787212100862887,2.176719973937851,2.2339149848569124,0.41292455142320056,-0.49587630448436504,-0.41903525883440834,1.0177230934314094
GJA1,-0.15610616487442142,-0.2848884326779906,-0.13658219993389187,2.1130472235061055,0.8234536244631285,0.15955264049306928,-0.5851915182762593,-0.5277366295526438,0.9124828781469166
NR2F2,1.8124477843904108,0.1571750514880057,-0.2435304434434099,0.4123979828973392,1.612078761513829,-0.16013390092445365,0.9667372125082467,-0.4249821987212723,0.020286523949246897
HSPG2,0.3412089750763638,-0.47589645184826523,-0.27764084763753494,0.3833499247902646,2.1136166736452315,-0.36701849399463954,1.643454839406631,-0.4607011939657166,-0.13506699667723
KDR,4.085682213797829,-0.15990504354440108,-0.21562663297280726,2.361725130283054,3.1656431918648957,0.09412262232921126,5.414425020628821,-0.508771539694916,0.2583236231645452
PDE2A,5.105525148586096,-0.3380520124660487,-0.2200754819057047,3.7802980152604375,-0.04114073132033858,-0.28744785642376436,0.4961474775584614,-0.5597947977505713,-0.31356773429229684
DNASE1L3,0.7403167232646474,-0.3207714139238433,0.08938204512958889,0.9883064335594475,3.4009335267376963,-0.3052123490946233,1.017658803986513,-0.5936922389186344,-0.4207441537474266
