,x,y,Subtypes,colors,simply_importance_class_0,simply_importance_class_1
ADAMDEC1,123,17,cluster_03,#00ff39,44.88408903699882,44.8840885122805
MRC1,126,23,cluster_03,#00ff39,22.625261129262533,22.62525831878664
CXorf38,123,27,cluster_07,#ff00cf,14.954250158974938,14.954250581828447
PPFIBP1,128,26,cluster_03,#00ff39,14.646678579397724,14.646678243621073
C15orf48,124,18,cluster_03,#00ff39,14.410764239557722,14.41076307958718
RGS18,123,23,cluster_03,#00ff39,14.006080069704199,14.006075500768251
FNDC1,128,21,cluster_04,#00fff6,13.976757573850788,13.976759505400574
MARCH1,125,22,cluster_03,#00ff39,13.804274798901329,13.804269376612973
LAMP3,123,18,cluster_03,#00ff39,13.290553341444731,13.290549462430375
DOCK10,130,19,cluster_02,#84ff00,13.120181975821733,13.12018234711504
SSR4,122,21,cluster_03,#00ff39,12.974245949840435,12.974246087731172
SPCS3,126,24,cluster_03,#00ff39,12.637197680676152,12.637199853802846
UHRF1,122,15,cluster_03,#00ff39,12.421675283187561,12.42167547301811
HLA-DQA1,125,20,cluster_03,#00ff39,12.135889887665105,12.135887285640884
CENPU,128,22,cluster_03,#00ff39,11.993683759117305,11.993679719026664
CD8A,120,18,cluster_07,#ff00cf,11.600081619408286,11.600082081968482
HMGN2,134,27,cluster_02,#84ff00,11.513928056429698,11.513925917408832
GPR65,124,24,cluster_03,#00ff39,11.451306147819645,11.451304115111494
MNDA,120,25,cluster_07,#ff00cf,11.385550691960294,11.385551756472303
WAC-AS1,127,15,cluster_06,#7200ff,10.62627188576151,10.626274604177176
TYROBP,119,25,cluster_07,#ff00cf,9.30682368129337,9.306820432956096
LMAN2L,135,28,cluster_01,#ffbd00,9.21604362191044,9.21604038669504
CRLF3,124,26,cluster_03,#00ff39,9.070742932320949,9.07074405267103
PRDX6,138,29,cluster_01,#ffbd00,9.069881754744584,9.069880971700405
HMGN1,134,24,cluster_01,#ffbd00,8.883575487294822,8.88357547848994
LOC158960,132,23,cluster_01,#ffbd00,8.868165836525742,8.86816855146218
RGS1,124,20,cluster_03,#00ff39,8.651741245648019,8.651735349401513
CDK2AP1,133,24,cluster_02,#84ff00,8.367155075821529,8.367151808443008
LOC286437,126,16,cluster_03,#00ff39,8.334028560212381,8.334033483372034
SEC22B,132,18,cluster_02,#84ff00,8.246807794466362,8.246803411302293
CSF2RB,122,24,cluster_03,#00ff39,8.143314439427675,8.143312196574088
CCL19,115,17,cluster_07,#ff00cf,8.024704431699362,8.024710560718255
AC083949.1,131,20,cluster_02,#84ff00,7.965280315479652,7.965274196157988
KIF20B,128,24,cluster_03,#00ff39,7.638107650870958,7.638107586621679
WBP1L,137,29,cluster_02,#84ff00,7.568165826591977,7.568164084862013
CDCA7L,130,23,cluster_01,#ffbd00,7.556567001855558,7.556564786335459
ADRB2,125,24,cluster_02,#84ff00,7.47648943458153,7.476493620842493
IRF8,123,22,cluster_03,#00ff39,7.415401036515722,7.415396470755226
LPXN,126,21,cluster_02,#84ff00,7.398994200923282,7.398991750485507
AP000525.9,121,12,cluster_03,#00ff39,7.368898753030781,7.368896794749943
MARCKS,129,23,cluster_02,#84ff00,7.168502883101222,7.168498738383911
ZDHHC7,124,61,cluster_01,#ffbd00,7.041086288331012,7.041084883899031
TRIAP1,136,23,cluster_02,#84ff00,7.040680787912543,7.0406784388861805
TRIM65,119,12,cluster_04,#00fff6,6.971358354095227,6.971362555584627
MRFAP1,141,34,cluster_01,#ffbd00,6.9410580536981135,6.941060403288852
CYTIP,120,20,cluster_07,#ff00cf,6.814783034862302,6.814776590263362
SUMF1,136,31,cluster_01,#ffbd00,6.661120890633442,6.661120060682304
MS4A6A,121,21,cluster_07,#ff00cf,6.614885396227463,6.614881132562018
GMFG,122,20,cluster_03,#00ff39,6.570098424613091,6.570099065219184
PELI2,121,65,cluster_04,#00fff6,6.522587202788484,6.522583741220169
CTD-2541M15.1,129,25,cluster_02,#84ff00,6.514702134110178,6.514699765229218
C11orf73,123,24,cluster_07,#ff00cf,6.445835883551531,6.445835090826637
IL7R,114,22,cluster_07,#ff00cf,6.355807150162567,6.355810925212617
CCDC88A,126,20,cluster_03,#00ff39,6.354430423405273,6.354429741328382
LPCAT1,131,27,cluster_01,#ffbd00,6.300177837171079,6.300177206253612
DBI,136,22,cluster_02,#84ff00,6.160020311074822,6.160015781065296
PLAC8,122,17,cluster_03,#00ff39,6.118460992383358,6.118463086132731
HLA-DMB,117,28,cluster_07,#ff00cf,6.107582719094761,6.107582113623826
KLRB1,122,18,cluster_03,#00ff39,6.09337578474414,6.0933773766096655
CD3D,120,19,cluster_07,#ff00cf,6.0540825575315615,6.05407851171595
RNF115,124,59,cluster_07,#ff00cf,6.0317546001504265,6.031751602267902
