,x,y,Subtypes,colors,simply_importance_class_0,simply_importance_class_1
GCG,0,0,cluster_04,#00fff6,-0.22572930854257972,-0.22572794878291486
DEFA5,1,0,cluster_04,#00fff6,-0.23974523301274958,-0.23974534374508422
MEP1A,2,0,cluster_04,#00fff6,-0.18888117488356465,-0.1888756953159638
SI,3,0,cluster_04,#00fff6,-0.19872512432674555,-0.19872281353043508
MEP1B,4,0,cluster_04,#00fff6,-0.19775752419913664,-0.1977562331000139
CDH17,5,0,cluster_04,#00fff6,-0.12816506037945477,-0.12816951815666225
SLC26A3,6,0,cluster_04,#00fff6,-0.13267255828784952,-0.132672422143684
APOBEC1,7,0,cluster_04,#00fff6,-0.1753684906210645,-0.17536724952354826
CLCA1,8,0,cluster_04,#00fff6,-0.1821193100906257,-0.18212026511344465
CYP2C18,9,0,cluster_04,#00fff6,-0.14373580817181028,-0.14373974584963523
MAB21L2,10,0,cluster_04,#00fff6,-0.1789513663565132,-0.1789525319591589
ITLN1,11,0,cluster_07,#ff00cf,-0.21882328798100642,-0.21882384176428155
AC008088.4,12,0,cluster_07,#ff00cf,-0.1940460338052511,-0.19404193907006279
TACR3,13,0,cluster_07,#ff00cf,-0.19298733581695973,-0.19298624009609613
FOXN3-AS2,14,0,cluster_07,#ff00cf,-0.34086318074827415,-0.3408648483664819
BC034416,15,0,cluster_07,#ff00cf,-0.23353264671856877,-0.23353439231307674
MIR124-2HG,16,0,cluster_07,#ff00cf,-0.1205625140917371,-0.12056007274728245
CT83,17,0,cluster_07,#ff00cf,-0.11079540992463478,-0.11079445064440015
LOC100505912,18,0,cluster_07,#ff00cf,-0.2572111455653757,-0.2572099517019857
IL26,19,0,cluster_04,#00fff6,-0.1891602153875882,-0.18916212298066493
FAM19A4,20,0,cluster_04,#00fff6,-0.15341927740218148,-0.1534165733889017
GPR1-AS,21,0,cluster_07,#ff00cf,-0.1825956454358396,-0.18259639243235307
LOC102724905,22,0,cluster_07,#ff00cf,-0.1391210886737206,-0.13912305836397776
GTF2A1L,23,0,cluster_07,#ff00cf,-0.2091345835645409,-0.20912844416380794
LOC728196,24,0,cluster_07,#ff00cf,-0.19902310874847684,-0.1990255270118229
LOC285692,25,0,cluster_07,#ff00cf,-0.19928189464592178,-0.19928165635838613
LINC00973,26,0,cluster_07,#ff00cf,-0.19907758047821195,-0.19907992342770714
LOC101928271,27,0,cluster_04,#00fff6,-0.20017925816221485,-0.20018398471408044
MAGI2-AS2,28,0,cluster_07,#ff00cf,-0.19904302041199665,-0.1990452308077737
LINC00483,29,0,cluster_04,#00fff6,-0.19914168351477002,-0.1991461146965846
IRGM,30,0,cluster_07,#ff00cf,-0.19943146592876132,-0.19943459021311144
PRDM9,31,0,cluster_07,#ff00cf,-0.19955477029106872,-0.19955832218740133
MAGEC1,32,0,cluster_07,#ff00cf,-0.19978814861284885,-0.19979113127521259
FAM159A,33,0,cluster_07,#ff00cf,-0.19953445191486086,-0.19953560904649678
MRGPRX1,34,0,cluster_04,#00fff6,-0.1990365190749625,-0.19903869608856553
TBX22,35,0,cluster_04,#00fff6,-0.1991205736923407,-0.19912270023651507
TCF24,36,0,cluster_04,#00fff6,-0.19919720840793081,-0.1991970969960776
SPDYA,37,0,cluster_04,#00fff6,-0.19896458178985152,-0.19896738973058048
DSG4,38,0,cluster_07,#ff00cf,-0.19918346898748618,-0.19918532944347675
BC048997,39,0,cluster_04,#00fff6,-0.19936575371536813,-0.19936890587586908
