,CR,PR,MR,PD
KLRB1,-0.3305488500204535,-0.14478971066232763,-0.2949568767892054,-0.3305961872780913
PRKCH,-0.38800554981067975,-0.22720028508974766,-0.0738567984491407,-0.32637718403682137
TEK,-0.37697171385846545,0.023250749860697695,0.07017449253525565,-0.35510273662527797
CDH11,-0.40394226018240875,0.13815562255927957,0.28175731244800395,-0.33137912467314046
HTRA1,-0.12816833574179937,0.11625313919857104,0.0971067600338116,-0.40315213215091783
GJA4,-0.29541352145904615,-0.17231559422237352,0.07643198509732742,-0.21062505540066112
COX7A1,-0.4558970875533331,0.20424171612323513,0.201361332089929,-0.39993138913769605
IGFBP5,-0.32802088242254634,-0.08242331867052416,0.4338801589672237,-0.3862531954093145
PLVAP,-0.4217469137598691,0.24274363372054358,0.29914214321113564,-0.3440937782134512
CD5L,-0.12652920320585645,-0.024813392485284236,-0.3031643720280348,-0.15956651340603642
GZMK,-0.47819722287901417,0.005232344892759986,0.23407591430070118,-0.3012241669438875
OLFML2A,-0.278110375352814,0.3079965532561619,0.19568541091335667,-0.1352347207396736
TIE1,-0.40765980142156893,0.05088788766870145,-0.2975089403273227,-0.3596716744823422
COL3A1,-0.42212578504473114,0.15435965942335747,0.46274609059722127,-0.3889450959229622
MALL,-0.10011903682633845,0.06292829258069722,0.29911500319525614,-0.40029847193008977
SEPP1,0.27683002482630714,0.6808787091848709,1.7329085693838466,-0.011891576444713574
ID1,-0.19109420317816694,0.33478820505054985,0.43659625667726837,-0.26089615220525597
RAI14,-0.2098531526352472,0.2769775032949935,0.8348022263918466,-0.36838641448044046
IGFBP3,-0.7693722989972954,0.11364437768656784,0.2802007760561257,-0.04008930235548687
SDC3,-0.15565053633479828,0.3348751062277079,0.0349439617122464,-0.3055559065998897
LUM,-0.1801021358069699,1.2934244087371674,3.168017627562831,-0.497023947286455
MGP,-0.4391012171378916,0.38591537791257036,0.6676313822047915,-0.39131014179995793
COL1A2,0.7638304816827679,0.4786973770404119,1.480568712160757,-0.3839179332691257
C1S,0.11201062918565018,0.5893908262126559,1.1178403720465329,-0.286326074747083
CD81,0.2463962775917609,0.7004696225734038,0.7165079075591881,-0.28669037349708854
IGSF6,0.5014099935204633,1.1760313030529355,1.5608640623939916,-0.3317640984429302
MS4A4A,0.8296875761173107,1.6453350592272393,2.8856952368732944,-0.4858985110232608
FGR,0.41058313917741635,0.7296308405465314,0.36910477972416933,-0.32731688656015806
HLA-DRB6,0.17446600885923078,0.20956962456530326,-0.1022362981146913,-0.29173057273951397
HLA-DRB4,-0.34970358546947233,-0.32936018282421564,-0.11668934967375352,-0.3706865248965687
CHRM3,-0.44666077547710364,-0.24197829266904025,-0.5163503772100356,-0.056257130989316
VCX2,0.8141338729269427,0.5387211895293529,0.28299853445049916,-0.27691774678834463
PAGE1,-0.5186076408157343,-0.22615257245480627,-0.18353850418452775,-0.16677789511773744
MAGEB1,-0.08774449281751355,0.3720371457757962,0.4790277355641095,-0.056161896659977
TSPYL5,-0.1400161371624049,-0.45656429910830676,-0.19882731006072946,0.19616017614589226
DFFA,0.2996736864585848,0.37534983903345603,0.3768617497166819,0.04686635966294403
HEATR2,-0.3386287273337493,-0.28647781233451025,-0.4025663343519592,-0.24589307350072379
KCNMB3,0.193997996754802,0.21846324316802845,0.447589621195834,-0.18163108947390996
PCBP3,1.2182921246806686,0.16702533585172372,0.3008948904872902,-0.07910980290546031
APOL2,0.5717858437450432,-0.12077731434669382,0.16926083600002856,0.14032815974886975
IL15,0.3015056848621227,0.10214778228816708,-0.19837686471487093,-0.17835784382178327
MDM2,0.1025828718824761,-0.011187376703295905,-0.11419254413426597,-0.14309621166062422
PIAS4,-0.3921188417557473,0.1888562339748839,-0.1450333906677061,0.0033281227294323745
DAZAP1,0.12244440599971511,-0.11004240019455383,-0.00972506166034268,0.0073644118213982875
COLGALT1,-0.15975303725457737,0.11842031025230867,-0.16967239380158608,0.09551217150930234
DNM2,0.5837786397560204,0.10523221246663537,0.16928451366715183,0.37650631763708586
TNPO2,-0.8829458810069178,-0.5764577136490541,-0.5895279994485226,-0.0917108169772921
SNAPC4,-0.15946719580683658,0.10488071443486595,-0.3391652872122943,-0.26349570002721134
AKAP8,0.2451483491466402,-0.252653951260585,0.03980624247660669,-0.16522423543834894
NPAT,0.5541216640958376,0.3400333375359449,-0.17682723163863967,-0.5162482860880224
NUDT3,-0.2882305635518468,0.13600539274276552,-0.18054512462631525,-0.36749804136185565
FAN1,-0.1902481586940897,0.04843400723848721,-0.2946561829570398,-0.2889778043270698
RPS6KB2,0.3724504456031171,0.18896520847460963,-0.04814489791285839,-0.406892963075405
CPSF7,-0.10087616772064971,-0.011769005126793249,-0.12154747314535391,-0.04174617983441276
SCAMP4,0.7321750728845182,0.37897246557319997,0.2041611805011904,-0.40428418947839867
TMEM161A,-0.07574514731663451,-0.00977648617985569,-0.1611142058923998,-0.38635233554086895
POLRMT,0.15280488080379703,0.24751201434729903,0.15344427866805885,-0.29767092797389477
CD97,0.05622273913867526,0.2736397037158958,-0.024183056974147812,-0.46964698597150745
DPM2,0.42998579492317957,0.08004119046898843,-0.06779860416311723,0.0889179071341688
ABCA1,-0.0007166919632258795,-0.011108508843971113,-0.0504274259310492,-0.5027663180057321
CCR1,-0.3870052025582687,-0.18772007789347592,-0.3406113841608009,-0.3804258429274933
SAMD9,-0.17530113999492036,-0.43026660074698314,-0.1559753403510106,0.14524625247948625
TRIM22,-0.22129477109210116,-0.08962767437317853,-0.18077476891490932,-0.3699666858677647
MX1,-0.0227813022598789,-0.002436518947996678,-0.1956721783440822,-0.3736085946297731
