,CR,PR,MR,PD
SLC22A6,-0.333823890915198,-0.15566129975366716,-0.21886162822220434,-0.3690587606749297
SCUBE3,-0.6600285883692318,-0.015105924453453044,-0.053505293673914,-0.33691010865392323
SAG,-0.3093386277822568,0.021040317843180948,0.2881080052111197,-0.3385809893458371
KLHL28,-0.39224502929032257,-0.17556167347259408,0.2754923099039606,-0.30766030028679947
HEATR6,-0.4355462760600887,-0.19333229698511037,0.2755874358388262,-0.31124526411372544
ZNF609,0.6150854233891172,0.04838770206026244,0.2851462301954672,-0.3054326260347182
TIAL1,-0.2116619152114736,-0.010841825099520815,0.17306685203000527,-0.32545561524348965
RUFY2,0.36369325421189985,0.44611649212064036,0.17087726482628063,-0.16985920626131093
MAP3K3,-0.12611077807656554,-0.08193403181179514,-0.034756925863665196,-0.011849650185666456
ZNF701,1.0307506525829613,0.5572067574727266,-0.09021715399288593,0.24633021905397234
DND1,0.015093215856020045,0.45080631902281015,0.2916272519661304,-0.2555737361430744
HMGXB3,1.0861963993468167,0.6670039572804559,0.36490802219343016,-0.05635405344508584
SREK1IP1,1.6725442400542698,1.7544765974312064,1.2916931070140423,0.2607428706389267
PABPN1,1.3638996320203545,0.8709650118635542,0.7895052698779585,0.19081548532569756
FAM111A,0.6088279698735765,0.33400531167307346,-0.07881385621973094,-0.01378450742574596
TTBK2,0.2649055562331683,0.4896971919195981,0.04821230918757637,0.058976137901744115
USP34,1.3618440090023896,0.8895093153659102,0.5037749580089098,-0.09564212534601309
CNNM3,2.489808051063363,0.38195396831397055,0.11152899091421917,0.2484284883582741
SMTN,-0.011553170468248922,0.47203464372282283,0.15945640922904822,0.4564399298947905
SRRT,1.5843285779186802,0.505933635145515,0.054537531836257154,-0.16402781793534257
PPP6R2,1.9341269998235022,0.4889237827741413,0.078707128422329,0.49164981464774365
ABCC1,1.4655669739527097,0.2700119735019804,0.03737388362729995,0.5959982464576741
ZNF148,0.21265222931175143,0.09320739069391369,0.5407716423018104,0.09052247811366913
ZNF783,1.3834660921159585,0.24057156563798623,0.41898925904458056,0.4446676916119982
TARBP2,0.15952200624467675,-0.38514241837141416,-0.16041227236014763,0.054559107106791946
TMPRSS11E,0.9912594660736792,0.5504573277489168,0.5044109241252143,-0.454474694979154
ZXDC,0.22922153955928115,0.06914321581214217,0.697841376267096,0.16700962113879328
RBM26,0.9541913599501516,-0.3599878794724517,-0.31742285301421796,0.035546409435128594
MPHOSPH8,2.390580912029794,0.44696762063088513,0.9220519518546835,0.1469195096925822
ARGLU1,0.27109874253177996,0.03548343686131531,0.022310907520020726,-0.38523231457329793
PCDH9,-0.17338143232302827,-0.10837706493956856,-0.11210477114850963,-0.44160244478986177
MRPS31,0.5930170805640315,0.06327985545715144,-0.011304348123781914,-0.25633089184060803
VDR,0.2424700329306586,-0.14727388134535552,-0.26701244433805954,0.05421670991632872
ZNF512B,-0.18406817123899685,0.058169388164691915,-0.015483807986210664,-0.0613116190519806
NOL4,-0.10535245730997607,-0.3925880025815885,-0.48474786311472784,-0.2549148535966992
CDK18,0.38033391185834636,-0.10578744654115817,0.14532328423501814,-0.3185013443446641
ATR,0.22414172819734265,-0.008995792612094303,-0.024392626551441126,-0.24506976783108358
ITGA8,-0.28079101153974156,-0.15021940354351498,-0.245539050252756,-0.25804150761192546
NID2,-0.10481577726338313,-0.16931583170918466,-0.13143627252430945,-0.34097509662782166
ZBP1,0.07712215841104221,0.022237139782511593,-0.015397647972429214,-0.10895599761272043
ANKRD49,0.04935408430932712,0.1741543970394389,0.25797078624190983,-0.013794023265068046
HSD17B4,-0.28343503140935183,-0.19333523002210135,0.052055107291412064,-0.22092641572952532
ST5,-0.35427258143198787,-0.10525866786125503,-0.18000964589295185,-0.11957278884040391
HMG20A,-0.3295046450564116,-0.1996758277651729,0.05980883726764871,-0.06980021834384965
SENP3,0.6228914063044765,0.5081186449140929,0.4994103698474096,-0.06068070446456389
MTRR,-0.18832963436763608,0.1225484533210334,0.20091868448571576,-0.19462135225882393
MRPL44,-0.28347678170307544,-0.05107342884746376,0.10704347035097182,0.28504834029213244
AGGF1,0.10468807062693924,0.2462137877554294,0.6041095028280704,-0.021230605894446978
RFK,-0.43046773976657354,-0.22765679844560485,-0.2557395204339291,-0.06536367539452743
ZNF106,-0.3176893480469258,-0.21132412777606638,-0.19968724181101438,0.24418467598367907
HSPA4,-0.3299167494889327,0.08916647050378278,0.31179350481703105,-0.23786140810895137
DDX46,-0.2769638781289208,-0.06754985822634978,-0.1966891961942615,0.0029435638094927985
COX5A,0.21623436203430957,0.31631448503182746,0.18051259098907463,0.08811337128272916
GYG1,-0.37266250075004215,0.07758043522186363,0.05429170274703136,0.3355859883466284
MORF4L1,-0.24965894991579654,-0.2453605463609081,-0.2929638133048741,0.40939157756769384
NDUFA2,-0.36195928189123583,0.054128113092038854,0.20693318491522092,0.456324985245673
IMP3,-0.5831795025612324,1.0045376952751057,1.3200947762473183,0.3834072996021211
SIGMAR1,-0.45189812074134234,0.4826908009491699,0.341661124454419,0.08359491799923052
POLR2I,-0.3399196723334816,0.0598330586007844,0.0406857764740924,-0.2306908252822297
C14orf166,-0.5589844575326219,-0.04363586144031063,-0.05531040439703626,0.6418255791801944
GRHPR,-0.40193447532288346,0.010768827287598953,0.032079271155846106,-0.2713417247524416
DCTN2,-0.41633571720160845,0.08327512937284005,0.05222524714701104,0.25229379505931093
ATP9B,-0.1096785554100566,-0.253803761959904,-0.1341472971378849,-0.36749045075488806
HOXB9,-0.008361896695470864,-0.22224858514797835,-0.15585883419144134,-0.43789881408347253
BST1,-0.42381204220665675,-0.4169395457891998,-0.46226881468107794,-0.3869633488886286
DAAM2,-0.4731974415076062,-0.2829858005294524,-0.05728715108796886,-0.4249378339917334
CYP2C19,-0.1264043933599932,-0.14810208226075283,-0.03514039533287638,-0.3955677780409985
XKR8,-0.39321499199750076,-0.40947037028534744,-0.3797803923140877,-0.36755618366674
MEP1B,-0.15238722073891228,-0.31033165888195285,-0.07413547521181206,-0.32130356106506264
PDK4,-0.3891376970065172,-0.06624226074259633,-0.1693856817035776,-0.3169474683517847
LOC100130331,-0.3388212826168882,-0.2807495035976827,-0.25321107323887826,-0.40569712148497517
CCNJ,-0.1259407515099393,-0.303971788279182,-0.2783153304113766,-0.42609177706134377
CTAGE11P,-0.10280801362217078,-0.3907961516839019,-0.26329224254005895,-0.26338853842545623
SLC5A2,-0.3043782535207926,-0.3464946281189231,-0.312507357154191,-0.25188529185806785
OLFML1,-0.21670628006447357,-0.26369159291642585,-0.28075642328731837,-0.3852892257121401
CYP7B1,-0.3384319381792256,-0.3562931247157593,-0.39754976151119176,-0.39584744085204576
EPHA4,-0.4548066066206094,-0.356804344217211,-0.35171631527386654,-0.46161913709151964
OR52A1,-0.26471006321831086,-0.32141614018481746,-0.3281754599469906,-0.39720357250047444
EFEMP2,-0.44701864588134294,-0.35216786817304707,-0.2795425241775311,-0.4440842479725229
ACVR2B-AS1,-0.23574133971448,-0.2864901440740867,-0.29550755999175987,-0.43825094281512006
PKP1,-0.28505136692338356,-0.3162717070689675,-0.3620208434997838,-0.4079346766054295
GHRH,-0.4095618459024745,-0.34863005732128804,-0.3071066454638858,-0.380348295465325
RUNX1T1,-0.3335619581974978,-0.34977995182957067,-0.32557368885875604,-0.4314969665057863
TLR6,-0.2833820379874173,-0.30541582039720827,-0.32411995141757133,-0.3227545127334729
LGI1,-0.390278415766977,-0.3121294698523064,-0.3355709613761031,-0.4455528035526552
ALK,-0.41736295983163374,-0.34591626076039983,-0.3186044852600333,-0.37526757224840995
FRMD4B,-0.39519721358340637,-0.32861443010253866,-0.29347313778067746,-0.4600711044118522
SNAP25,-0.37036142534628014,-0.3449173238827414,-0.3178632313814574,-0.4106188141899011
RBFADN,-0.35513222358639956,-0.2113759372887577,-0.2934376440931603,-0.43567323229102056
DPEP3,-0.3757419744674702,-0.31546420771125383,-0.32331829509322696,-0.477734979135454
CPS1,-0.48963241439652677,-0.2427773782879177,-0.3839180038300218,-0.41230712965875327
WNT6,-0.37883329640447866,-0.33390220851451086,-0.30928659140450576,-0.3629268899417928
HIST1H3A,-0.46112608264388366,-0.30199952553511544,-0.3437139744432737,-0.43037121268263046
TBX10,-0.2721746717649937,-0.22103457691451936,-0.4426083232313507,-0.35020248337016013
ARHGEF26,-0.5390105386652891,-0.1946042891692159,-0.3351012803275279,-0.4282687543215641
KRT6B,-0.5635443069878606,-0.28821418695745105,-0.2002535514811164,-0.27593463317035566
ST20,-0.44995143924783293,-0.21496562616636622,-0.18940101421689698,-0.33689604766297987
IFIT2,-0.1806812670140349,-0.25131440666637317,-0.1207898258041491,-0.2523206445015748
PAX8,-0.4549116314144199,-0.3086489614838744,-0.3317779942556705,-0.36927304235102015
CRISP2,-0.4498650273347968,-0.22926162906557151,-0.2925551188484825,-0.3934958346339468
CARD14,-0.4463195603726852,-0.28066850496968376,-0.18214001919178735,-0.3320830258212575
EPN1,-0.44590667465127515,-0.2405336493114183,-0.2201016614474639,-0.31655915120541345
TBXA2R,-0.3900136670324918,-0.34412984842439825,-0.3713096969606795,-0.3722416929552454
METRN,-0.5001137976684322,-0.24881777928893214,-0.19861417049634245,-0.3316177982928448
ZBTB3,-0.49328433326568094,-0.1980827908336369,-0.20369077692119864,-0.2646400902381419
B3GNT3,-0.3684744255697838,-0.37345426990308533,-0.4026011712257397,-0.3769433658788456
UBQLN4,-0.45874628771245635,-0.2213894463754444,-0.23288515868678206,-0.25878911186366826
ZMYM1,-0.43745704653320744,-0.2218695770873678,-0.053307161118781275,-0.2842289089418639
PDIA2,-0.31762896688216774,-0.32734816056751237,-0.31960821962085056,-0.3713059281600631
EVI5,-0.23081421257166482,-0.30449171571193545,-0.3572446304731411,-0.368227219711075
CCT6B,-0.38615559847177394,-0.34215647430894086,-0.3809263084878862,-0.3060431739190887
PPFIA3,-0.37562899641608244,-0.07586408091653278,0.012436950348660127,-0.2549150948469532
TBC1D2B,-0.5375519466748443,-0.2742366497931532,-0.05246324859739396,-0.3402939654205294
FBXW4P1,-0.2905818236996738,-0.1010848978328249,-0.08445751377544923,-0.3684035322185735
GPR110,-0.24896437372771266,0.03954580389819079,0.19343977674618282,-0.33964895718356414
ZNF562,-0.425020602472544,-0.0818959014241006,0.04272469555804275,-0.26554635034756235
SRPK3,-0.2845149968334717,-0.042506843195284735,-0.03664505392941848,-0.42297567922485674
HYI,-0.8723988249665116,-0.3067240495314747,-0.2981491339280369,0.3855586548566973
HCG18,-0.4543185618134935,0.2225213954745807,0.4795608147581847,-0.31294826715428153
ZNF160,-0.23723645743769137,0.12694418865558044,0.020292755439261328,-0.21146008641000966
MIS18BP1,0.12782352948474815,-0.18405622563369192,-0.10851184376909766,-0.00574489734484799
ZNF506,0.5160799600047942,0.056679608417026434,-0.0626207530147454,-0.09901197056839696
AKAP10,-0.6474086798367128,-0.08381104508750029,-0.143015938913941,-0.18300822778467607
ZNF721,0.7207717626508027,1.1457715845944123,0.3193855770274299,-0.3511895158870026
TJAP1,0.09721432891404967,0.23455230806741928,0.10349646652569504,-0.14479407287947513
MICAL1,-0.6049382592035818,0.45773002001059737,-0.3561110933849736,0.7882111985371886
PCNX,1.072712040689115,0.41938055838568433,0.026634472759774788,0.12294441674891989
UPF3B,1.4729860053308288,0.2635229198819618,-0.12498428273614579,-0.263114376022397
DKFZP586I1420,2.1384377593139114,0.9097477686423026,0.8798918970866182,-0.44977124123752604
RGS14,1.5048449565435071,1.3487341418052918,0.8445919353311314,-0.31211138921841236
THUMPD2,1.3493641747742784,0.27486842794292815,0.20384847989330784,0.5397460315085526
DDB2,0.6687483565590813,0.5403000952200873,0.17845577212984984,0.05502832124491035
CDK5RAP1,1.4483841659907881,0.4930881901316907,0.11484066870530613,-0.04281848351958833
TSC1,0.7223334066765207,-0.13512966013794508,0.037879321864263835,0.08840183989594051
RSAD1,1.612874767285625,1.1635270935935549,0.8839579300631438,0.7257989139675609
EHBP1L1,2.8350284349475685,0.4842999382216947,0.3470119516031528,0.23053223063646158
MEN1,0.40191787036808374,-0.1043039242112508,-0.2545650106780594,0.20077107738505318
PDS5B,2.8206201904172468,0.8572361293924069,0.6442015744332942,-0.12758044333077556
USPL1,2.935644829564606,-0.13073730926026525,-0.10559789531437715,-0.4079139965537523
TRIM13,0.9004121020608564,0.26394277859551674,0.11591065539825518,-0.1411887644475557
SUPT20H,-0.7546932114778356,-0.21327810442425915,-0.20798207876500838,-0.12183378203021901
CARS2,1.9144033324457517,0.5282556123084978,0.12016206749424654,0.3112124233053409
PHF11,0.04150291864214003,0.11401393258364953,0.3105663915153765,-0.2434201948768833
DIDO1,0.7222211451206832,-0.10946644234075945,0.004059710704488394,-0.14682119663731819
DET1,0.5688135985244506,-0.257663994648302,-0.3507536720403734,-0.1442780167102268
RBM4B,0.45341576233195796,0.09500571634050518,0.10278883779216745,0.07592788222670734
TAF6,0.600609807464207,0.45791360057458386,-0.10022443879078738,0.23985682287771312
RNF38,-0.09167706048291574,-0.1229147855076285,-0.11686892189192039,-0.4201250173259607
TRAT1,-0.4827531715924633,-0.406352748580237,-0.3207000000725382,-0.28912493565508157
PPIP5K1,0.026665640954573022,-0.11405447315906247,-0.23486943744529792,-0.16640368206358763
SETX,-0.11790422826513196,0.04797748235261644,0.43889887391070626,-0.30273709833216533
RNF111,-0.018393415845241217,0.12867686966100908,0.608530156908165,0.28784126891985296
TBL3,-0.4103270071606458,-0.20741795907874538,0.06930460145857965,-0.15765805388923057
CEP57,0.049605124928889056,-0.237560599509747,-0.1284986389183022,-0.03626582289869539
FER,-0.3855646247623012,-0.035724599471457195,-0.056862733640829916,-0.2356958292843811
CSTF3,-0.37560602692716766,-0.30368904463124213,-0.13913435033971167,-0.29829399966162956
NEO1,-0.024955902658853873,-0.015612375029290585,0.1444471233478815,0.18706156937940455
KDELR1,-0.5807872874513375,-0.23649712872448683,0.2064763810261201,-0.06497563081485828
CAAP1,0.12658855097850052,-0.14294417391275,0.010253965282496898,0.10238182145489176
CECR5,-0.6253332561146087,-0.33428355045892605,-0.20848135552522926,0.40276231162803955
KANK1,-0.4728235932376336,0.011646449976592733,-0.11126555626674733,0.1276462390490303
IDH2,-0.638525923372926,-0.22085032863721749,-0.23998842981012405,0.09964749614001557
FAM8A1,-0.09117520593845733,-0.24051338236070238,-0.38184050749307885,-0.03205659129635836
TXN,0.08125784634531276,0.2534021098525084,0.17519633467114987,-0.21089856355514372
DPH2,-0.14487725457403933,0.06602461217660556,0.04678805443491214,0.05563765449606846
RRAGD,-0.07125795236102893,-0.04666036383544232,-0.36993989186246684,0.570875397539336
Y16709,-0.27228168581297907,0.1303285060584645,0.3078531421769649,0.2455962635892384
VDAC1,-0.45621663240986293,0.09534005480597063,-0.05155528876301838,0.01595416975814168
GSTZ1,-0.4234732115870498,-0.03403218038377749,-0.14628618891118145,0.5361437926856771
PRR3,-0.3123489258469528,0.36302400285403436,0.335625043597122,0.06723138355372431
HINT1,0.0917924858772386,0.34180769349853485,0.5661789995316289,-0.14299565782655657
EIF2S3,0.9613360133749036,2.0327874462761764,1.852411727883076,0.1603077411732797
BCAT2,-0.3128169939301106,0.1165908887409171,-0.039041491621661206,0.7539390751697502
ST13,-0.1923925860697913,-0.1374230529278407,-0.3066974370880085,-0.06632806189260883
ERCC8,-0.07672118613828477,-0.007660363922186574,0.09174031304969818,-0.38167451434447713
FZD10,-0.26142992182070973,-0.2846550442153006,-0.1927282072811101,-0.27222333552887495
SCG5,0.010209122646437899,-0.15409357188499034,-0.016313378613025818,-0.3545805185549522
SCN1A,-0.04455923891863709,-0.24065885324213232,-0.3478550389840285,-0.38286149994036944
MUC5B,-0.488605866184574,-0.2503495142993819,-0.40779337790126624,-0.32278456620261514
TCN1,-0.30231252896980476,-0.4095390478398258,-0.3143217381752137,-0.30884279169318646
RNF185-AS1,0.6716169674465561,-0.14027266992534204,-0.2320060849912675,-0.35160361015262426
MAN1C1,0.2528734862395573,-0.16086826883608096,-0.2704407887238425,-0.41707000840603337
C1orf216,-0.08808354367595417,-0.35668604352325833,-0.4060971642228438,0.07397800802035469
CLEC4E,-0.5367890545771447,-0.3803869132308774,-0.38576890206222675,-0.36483551387817936
MCF2L2,-0.36384399898214287,-0.39411379211020503,-0.3440364480887583,-0.2963184275768643
LGALS14,-0.4214114579797294,-0.3054705660393351,-0.35504366451793345,-0.44490784547504436
HEPH,-0.33658511276249503,-0.30731429900756857,-0.33927103352455434,-0.46035204198318647
SEMA3A,-0.4810040851275397,-0.2835421520828172,-0.2954829397159941,-0.4192162211370157
CCL16,-0.2760741368502649,-0.31643133045333816,-0.4023844986091616,-0.3925478226133173
SLC12A1,-0.3071552422789128,-0.3341110320352657,-0.3575475269723788,-0.43605967983746796
OR3A2,-0.1494705955265602,-0.3120535901397038,-0.316914283577613,-0.3969535705709719
ZNF507,-0.3696102837846847,-0.33258090080969543,-0.3956281886123899,-0.44635519779098254
IL10,-0.2803474383208162,-0.31009990811182897,-0.34008439320588474,-0.4080273455817833
MYCL,-0.392296837186183,-0.34487512802702114,-0.3487934474992771,-0.4750314390366696
GPR182,-0.398992400196581,-0.3564300904862778,-0.2965176689460924,-0.4307743444998406
PON1,-0.36037665408248437,-0.3017183548715888,-0.27711501256530635,-0.4803376999554605
LOC101927792,-0.37080828744707994,-0.3054380779912786,-0.3648687405841493,-0.4884763157389999
PLA2G4C,-0.40468074337019816,-0.3410614608422855,-0.3010807188677194,-0.4050097096542047
PRDM16,-0.3316199433457667,-0.29013986746643905,-0.24774808346976027,-0.39163559049494656
LOC441601,-0.3869842462830267,-0.3174244894213644,-0.33598695422352187,-0.40953215704144275
PENK,-0.4048289708108488,-0.2027687656055274,-0.19051578352201085,-0.33763026059829154
SLC17A7,-0.369706855845166,-0.2485182044945384,-0.28367008351515705,-0.42001009342626916
BEST2,-0.4605848028656803,-0.32303045712928935,-0.33665628891038946,-0.39217558167627686
KIF26B,-0.4256794682428493,-0.28707837430697736,-0.3562808149776627,-0.4413292724181794
IKZF4,-0.42257382490963913,-0.2483906536467354,-0.2729529355641422,-0.36755168294269347
LOC100289473,-0.310334720919311,-0.28247617841696526,-0.3344917190784573,-0.3668934135396001
CORIN,-0.46690348418747574,-0.26407817563192926,-0.3335871182464198,-0.4067739449622134
ZNF35,-0.4104887276692984,-0.29949891111355526,-0.36458217876620513,-0.30668167186654843
PHF8,-0.4540844186895902,-0.30105233730291253,-0.3411784191408453,-0.3779577691317845
PTPRB,-0.37925424941252744,-0.2567113798555857,-0.2812584583329063,-0.3111041003851252
DGCR5,-0.357216266492915,-0.23781960653616077,-0.2995374113209942,-0.34897001574626113
RSG1,-0.5114577967803332,-0.21404400255536735,-0.3026500089717219,-0.27521879948399786
ADRA1D,-0.46428559728651314,-0.3058638680710343,-0.23301853169610606,-0.37820047001504997
HNF1A,-0.36258376661025743,-0.3671646747529911,-0.2483125341800681,-0.3754660177773966
CACNA1H,-0.32616969611814184,-0.178822617855064,-0.3551227046078585,-0.30668064119857824
CASZ1,-0.29755436703075283,-0.301440257770764,-0.0787135215927102,-0.2573133130687589
ARL3,-0.37000590112720405,-0.2746997208788366,-0.25211374798336994,-0.36746080208069304
MVK,-0.4549658764804401,-0.2426989295713655,0.05920848568099589,-0.295016630424426
SYN1,-0.32973994544106516,-0.4186154009548472,-0.4252714143887446,-0.2740638526280017
MYO10,-0.4176065026625295,-0.369660334264897,-0.334233679511536,-0.3245353518281794
CD19,-0.3245120118883852,-0.2596496113044817,-0.23987846309049635,-0.25604889527668456
SOX3,-0.3704410706431673,-0.21034678454429132,-0.356839638109443,-0.16603318112348353
BCL2L14,-0.3728881373029013,-0.2443166865508623,-0.37764158066629,-0.20894741092103003
STAP2,-0.3789601761971328,0.0459047478239415,-0.016161483096637033,-0.30805643211969297
LMBR1L,-0.46856432850851615,-0.042138041940828055,-0.36624428210655796,-0.3488240253776411
C8orf60,-0.35350084726741543,-0.18839485240518583,-0.3420954758491424,-0.18270784458016165
TRIM66,-0.3497524266990613,0.009032825053209292,-0.1054402290608179,-0.3881212324382821
EPS8L2,-0.3011060627597924,-0.09005421827523527,-0.16990723726851586,-0.35746048733447766
CAMTA2,0.00345127594288952,0.24199629285632748,0.36075363626320534,-0.3479930403881724
C4orf29,-0.48916262297882546,-0.0720157151636256,0.02566251045323822,-0.3279880780994704
TMEM143,-0.3373544159756012,-0.2888536422125576,-0.2304071550139763,-0.2952606268073255
SCAF4,-0.37603324758001505,-0.002625286099969803,-0.06253284446244006,-0.3617581995246362
LRRFIP1,0.0014278469177861723,-0.047611740143400416,0.16026774331176086,-0.3726158297084661
TOB2,-0.5789697355024955,-0.25324569344633213,-0.2632515492329594,-0.044039899786536454
MAP3K11,-0.12523921947182587,0.04823412686337825,-0.026755322743856193,-0.3096880760198282
ZNF767P,1.0024482163594712,0.8652605345519221,0.37422505968217123,-0.3018950188368988
PPRC1,0.9348757524566181,1.7354351036668885,0.6804273201770081,0.6278476240613506
ZBTB17,0.7114699892301185,0.6616035034715547,0.273509348265118,0.6966725590722039
CSAD,0.659986071435052,0.37450470297606553,0.32321668960098354,-0.23056245161990388
STRADA,-0.28852698345318667,0.3481112164104181,0.10594323200198956,-0.1502035877277518
ZBTB20,1.9242548618653872,0.5866859113021241,0.2808000157397669,-0.14142181787038746
TSR1,2.6632252726312786,0.4823815420833992,0.25516681764251126,-0.06190114006046744
MTA1,-0.23986308201973272,-0.28506788973633396,-0.006810379035682928,0.21981301254183183
TRMT2A,-0.5795299034097335,0.0532984407089658,0.3211592762634752,0.4954772057050166
PIDD1,-0.8394168800544716,-0.4489782376523136,-0.301545766019425,0.7679165489464963
CDK5RAP3,2.044403208494982,0.2611435964446434,0.30721379286067285,0.17345166856031946
PIN4,0.2834906517957381,-0.2204484364866033,-0.002989400216777849,0.0603429897978951
SPTAN1,0.30535770880697294,0.22152954681215956,-0.26885064099472733,-0.21067729189595255
GSDMD,3.563207350157962,0.5598695170108299,0.609661016257155,0.4525254750292612
ARHGEF7,1.1007542649401278,0.03877776540054831,-0.070330143923917,-0.18354126326094322
VWA8,1.4722451892711075,0.02041729214591674,0.13292902820795283,-0.026023667478933324
NEK3,1.6212489218176882,0.18842093506196872,0.36877330600048414,-0.2719910528989991
CARKD,3.0201323947812235,0.7558991838818023,0.31169373825158736,0.17709390333906186
UPF3A,0.5040444814292154,0.10137690859880341,-0.05160116131948331,-0.25945120966080154
AKAP11,0.15661836386647568,0.013995923177458708,0.06802619667907851,-0.20574936629250884
TGDS,0.9501543053469849,0.2932629294638137,0.22398763997653054,-0.3481895504561145
RALA,0.5346695086159643,0.1306033160875207,0.1788238983541581,-0.3190306616534166
UGCG,-0.36605811909374936,-0.079442726290236,0.1042372572238422,-0.30986755879928146
FAM13A,-0.4239729351955153,-0.21053178539327191,-0.38604253370062624,-0.03710986690165581
MC4R,-0.27947281866976464,-0.36116726564175133,-0.42721965758154534,-0.22210888461552425
IQCB1,-0.3709725124635049,-0.25164575375713444,-0.11820992661778286,-0.2941587227610994
MGAT3,-0.2724051320746483,-0.1893917429177913,5.174174052425324e-05,-0.3640034536091086
CLTB,-0.3923563422122173,-0.3288907244549511,-0.23058614071094105,-0.31120047592752526
MLLT3,-0.16384966096924689,-0.1310708918159743,0.044914992364035074,-0.4435012813902336
RELA,-0.49751726147526026,-0.19538755230266097,0.06885979827940328,-0.3438531517271915
CUL5,-0.13627814699237764,-0.1085773681481351,-0.1311202699515601,-0.21419188914195236
IKBKAP,0.2314091799630347,-0.03151240973300584,0.418036102576254,0.42151884594670186
TMEM80,0.20800179263910148,-0.10144751563044803,0.12636003986594424,-0.125079332494314
NAA35,-0.28282503652779606,-0.0750595331299857,0.11825140163026765,-0.10267323164152149
UNC13B,-1.0226316218344673,-0.3196564513860775,-0.0837231709196405,0.6340650255706386
PDCL,0.03691271692288873,-0.14096325755594755,-0.13063112948029787,0.11992630561580585
MED7,-0.2795957262244119,-0.13795355793488814,0.11730144932986256,-0.1578182719914185
SNAPC5,-0.3200296605508981,-0.08188356564964773,0.24242503074719168,0.28027031216916387
MCCC2,-0.3291592877759128,-0.07705478433145689,0.1339443121772012,0.7297647708917929
C7orf26,-0.4572874592548619,-0.2221027002637905,-0.2019462502597855,0.1116737799003291
SNX1,-0.5219765940879887,-0.10768745465393766,-0.1227952604804185,0.4133166279586957
TIPIN,-0.319496023471003,-0.3152611951952453,-0.4719714579423925,0.715979747813671
ETF1,-0.11911642595404859,0.3028662799726381,0.7108849549839915,-0.4392292700385767
SEC11A,-0.5007801720404771,-0.12716162733305733,-0.14188048737526718,0.18627220966263733
REPIN1,-0.08339842945416866,-0.34046146689227486,-0.174004678289895,1.209667858903696
COX7C,-0.47263583497414086,-0.1315783976406239,-0.030223297413380132,0.9774419037789553
XPNPEP1,-0.3173458466154779,-0.25062718031331493,-0.19831144206704154,0.6207739363096162
ORC5,-0.46675869929857283,0.06171360924314331,0.4591639362905584,-0.32395396974085433
RUVBL2,-0.1024272714181484,0.19228813244485676,0.3941829138683514,0.10632195735695128
NOLC1,-0.37894892489812965,0.0595815243776038,0.6329571392227786,-0.3017864483430356
NHP2L1,-0.3906320687558041,-0.3974460795340321,-0.1861453616994261,0.8903880749515306
CCR3,-0.4057616309079708,-0.2526355430003099,-0.4074094833507076,-0.3855103829368543
RP11-286E11.2,-0.0012368339571850278,-0.2280586676310306,-0.16689638219218583,-0.35607309968774514
MYBPC1,0.038059346183564685,-0.16070061348333764,-0.20322403072191797,-0.2627981791989255
TUBAL3,-0.3830968510645219,-0.28068392344985515,-0.01526266185632227,-0.35076692485904065
CCR7,-0.5537725441956323,-0.2915117021302895,-0.3559196151698233,-0.24882636630026445
SPAM1,-0.23052113533049837,-0.035755779997213036,-0.13735194450289503,-0.44489692443384765
MSH4,-0.08294729527491741,-0.18170770172109374,-0.23127026296994302,-0.4450976321941733
LEFTY1,-0.5247020335775212,-0.12495012979813411,-0.22120389512722613,-0.06187444506675404
KIR2DL4,-0.14298490738956657,-0.19017865755821972,-0.28325346525005207,-0.4235756432235057
CEP162,-0.35810994805725693,-0.37968074460587287,-0.4896238943469869,-0.2998940711038498
RP11-429B14.4,-0.12670064818285184,-0.26831904871606255,-0.36854662877146044,-0.36932984692630666
OTC,-0.42208973196409905,-0.33011460300960704,-0.3204237808235846,-0.42652176591080904
HIP1,-0.37603522560430186,-0.3067515792104752,-0.22442558617355418,-0.4284311683617455
KLK10,-0.3698929164902276,-0.31805465665986493,-0.32836544314308364,-0.38254329892535605
DNAH17,-0.4671089022869939,-0.3412008873509432,-0.3652876445234014,-0.3419247334458507
TAS2R4,-0.3017438875895977,-0.32386958061857135,-0.3790621841171789,-0.40949057045789594
DTX4,-0.3716852158867199,-0.3252715223513444,-0.3234644530836939,-0.4673871991925386
GNRH1,-0.4314384074365473,-0.35113127021816415,-0.3358986772787249,-0.4526186976554991
TBC1D22A,-0.3411981432924998,-0.33998086078066087,-0.32213907053841034,-0.42039079160350196
MAP3K9,-0.3168730236013891,-0.33096963203529084,-0.34545628766913483,-0.4437238384614313
EFR3B,-0.3635115707504861,-0.3306298583574699,-0.3410408842474959,-0.4590344415036243
ANO2,-0.3609942559799886,-0.33301277551281444,-0.3085248343780775,-0.4128896212003878
GHRHR,-0.3966120360264666,-0.31763655368568144,-0.32504683762332703,-0.42730253631518605
SAP130,-0.3612362722015678,-0.31426255808154774,-0.31404429792132454,-0.44680760867477093
OSBPL7,-0.4057489140043949,-0.2575411889606862,-0.33830925002220663,-0.42222004847828903
NPAP1,-0.3730302611624719,-0.3332416317444606,-0.3577527366503912,-0.4521248527752706
PKI55,-0.39028011990939104,-0.2384245032174627,-0.3320730927572992,-0.3471410991093695
