,GSM246548,GSM246667,GSM246670
ZNF512B,1.4159424483887368,0.4395774665305787,-0.17596846148618928
NOL4,-0.9599431641070703,-0.47690465548892896,-0.1400301669516706
CDK18,0.9706258217439,0.32106981975293053,-0.14082435744575078
ATR,0.22479154235830368,1.27936550409386,-0.1354532552018062
ITGA8,-0.48728054915238284,-1.0681725158173747,0.22679494704081818
NID2,-0.38293227363209076,-0.1520754358255186,0.29833147698268037
ZBP1,1.0102688685100818,0.6713761231264934,0.7063674039360437
ANKRD49,-0.4934001937485313,1.516318557704619,1.5504112140429869
HSD17B4,0.8932516475214667,0.33291288500496635,0.9335222985571986
ST5,0.34361565971889796,-0.10108659054613854,0.8607769860235127
HMG20A,0.25186477864748225,-0.22078993004714448,0.13598375435204324
SENP3,1.8909049802035374,1.1346841104528413,0.6711534186964004
MTRR,-0.4135495096936409,0.3605327900818916,1.110795713838678
MRPL44,-0.7241073026892516,-1.4584489829281289,0.1509929237207012
AGGF1,-0.2796962161889193,0.42020371949911045,0.4486292961506276
RFK,-1.0643324323663208,-0.31854747178723464,0.5332370462399746
ZNF106,-1.5138885218285858,-0.7565592122958649,-0.3724626602682425
HSPA4,1.1411310308938363,-0.410426204841214,0.09725097741019398
DDX46,1.9369872058860877,-0.015047700588305521,-0.09105314593568263
COX5A,-0.6071030878765025,0.5080920911324149,-0.2334408813416864
GYG1,-0.9965966990983144,-0.34170307147709306,-0.28047891213525605
MORF4L1,0.07023967885097013,-0.16594893316062878,0.11971108117573433
NDUFA2,-0.6262199541277133,-0.5478043800979248,-0.2340983980403718
IMP3,0.44618498097909104,-0.5992242386570724,0.8206309807361746
SIGMAR1,-0.6189163730101361,-0.289397307666864,0.09244179373766188
POLR2I,-0.333683566298387,-0.31402601600176905,0.4250563853049916
C14orf166,-0.47144548178264817,-0.5401486625198209,-0.2503506387744346
GRHPR,1.0314564989248052,0.05151361535417533,-0.2341138690204546
DCTN2,0.36152137074189344,-0.03384013152116723,-0.22355104717157093
ATP9B,0.49245914877914326,-0.29184159215925926,-0.2961276545675626
HOXB9,0.14987107080375578,-0.19054294210138686,0.27946540306941614
BST1,-0.6549232189722921,-0.36523272060230305,-0.23812987615947864
DAAM2,-0.05639170939369244,-0.30682560716362034,-0.2385102041298906
CYP2C19,0.6353384483074456,-0.24054640687243914,-0.23006820621767038
XKR8,0.5081630032856298,-0.28927881097381003,-0.24527488065803166
MEP1B,0.31201743422869554,-0.29010596433111424,-0.2433345654854273
PDK4,0.06781534917709924,-0.2665576386569979,-0.2743253781552708
LOC100130331,-0.05458854860315329,-0.31833836028758317,-0.23926699225615605
CCNJ,0.6009532193616715,-0.3363660868677079,-0.2260844244530814
CTAGE11P,0.4922056934892521,-0.3329134264875025,-0.1519275411585581
SLC5A2,0.15722930340521407,-0.25669451814961214,-0.1820112289938052
OLFML1,0.380588427012534,-0.49787836077246894,-0.23783721698798396
CYP7B1,0.4407855820319034,-0.3017534879833462,-0.23745431047664853
EPHA4,-0.18930317858520007,-0.3280504253539873,-0.2418970557964242
OR52A1,0.9513248059701095,-0.26605809321564855,-0.22612825896096203
EFEMP2,2.09726495279052,-0.2990838287617453,-0.23466824578220127
ACVR2B-AS1,0.7658959149151157,-0.25872290587377034,-0.21533206704882726
PKP1,0.6848358774490371,-0.313189569796744,-0.2320613852678024
GHRH,0.7493086404162852,-0.27342115944841006,-0.237918439580552
RUNX1T1,0.3591966801497325,-0.42232226712337784,-0.23745431047664853
TLR6,-0.27965466975329906,-0.1473634167771179,-0.2268631315359212
LGI1,-0.1683386095678022,-0.19250395577770169,-0.23812987615947864
ALK,-0.24280498307203388,-0.23799291297363187,-0.24524522800591778
FRMD4B,-0.2774277805735131,-0.408416420170494,-0.23938044600386338
SNAP25,-0.3301396762776586,0.06538726427531506,-0.23806928153180787
RBFADN,-0.34162719270864433,-0.758343591058402,-0.23732796421435828
DPEP3,-0.3337043393890814,-0.2736047132876925,-0.2366601339193175
CPS1,-0.3261076168114771,-0.11041073956878485,-0.23681097590336167
WNT6,-0.3354617426979875,0.5058150048280619,-0.2374697814471422
HIST1H3A,-0.3345041033499361,0.0890382449289209,-0.23745431047664853
TBX10,-0.3386296378612707,-0.14546977960740357,-0.23744012875362036
ARHGEF26,-0.32614916302884367,0.5175745318988118,-0.23745431047664853
KRT6B,-0.2736242027189811,0.5544842959555191,-0.23744012875362036
ST20,-0.3776164675642687,0.3795765359784279,-0.2374259470305158
IFIT2,-0.43338968817664875,0.29691668026095375,-0.23744657499136826
PAX8,-0.3071999131968316,0.4035601569654307,-0.23744657499136826
CRISP2,-0.34390184383484956,0.7252878215350274,-0.23744012875362036
CARD14,-0.6042655705993363,-0.481930261190933,-0.23745431047664853
EPN1,-0.22059621647251818,-0.027250700540189673,-0.23744012875362036
TBXA2R,-0.2965869030493552,2.598341807246179,-0.2374697814471422
METRN,-0.1845751449533878,0.4656244744450148,-0.23744012875362036
ZBTB3,0.16266384613711177,1.1506288709443488,-0.23744012875362036
B3GNT3,0.07925769246758152,0.342474242614053,-0.2374697814471422
UBQLN4,0.19831461204030443,0.6241913080760634,-0.23745431047664853
ZMYM1,-1.5879863638386593,-0.06552559834868547,-0.23744657499136826
PDIA2,1.403122934491891,0.2636181576539206,-0.23736535239461692
EVI5,-0.34006505753232186,2.556669116462316,-0.21761017618044096
CCT6B,1.123055457841085,1.9183323850023193,-0.24912456707183317
PPFIA3,0.9207549084005408,0.734245235778877,-0.24894407279611702
TBC1D2B,-0.15624012786177918,0.30504672363943036,-0.24559590283657493
FBXW4P1,1.2759676564079394,0.4176222585891842,-0.21904124594850272
GPR110,0.6640832805931955,0.6942726605984836,-0.33723343244875215
ZNF562,4.817035693862785,1.7544967001027838,-0.042288422628257806
SRPK3,1.514557749265234,1.5513177857039773,-0.05793139562196726
HYI,0.10984131201953609,3.5144914703614845,0.03431031254126478
HCG18,3.3255461679141565,1.371389133816722,-0.08121720592909461
ZNF160,6.781170698289348,6.0582091388725345,-0.14200275027890039
MIS18BP1,1.9957362608654432,1.2288006723126266,-0.19209968354616014
ZNF506,6.445316647929955,5.301259981710856,-0.03962087421094778
AKAP10,1.5821926507664246,-1.3185260610984018,-0.2909114120328693
ZNF721,5.0439354805899645,5.3788368414284315,-0.2927292331507339
TJAP1,4.694233744585282,6.909669860219533,-0.43516589947493683
MICAL1,1.9420197368598109,-2.38330720619193,0.567962742494075
PCNX,-1.3216009582622734,0.7728934457703884,-0.23745431047664853
UPF3B,6.119353846688782,7.427455055317431,-0.38479915389337804
DKFZP586I1420,11.370441184366788,7.5665548706007275,-0.23745431047664853
RGS14,2.9194466004056148,2.7009100273285442,0.2261915283354517
THUMPD2,0.44048850092550645,0.1547773841529581,-0.20594243129174827
DDB2,-1.4689601079714127,-1.0843989502662439,-0.1981127804442701
CDK5RAP1,3.7184819149246917,0.6878572591127954,-0.3808979937820558
TSC1,-0.3482558776080286,0.6304161561284503,-0.2739734159155126
RSAD1,1.082005344831547,0.10940613230659872,-0.3846728110081043
EHBP1L1,-0.7739043040010256,-0.8434615250470957,-0.3769375270205386
MEN1,-0.5442184237094653,-0.3255829107072818,-0.35991857476075934
PDS5B,0.6776060153979663,0.08959356350229267,-0.18819580837377442
USPL1,0.3839103121100554,-0.13572509670137295,-0.23272019137988612
TRIM13,-0.17243098374777097,0.5356634445403285,-0.2432752601604168
SUPT20H,0.9931554996864471,0.3394699078677709,-0.3516572539228318
CARS2,-0.460751654076381,-0.01752687121507737,-0.2922135392778278
PHF11,0.779767836480358,-0.24029547209540536,-0.4544394247219358
DIDO1,1.2369425708449535,-0.5292819530670176,-0.06035525954533653
DET1,-0.3521009695952099,-0.28482240557005806,-0.4381877864201074
RBM4B,0.5418768358285769,-0.7606972049900804,-0.5304086870758004
TAF6,-0.9792649092782552,0.37025216177743586,0.12560848526292218
RNF38,-0.8893255874832754,0.35796760169322395,-0.051114917263232994
TRAT1,2.80577272203523,-0.3363149707694494,0.4745877238828264
PPIP5K1,0.5594962492180579,0.8435515738580684,1.269273720283167
SETX,0.32708318819958665,-0.24486109055451274,0.24606569974767994
RNF111,0.6016533462534599,0.9832095227815594,1.2388379444946884
TBL3,-1.2057137915733236,0.694939527860139,0.8626802953774709
CEP57,0.2829351168781056,-0.616301429474951,-0.30007141943122856
FER,-0.05233875185158626,-0.18058452136290143,0.025165235759127214
CSTF3,0.5060854974566442,0.27373945273582917,-0.04170437274666239
NEO1,0.12913634369927593,-0.727446864294025,1.7429991596224417
KDELR1,-0.5902898499740618,1.3668115273593406,0.046642588032973296
CAAP1,-0.2775004868546498,0.28975555305104506,0.27749524817651
CECR5,1.166333011989173,-0.3459619702423802,0.28938839288048757
KANK1,1.3315604679059114,1.842165563639535,-0.6661175953369772
IDH2,-1.3151807079806,-1.018029404110636,-0.1275977186426399
FAM8A1,0.2657504392342613,0.8340132114927906,0.1138807285574171
TXN,1.349572056672263,0.20676845367681443,-0.19561677875301942
DPH2,1.596687098276214,0.3490428863206778,1.1890753428114198
RRAGD,-1.6130019049121382,-0.8645440437458545,0.039365704100960394
Y16709,0.957480765863864,2.5810039309276673,0.13540355362720757
VDAC1,0.7144015039159289,-0.2286293247005552,-0.2842731367680697
GSTZ1,-0.619755578885591,-0.3745079533365199,-0.2488680073478064
PRR3,-0.7875224566951226,-0.32597325202557215,-0.23745431047664853
HINT1,-0.09968407740848712,-0.0646031725468246,-0.19349337146945617
EIF2S3,-1.5510403328361784,-0.26099758098052844,-0.23931211590637527
BCAT2,-0.4895634720533701,1.052111739885608,-0.2166135841298462
ST13,-1.204714703979471,-0.08457124186121713,-0.2281291749358783
ERCC8,0.4859669561607292,-0.263297813970337,-0.21905671697054266
FZD10,0.4089605650812222,-0.29184159215925926,-0.20674563706373894
SCG5,0.5163961636663735,-0.33207465761048144,-0.19758031736700354
SCN1A,0.2763412823298298,-0.30928383028599604,-0.26677945751470383
MUC5B,0.2374888632786771,-0.3014769958754166,-0.2968534931636138
TCN1,-0.13518199977169573,-0.40086752777024753,-0.2458576196939233
RNF185-AS1,-0.14923322149679455,-0.30119120990704823,-0.22549781556821044
MAN1C1,2.3897456371249732,-0.34151719481014997,-0.2534512710351982
C1orf216,-0.23212957596311617,-0.2476190488759523,-0.2739360279836637
CLEC4E,-0.48517419392507033,-0.3626838896098664,-0.21895099831820913
MCF2L2,0.3185718235009085,-0.4197107103116763,-0.28038866551282254
LGALS14,-0.09862046705778252,-0.37479606169586105,-0.23745431047664853
HEPH,1.778008901504553,-0.3022344448250561,-0.2176320934677784
SEMA3A,0.49208935336103354,-0.30630282810295095,-0.21662905515903502
CCL16,0.4090353544661555,-0.24707071010359163,-0.2093086749243057
SLC12A1,1.1143688076098899,-0.3677792278116155,-0.23087914396371062
OR3A2,2.1905330723949716,-0.22839233060247624,-0.24054076828374124
ZNF507,0.19836862531417623,-0.19483440186717263,-0.23745431047664853
IL10,0.21207346522939216,-0.3362894127202295,-0.22802990270349066
MYCL,-0.31355234107385344,-0.36041154957754645,-0.23858498047572335
GPR182,0.4629046488772025,-0.42197142632786816,-0.23745431047664853
PON1,-0.5228683214900072,-0.25903657406323005,-0.2348410050397723
LOC101927792,-0.09325463399032413,-0.2656770445830702,-0.23201626155824334
PLA2G4C,-0.22828650935513392,-0.4788749347138037,-0.23810022346950974
PRDM16,-0.3533681254222069,-0.4746741504677763,-0.23001534699571125
LOC441601,-0.4291644879313955,-0.304288386004299,-0.23798676969624893
PENK,-0.34714659630621025,-1.0396228808240702,-0.24004698672187486
SLC17A7,-0.30795813324512855,-0.242309920675365,-0.238653310583068
BEST2,-0.33993834176802157,-1.207918299136367,-0.23681097590336167
KIF26B,-0.3354721292416791,-1.021014946445298,-0.23744657499136826
IKZF4,-0.33645885080359456,-0.65581590176988,-0.23745431047664853
LOC100289473,-0.32797927369675567,-0.05119197954387121,-0.2374620459619097
CORIN,-0.32623225546241397,-0.1615412932048165,-0.23744657499136826
ZNF35,-0.35880027498756484,0.3020470416268515,-0.2374620459619097
PHF8,-0.30194014932961544,0.04898331934910205,-0.23745431047664853
PTPRB,-0.4368462910142647,0.03521656297869749,-0.23744012875362036
DGCR5,-0.6907014240909752,-0.37458695079071147,-0.23744657499136826
RSG1,-0.321628933455679,0.8962647594896986,-0.23744657499136826
ADRA1D,-0.1861352301382838,0.1263863582487135,-0.23745431047664853
HNF1A,-0.41147221904520637,-0.04608029584133992,-0.23743239326829713
CACNA1H,-0.3974858084660223,0.15718919425927627,-0.23745431047664853
CASZ1,0.22564952502468966,1.3689167614613622,-0.23744012875362036
ARL3,-0.053138541157106534,-0.6663828209182784,-0.23745431047664853
MVK,-0.5302716902456843,-0.047925149103786875,-0.23745431047664853
SYN1,-0.6071674824774622,1.2193504236636414,-0.23745431047664853
MYO10,-0.10688214020063348,-0.5803742557755768,-0.2374620459619097
CD19,-0.8896330099774975,0.4982123267365404,-0.23745431047664853
SOX3,-0.40267904235415874,-0.5124904705141914,-0.23799450518093704
BCL2L14,2.1613303169191704,2.2863831800537144,-0.23086367297472637
STAP2,2.990974071118501,1.2102533727099098,-0.2627131908481394
LMBR1L,-0.2604975880687072,-0.2165286810313172,-0.2381221406751678
C8orf60,2.6930208607262593,2.175516651354593,-0.2105141274276131
TRIM66,2.108778481979273,2.0434512777720757,-0.23731893948111585
EPS8L2,4.6880980565272505,2.2746040177600957,0.03340650546425428
CAMTA2,5.690033952531656,1.8489136283010716,-0.32074938713561635
C4orf29,4.607145615299447,3.7960651978647797,-0.14474889451693002
TMEM143,-0.36380865162574594,-0.3462733135929342,-0.31288637957583765
SCAF4,2.1211875938716287,5.037541824286119,-0.23745431047664853
LRRFIP1,3.494188816645406,4.243345292887474,-0.1777953453835434
TOB2,0.15225595185450927,-0.07738236745974952,-0.13987287596177095
MAP3K11,2.48037365415325,3.6898520607289176,-0.25568424087676295
ZNF767P,10.548757783332848,5.951749185806451,-0.24447168050463283
PPRC1,15.171078355030474,11.946990264779709,-0.22486995060410658
ZBTB17,4.650207366825219,3.0272504931778323,0.0387184693192557
CSAD,3.6729598812252737,4.706727140071317,-0.3134704006893772
STRADA,4.713204105056982,6.61089431179835,-0.3450113165650885
ZBTB20,8.477765556533631,8.079166676197506,-0.2320923272396392
TSR1,5.777257429014415,0.5620800248583507,-0.08531970657034012
MTA1,0.1203052468022955,3.15813257482278,-0.2242253253098346
TRMT2A,0.3669601934723379,-1.9857514952886877,-0.3293227470680542
PIDD1,4.3540711126932035,0.5479179079992706,-0.08534162438406658
CDK5RAP3,1.6918158083471884,0.9309956823840727,-0.2763533506217391
PIN4,0.6565875102119477,-0.24203342774217282,-0.348113184736193
SPTAN1,0.5785741182712604,0.831596672179984,-0.24907815425920404
GSDMD,2.6290846520017532,2.4592999469132457,-0.1511088561748968
ARHGEF7,0.5257013268657169,1.5446953005806587,-0.18763240211342427
VWA8,1.1443659390569454,0.8740418337504234,-0.2444407386014575
NEK3,-0.1457432690339037,0.6919119041478181,-0.28047891213525605
CARKD,0.08913783952161722,0.05417867495014384,-0.11602776797659305
UPF3A,-0.23128202411645038,-0.5706042280418344,-0.18506806490531133
AKAP11,-0.22406121149940958,0.18791307825564252,-0.1830516621561398
TGDS,1.3608810011333412,-0.1713696086917976,-0.1251906448857165
RALA,-0.6679827790857406,-0.8954939957471737,-0.29534122187596024
UGCG,0.19600035134525634,-0.381273851839079,0.3081590870211837
FAM13A,-0.5733062454793825,-0.8074116209739157,0.04649818485416629
MC4R,-0.6956182156309267,0.2427993482796045,-0.13555252910041268
IQCB1,-0.6401270693572434,-0.8483383406453611,0.04136027072723398
MGAT3,0.22388370122914159,0.5973215495514301,0.23706983683738514
CLTB,-0.005801276929013953,-0.07181993344557758,-0.26790238604700056
MLLT3,0.2086519274994574,-0.1549704923313401,0.07002305944047316
RELA,-0.432589933124221,-0.3775400612828882,0.8322609516381204
CUL5,0.37021974925771356,-0.6231578593847813,-0.43976447848377054
IKBKAP,0.19831461204030443,1.2579670445982976,1.9831615577034916
TMEM80,-0.4291541014974238,0.07229969554558749,0.5471125989423659
NAA35,-0.8407797022845539,0.2617941874230636,0.8484944668975685
UNC13B,0.7301971635493358,3.603034908277559,0.7905290834314066
PDCL,-0.5249227361652317,-0.24950338244664153,-0.3490040368281587
MED7,1.1165565711456895,-0.383741359582506,-0.22365805498673458
SNAPC5,-1.0663929531663927,-0.005807152805787512,0.13216345603120017
MCCC2,1.2168182179956506,-0.029002615756360033,-0.6642277052278074
C7orf26,-0.3472566935167741,-0.07440365403570015,-0.5432875699046111
SNX1,-0.811844392216209,-0.29903271256669917,0.7011308744635586
TIPIN,0.2638682703278619,-0.33227215167376606,0.05491741210092378
ETF1,0.8870583354593921,0.5425365385878079,-0.03186963387214191
SEC11A,-0.5439899251225501,-0.32723953778964565,0.04072206090109309
REPIN1,-0.6311887123599639,0.7345403309488248,-0.3208847560815757
COX7C,-2.131611946712926,-0.38866708033887726,-0.33715092210156444
XPNPEP1,2.3906412320687025,0.8937250616790835,-0.22683992503524839
ORC5,0.5901230736251718,-0.4216949358909035,0.13205901996578825
RUVBL2,0.2110368243326126,0.23307771529866406,-0.19495023265626818
NOLC1,0.6794093252648017,0.12220403525115783,-0.22038980324646198
NHP2L1,-0.4722576969962831,-0.28949024624865316,-0.20476663065627673
CCR3,0.47521381812879093,-0.20208364418880553,-0.23869843423793854
RP11-286E11.2,0.3935415006933115,-0.3064840581804295,-0.23745431047664853
MYBPC1,1.1948489424848667,-0.23254902087578333,-0.3331801100700765
TUBAL3,0.18919052849205992,-0.3410199747090028,-0.3358127071981734
CCR7,-0.21636260561129284,-0.3720265037205597,-0.28085923718550515
SPAM1,1.038659639949311,-0.35305548589877966,-0.2340983980403718
MSH4,2.0160140630562537,-0.3835856881968106,-0.29947966149641275
LEFTY1,0.832396986272847,-0.24692433152788784,-0.11862436922925851
KIR2DL4,0.10778259610631237,-0.3914621939767854,-0.1981050449036232
CEP162,0.5171689966746111,-0.4120967655769252,-0.20530682856745133
RP11-429B14.4,1.5801668375270437,-0.18559393755164502,-0.2248467440949812
OTC,1.19057518298664,-0.3527789945055832,-0.0662215215365117
HIP1,0.23733097763461955,-0.2871481939194478,-0.2601231037619778
KLK10,0.10671896102852418,-0.32512286556250997,-0.2521181927636983
DNAH17,0.75025393140314,-0.38178268820783945,-0.23524453970415318
TAS2R4,1.7969231644887187,-0.27815405984551533,-0.23531931609386758
DTX4,-0.22283142924650515,-0.29907221144471213,-0.21378754204097636
GNRH1,0.4258131220239224,-0.25432922727459534,-0.20075704546170967
TBC1D22A,0.8553376757254211,-0.19921647622432373,-0.2308030782670285
MAP3K9,0.34253537664964623,-0.41963171303625657,-0.2276044502609843
EFR3B,-0.4587138427891723,-0.43156726843057525,-0.24698055250057338
ANO2,0.0046832954359502625,-0.32261352825811135,-0.23941783416969536
GHRHR,-0.019480851942430495,-0.19753195676758792,-0.232136161699154
SAP130,-0.16065449681168853,-0.24722870602414865,-0.23728928678597033
OSBPL7,-0.21766301819464004,-0.283044954752373,-0.24176039565914506
NPAP1,-0.24483245726728478,-0.23244446467292554,-0.2372441631188269
PKI55,-0.31777136440205506,-0.17811001800188686,-0.23747622768482324
HNF4A,-0.34269700586881807,-0.8983122721426302,-0.23745431047664853
ERCC6,-0.3522671539770129,-0.21151694915489083,-0.23745431047664853
CEACAM3,-0.33543058306677426,-0.6180625865538234,-0.23744012875362036
HTR2B,-0.3263049613405106,-1.2974254365034072,-0.23744012875362036
SLC7A4,-0.3367704470710707,-0.8699273546624444,-0.23744657499136826
SLC22A3,-0.3292152733184493,-0.4643092691707414,-0.23745431047664853
RIMS2,-0.3430293749719332,-0.23817646713724294,-0.23745431047664853
ROR1,-0.25639902250424396,-0.07902739777093884,-0.2374620459619097
NR3C2,-0.2768793674869678,-0.6132135956488131,-0.23744657499136826
CCNJL,-0.19228831979680516,-0.332701991680292,-0.23745431047664853
FGF23,-0.39659257192836356,1.0662045068233328,-0.23744012875362036
FKRP,-0.4388591799061418,-0.5261894588603951,-0.23745431047664853
LOC103344931,0.27872827480250756,-0.11038285774426108,-0.2374620459619097
ERBB2,0.059235678793362834,-0.000695457444144269,-0.2374620459619097
KCNC2,-0.1753766610457171,0.49849347706127317,-0.23745431047664853
KLKB1,0.27650747847852697,-0.20910750690781793,-0.2374620459619097
MYOC,-0.05949946030919347,0.2187601564396249,-0.23745431047664853
DUSP26,-0.6219408373666054,0.37784549683354773,-0.23745431047664853
OGDHL,0.16667535515775422,-0.04611979522048525,-0.23744657499136826
MMP11,1.0178251886374128,-0.845826745911792,-0.23862365789518597
ZMYM3,0.11848127633924982,-0.4574713721078209,-0.2405020908773013
CD244,-0.13627468871655826,-0.37989139679319944,-0.22879571701604573
ATN1,2.125395309058951,0.01859191037854271,-0.199287293242817
PHC3,1.1253699601997156,-0.12002299627161908,-0.2503222753948622
GOLIM4,1.7717567937785323,1.9515848778230525,-0.22822586866528827
LOXL2,1.7681393416288853,0.45283332134989474,-0.2332513618061048
POLR2J4,6.023396057499496,1.1675333052721302,-0.27839034700652776
TRIM62,5.220282915861876,4.146225833688884,-0.3050994254576975
SORBS1,2.9140145260866093,3.9622858049190017,-0.21755731683968277
UGT2B15,10.913894565565087,2.9397809075790593,-0.2464880607565626
BCORL1,5.198536535251084,3.330638615779853,-0.025080198491182194
PHKG2,1.9327110112900066,1.901629476654774,-0.3421827619351249
SRRM2,7.959717668790577,7.348696410407379,-0.1830967862679642
PLEKHM1,2.6615514212005413,-0.19750407506549664,-0.1016690824414934
PNPLA6,10.98355003037323,5.689086875789189,-0.20604041466701145
MED13L,1.3704322189842075,8.707047775110727,-0.1785392492413837
PRKCZ,8.094366790458825,4.298154435450467,-0.27438339390664257
PRR14,8.797085867048825,6.364486013286657,-0.28897498064908794
EHMT2,3.225988054510713,3.10033808703133,-0.35033451319865916
HIP1R,0.402790443134763,0.4344122164662056,-0.1894528358531067
DHX34,7.525312579196309,6.337055335524755,-0.20850546952421803
METTL17,1.4082528155417922,1.3498511560365878,-0.3123178291596739
AHSA2,-1.20557047132143,0.48416643305442164,-0.1799638828623658
DFNB31,-0.33887060558326837,-1.0257267586674401,-0.2980950250357441
ITPR3,1.7958489379933646,0.22162506149786138,-0.18728172359491616
DDX17,0.01098609365971287,1.8138906398945733,-0.27571775602541215
VASH2,-0.2121580754573481,2.326651747869465,-0.24846576292261002
ZGPAT,-0.10802884403892075,-0.7656716240462667,-0.27767868759616626
WBP4,0.2606357604141964,0.47925443883196234,-0.25304773770273026
CDADC1,0.4977173089021962,1.9008905336264044,-0.2419112375083972
NAA16,-0.15329444421442334,-0.0007860738740855138,-0.23787976215581727
MED4,0.8177645887022224,-1.0487909239995499,-0.24707853514350123
FBXO3,0.18078732231843625,0.05570986454033162,-0.11662857056084965
PCID2,0.7115137038628421,-0.28748974323963006,-0.3025106475402188
PIBF1,0.5751898346854074,0.06834044049744917,-0.39329377221397127
PARP4,1.1790254465359427,1.184170535755477,-0.37505398372295
IPO5,-0.12484922732046387,-0.22130341746063728,-0.23215163268469516
TGIF2,-0.2608299602604177,-0.8789398085041072,-0.14273763408202716
GRIK4,0.665969689438563,0.8013551016454584,-0.24755684513531537
SPG11,-0.7315748973357238,-0.563863951652468,-0.09756143685727674
PIP5K1B,0.3121213072388031,0.26636689269384856,-0.30890007927381025
JRKL,-0.9254954332726486,0.6261221957796465,-0.2705066511108428
RAB8A,0.5362363872185298,-0.2347098488986336,0.06766618377332072
LPCAT1,0.3523306404410205,-0.06730539208769075,0.30420715303532764
IFNAR2,-0.1723271164049591,-0.38408290724110594,-0.0839375948169852
TMEM259,-0.5863617711478296,0.7516070629152378,-0.481954682345054
BIRC2,0.286720237727081,0.1334219569326906,1.0232672994265346
EIF2S1,-0.7870384684079484,-0.10506672246642766,-0.30506203773790747
IFNGR2,-0.09312791470258437,0.5525139146282562,-0.18443117051153768
PSEN2,0.1992972381721534,-0.32103357499194873,1.0078031236900193
CHP1,0.41552333586258,0.1743019015324919,1.0893000248634241
FKTN,1.545599262723727,2.2606777060530465,0.5339887828418063
ADAM10,0.782776157806959,-0.02744819761913346,0.8574784338387087
EID1,3.270888506988999,0.32791728078433974,1.1622469514804168
NIPA2,1.288288341417623,-0.03129822856850581,0.37213310535379907
SRP19,-0.0061668968255453845,0.6852571748624379,0.3877218563632664
PIGO,-0.013130291033565191,0.8512008558242052,-0.4250392141884623
RPUSD2,-1.0404910087362365,-0.5801256487084574,-0.2968689639672244
POLD2,-1.9872275636694468,0.10536787052495103,-0.03956930245437801
PSMB5,1.2598843056294033,-0.3652722193474132,-0.30428978787431654
EMC9,0.6205692583721497,-0.31346373828280744,-0.1785018606611233
STOML2,-1.0402646000686904,0.07984412325936845,-0.14543091792032684
GGCT,-1.1373165353495733,-0.1787396803802483,-0.2365402338748281
UXT,-0.0004063043422594003,-0.24892716208119972,-0.23455608118378563
RNH1,-0.06470951087356905,-0.1998182562457131,-0.23798676969624893
MYOM1,0.8260686739290689,-0.2204507030535682,-0.23745431047664853
AHNAK2,-0.49572258323349316,-0.33207465761048144,-0.06497478022682819
SPAG1,1.2569360753954224,-0.32041785786617694,-0.38353572494694144
TIMM10B,-0.4184706092962741,-0.30197654043456845,-0.20606362125538072
C1orf105,-0.35979945777854583,-0.26087908411929384,-0.271271170277389
RP1-263J7.2,1.348568526194659,-0.32057585320774334,-0.39574456192269875
BRCA2,1.3169563353816494,-0.2642666999098928,-0.16223135812273556
RIMBP2,-0.32107636847183485,-0.24895272024327084,-0.19354752029879266
MS4A2,0.5081858558522518,-0.2966139870583748,-0.24373165329245444
AP4E1,-0.41991432521141714,-0.3388893631860609,-0.21704032667137746
PCDHGA1,0.030266368741931112,-0.4102170943098011,-0.20719429769970277
EXO5,2.072997449362151,-0.37645500815235594,-0.21053604474385162
SIGLEC15,0.557406266270596,-0.3409944166657475,-0.2385617740237841
SMCP,0.1932893016586071,-0.23546962386560008,-0.23406874532830688
UGT2A3,1.249579008988453,-0.31307339670715345,-0.28230447212373627
TUBB4A,0.36389384381172196,-0.4597018790527274,-0.17792427153787221
TSPAN2,0.4772892392352048,-0.33275543124736756,-0.21187815785850733
INSM1,0.04228202520283659,-0.26179685388998364,-0.238653310583068
CTNNAP1,0.11619196542696783,-0.3508877003460269,-0.23675038126118783
SOCS6,0.11726806612712612,-0.36519322185704617,-0.21401445058450821
CDK6,-0.42591353356971545,-0.5079249134461379,-0.23874355789206408
SPSB1,0.3615005960242226,-0.37218217519403973,-0.237918439580552
MEP1A,-0.35839520085102156,-0.05102236460765132,-0.23722095666114754
CHST1,-0.40052904389270716,-0.29005252464999626,-0.2322354338548765
WNT7A,-0.26896268835677045,-0.4123709326982084,-0.2374259470305158
CETN1,-0.3144538952189533,-0.3843965734478571,-0.2399863921146144
SIGLEC6,-0.17014174725414513,-0.6154928770956113,-0.23854888155040382
COL2A1,-0.34477431260789854,-0.4959313178330315,-0.23783721698798396
MYT1,-0.3357193289743454,-0.6180091477522442,-0.23800224066560605
BEAN1,-0.3354721292416791,-0.3480623760578309,-0.23745431047664853
GNG3,-0.3344833302604892,-0.2097232274611292,-0.23745431047664853
PLCE1,-0.3407651101622946,-0.013174962306593102,-0.23744657499136826
APBB2,-0.3543984683873247,-0.223236546435999,-0.2374259470305158
CATSPERB,-0.3608692687489439,-0.9316018250182891,-0.2374620459619097
AVPI1,-0.27433880184868953,0.1270090597589455,-0.23744012875362036
C1orf68,-0.3174992364184558,-0.1104339744225115,-0.23744657499136826
ASB1,-0.09102146596185882,0.23361909674005774,-0.23745431047664853
ALDOAP2,-0.27562051003587495,0.29307588067877194,-0.23745431047664853
OASL,-0.3672569723461949,-0.4246852145859721,-0.2374620459619097
PCDHGA9,-0.5122098692656507,-0.2869390820849715,-0.2374620459619097
