,GSM246548,GSM246667,GSM246670
NRXN1,-0.44646800069776993,-0.19464936881959433,-0.44392958754479883
AKT2,-0.5389046922832532,-0.051094589376180125,-0.502124893496243
MAGEA10,-0.4982909832947338,-0.07278575402902847,-0.3924828739918903
CUBN,-0.31286970464229,0.023979184454707328,-0.34021437479213634
CPA3,-0.9023327928633921,-0.3497081799349856,-0.40152845251572117
TPTE,-0.1234376535104122,0.06311631211601502,-0.21103133550214018
ZFPM2,-1.0468955889282023,2.8311166301130544,-0.6307137055582037
AFF4,-0.5355577013213307,0.6591353593588919,-0.5632340128675012
KCNC3,-0.31601808908428536,0.9187516310232517,-0.17202245656018747
KCNJ16,-0.5373360883593422,0.007987764407135823,-0.35210448292816254
ATXN8OS,-0.29270635904775893,1.8059829700894179,-0.41028833897815026
CXCL11,-0.6079183181767311,1.6559976412572501,-0.4357108892901841
GPR17,-0.5712795561961173,0.8673029415379877,-0.4341231848898674
CBL,-0.46820449838420214,-0.4144451609711988,-0.4313886514779899
AKAP5,-0.5596890745156785,2.3907168033556294,-0.4536343390772855
AGT,-0.43200876849920583,-1.5052406386434605,-0.45994530318556204
CD2,-0.5872230080683775,1.3166224304016771,-0.5084879957450009
LTBP2,-0.2508172985041744,1.2584205251144873,-0.415993657806742
CX3CL1,-0.48735998663380636,-0.5496841895104957,-0.33255590725674544
PAQR3,-0.4647255803828118,-0.08714675898911628,-0.3019892375168992
AMOTL2,-0.4565710185308561,-0.08903443007679254,-0.4291760270738657
COL5A1,-0.41934858401167263,-0.511626594328939,-0.4300715151398369
KLRD1,-0.45848132560431165,-0.35087648135162003,-0.4146998666839998
FBLN5,-0.4467858557140403,0.27740102435782127,-0.42929139671091393
MRC1,-0.4677261273411317,-0.23285162897907768,-0.42929139671091393
APLNR,-0.4451266524854946,-0.05056950658538028,-0.46062927668985115
ACTA2,-0.447106889265404,-0.8864699275745286,-0.4277682426462285
TNFAIP1,-0.4128945235896178,-0.6124991042057334,-0.3144851256169278
TM4SF1,-0.5256120794449286,-0.828756486384354,-0.42929139671091393
GJA1,-0.21811904402242757,0.7322622257012611,-0.479165202967355
NR2F2,-0.38517429132998554,-0.47817389960749324,-0.47993570070971775
HSPG2,-0.4801208585569598,-0.4583679603140872,-0.46045759659937924
KDR,-0.2062549014486797,-0.42609140170355986,-0.058884114705295296
PDE2A,-0.4549896909255729,-0.3357515698387142,-0.283918361693702
DNASE1L3,-0.3885880691097073,-0.7040014226777211,-0.4300399258395264
EPAS1,-0.2817402328098703,-0.07259672431753174,-0.09425527563094954
EMP1,0.38282033156958345,-0.46241893722371746,0.0730714822949687
IGFBP4,-0.3558138599190866,-0.2655851458922641,-0.42929139671091393
ELTD1,0.1048801683435845,-0.4355375614213895,0.44153106213999527
RGS5,-0.42540532199267134,-0.4135131465345924,-0.1441442927326929
SERPING1,-0.6731189872664699,-0.3940668577797073,0.9906466742228373
C1QA,1.9305083611911749,-0.1848828590910898,1.4456123737780284
IGFBP7,0.06759749465527012,-0.20517461848205026,0.16764636274519334
HEG1,-0.6879228298889921,-0.3406741895772809,-0.2792457738150004
POSTN,0.8662522760771819,-0.43147608052784403,0.08455862334400671
CCL19,0.02744618141077948,-0.08312200250284259,-0.7679697814126016
NKG7,-0.107145598400935,-0.18940380820449035,-0.25008253317143064
SPARC,0.1906539099326503,-0.2052612568486021,0.05731670508398075
TNFRSF1A,0.5546261614329344,-1.0054565741665846,1.761882860347728
MS4A6A,2.2029651822428615,-0.7045711292401837,0.13354027604283503
HLA-DQB1,-0.5115868013452325,-0.35096311943178254,-0.2596159195063951
HLA-DPA1,0.8016612395874065,0.06873733794420844,-0.029421719728237702
HLA-DMA,-0.005197036624732662,0.22911408518349077,-0.35278022821426946
MYT1L,-0.1930191786815865,-0.2607701594173328,-0.27161332287427
TENM1,0.07690782281651784,1.26480046686884,0.03235501612343952
MAGEB2,-0.6086255371605727,0.16861108552783333,0.9628537847377316
SSX1,-0.6613839705671423,-0.3652662770644513,-0.5335695113380244
GABRG2,0.5511310889465982,3.544180430030643,-0.33736305268028155
MAGEC1,-0.1461123601270252,0.8983727340164761,-0.35675366385655943
ZKSCAN7,-0.7333116447424087,-0.7647105736076054,-0.42929139671091393
TRIM14,-0.021206313977123546,-1.1441750431312148,0.0071901479678760484
ATG13,0.25858128617871046,3.002937662615286,-0.45010321778549683
ZNHIT2,-0.008415422594760571,0.11076772090192517,-0.31677470785913336
GGTLC1,-0.1946863591673346,0.07178807713154066,-0.3144851256169278
APOL3,0.38336071802907973,0.20606806428484642,-0.7338744304985081
APC,0.038453888251428106,1.5155617732645081,-0.371651619982159
KIT,-0.35281805613831246,-0.24291217342024637,-0.393223167078945
AAMDC,-0.7862904985208373,1.055570354741684,-0.12615671520302257
DUS1L,-0.2204871033808424,0.2716434499977704,-0.1311000080805627
FKBP15,-0.1299045656969786,2.771723381195663,-0.08007222390949462
CSNK1G2,-0.3542118598905135,-0.6141714719903366,-0.29924228118760327
NAA40,-0.3591179843822838,0.9688482604816825,-0.3568525533381754
GATAD2A,-0.07147974076637029,1.2739581790480765,-0.2337160035047719
POLR1C,-0.10532583296551552,0.23915373160459114,0.04044526740289301
UBAP2,0.07851782046314876,0.7496742769634946,-0.3499852243432346
SF3A2,0.08688408967851637,0.1224035987579658,-0.21712005404842113
DDX39A,-0.07839645465860644,0.6428496629662361,-0.32275206531639195
ANKRD17,-0.4276350781777136,-0.5172501731206067,-0.08176715945325119
CHERP,0.35040513016421615,0.37420084570115764,-0.723189550018333
EXOSC2,0.4656681836640603,-0.3613518120108722,0.11856690127484143
SART1,0.08071587284207543,0.49227485565265855,0.42852671326139113
TMEM222,0.12078310814700965,-0.21151497101564082,-0.26039880747862837
DDX58,-0.04536720696852821,0.44984504940156306,-0.27087026746666426
SP100,0.08027085858953208,-0.7954484225224276,0.0737843629270882
RBCK1,0.38667455898779435,-0.8936161711996904,-0.34459024504786145
IRF9,0.24892753277694085,-0.2598565196052187,0.01961117604850888
SP110,0.10974513726135421,-0.18977924125222917,0.11489945360161496
HERC6,0.09152495552125714,-0.4406229445174393,1.5060939469876566
USP18,-0.07362214241389015,-0.4519803855387082,0.7551510628402445
EIF2AK2,0.014640952365248736,-0.2803477756715726,1.0067006963043967
IFI44L,-0.6149269362537396,-0.3724703620439356,-0.521767670387001
OAS1,0.11102137735557906,-0.03898617869396392,0.23388388923561332
STAT2,0.22618386357008913,-0.238966192944273,-0.3459664596883898
PSMB9,1.5492801601962605,0.008113784440901588,0.9802196887313603
HLA-G,-0.9088803852318488,-0.8002948562929185,0.6203393188983805
HLA-F,-0.14901285081986682,-0.3448695738390656,0.6229974171248691
HLA-J,-0.7928270220734295,-1.4765982880498223,-0.08013815334077992
C19orf24,0.11162055861293493,-0.7219589900933062,-0.7132970912618719
TMA7,0.001694285228551724,-0.8113502891418413,0.19470061108925918
RPLP2,-1.319835623855018,-1.9773169839786033,-0.718888124769999
ATP5E,1.3615684919214859,-0.4139752156685341,-0.3925570406488388
MAML3,0.389724564875532,-2.4599288573043343,-0.3745180334917891
FGFR4,0.3442256683190488,-0.1847568395948755,-0.9805373127419671
RPS24,-1.079378899347574,-1.1717910937389926,-0.292214187562062
RPS4X,-0.2095368119827143,-0.746813406810675,-0.4297954521125317
OR10J1,-0.037910106566006234,-1.4997563256341708,-0.4828721065047859
RPL32,0.36653404740199824,-1.1600505331638895,-0.5076282288251824
RPL23AP32,4.1781799383595795,0.7914086179262431,-0.3945114691143122
RPL27,0.1683299256639139,-0.4846822385610575,-0.6215792093209619
BHMT,-0.19980391857982452,-0.3880363275114048,-0.34788107312862654
HCG4B,-0.44990878077940505,-0.24536692494847126,-0.06448813392024648
COL4A6,-0.4904606526175423,-0.6507430160948209,-0.4445242890302565
RAB15,-0.5030905748631774,-0.14685120980792096,-0.16592545013468443
OR2B6,-0.7233804705621203,0.15924356391857733,-0.4273369798365711
C8A,-0.24937262662632154,-0.3362110143708443,-0.48286386589205355
MUSK,-0.4515791083466579,1.0552763011499018,-0.3610883178516705
ALOX15B,-0.6278555227249311,-0.8341437424498683,-0.4055238303839305
LOC100505498,-0.5245313786432039,2.1600885344479472,-0.4494783011148021
RAPGEF5,0.3130121177804427,-0.04472533472687169,0.13518170418711153
GPR171,-0.545600260999367,0.2996594514505873,-0.38119716983826946
ELP6,-0.37695452120353834,-0.34031713556981835,-0.4313323401281079
SLC12A2,-0.5181155104996303,-0.6346546908098568,-0.20954520923973516
DLX5,-0.48541154113047486,0.06871108373426,-0.33677520768191777
HOXA5,-0.4383134279060104,1.482887372565847,-0.3838946432700125
DCC,-0.34982384097945857,1.3765677409244061,-0.21581385757432178
CDH4,-0.4289875530623063,1.178064842431498,-0.429192508450863
CD34,-0.5648557637870878,-0.6467471890765834,-0.41237186602072523
HOXA7,-0.4566711427857662,2.137999848365963,-0.4131121565982103
CXCL10,-0.576223744677787,0.401045964536218,-0.42501035763784867
CDC42EP3,-0.4275365429883429,1.0538847975979817,-0.3924911147316468
CIDEB,-0.3966775111795987,0.05044603414857189,-0.42639342065041436
RASSF8,-0.41939944091456877,0.11612621030001136,-0.44362880317228515
IGFBP2,-0.4305593480273096,0.8891022030511285,-0.30834706300602005
TFPI,-0.4546607111833848,0.9044244410765949,-0.4131863229957337
PLA2G7,-0.37047342285083246,-0.14157938953872662,-0.42920898982777383
KLRB1,-0.42761600685084816,-0.14247990470621008,-0.4215506385043022
PRKCH,-0.5180455827665793,-0.2647738968271903,-0.38119716983826946
TEK,-0.4680058393172396,-0.26086992468192116,-0.4020393775762357
CDH11,-0.3578958239523033,-0.42463955988400903,-0.42929139671091393
HTRA1,-0.38714659041650196,0.36241000198722867,-0.35976841879612476
GJA4,-0.293206986346517,-0.18388520472679193,-0.4091483733038295
COX7A1,-0.5531063503730003,-0.36022814258919883,-0.4543567696978002
IGFBP5,-0.31444469159965827,-0.2593708202647374,-0.4102471354032433
PLVAP,-0.49016028060357064,-0.382068805897311,-0.3930116547787257
CD5L,-0.1668433057669636,-0.24930240328666384,0.03655809943605812
GZMK,-0.21520903224655266,-0.7194360048229367,-0.4999466315675532
OLFML2A,-0.016328675527546944,-0.3887110538199812,-0.42929139671091393
TIE1,-0.5537754299203529,-0.26009543116885864,-0.40910854317549533
COL3A1,-0.37047342285083246,-0.5750348987293448,-0.32086903355401614
MALL,0.17136398915229298,-0.1841739994157355,-0.28754710021557284
SEPP1,0.63703002692102,-0.34565194210681127,0.5391119896647129
ID1,-0.7150750855320458,-0.4456689461731319,0.587461422170677
RAI14,-0.43405893535652457,-0.4243638937051702,0.2288633711559531
IGFBP3,-0.754068713021751,-0.5476993985172204,-1.0063487854529145
SDC3,0.28475961703379365,-0.3073421362336539,-0.44436908980453454
LUM,-0.2311179366511022,-0.1378198041886019,-0.17136866658120567
MGP,-0.6244131983840687,-0.37202141947558987,-0.32086903355401614
COL1A2,2.001558371263518,-0.16958461496664431,0.4595176887514299
C1S,0.38284099340401617,-0.39403010226582463,0.347220996418759
CD81,1.1675571881509768,-0.24811309596101522,-0.18025525941467888
IGSF6,0.7940844726453078,-0.36723269831047856,1.0773782062265607
MS4A4A,0.9005315207259681,0.834040906683445,0.7544903009425188
FGR,1.754747890263316,-0.5690148941934295,0.04601642146236254
HLA-DRB6,-0.0037602853062390423,0.5985924004247676,-0.07143408854083626
HLA-DRB4,-0.4856308604544547,-0.2918995367178198,-0.2715803592361425
CHRM3,-1.0043572735495134,0.015060639387085193,-0.35068569226888263
VCX2,-0.39520583700472556,2.256186128554301,0.5814213272312531
PAGE1,-0.4338189546013593,-0.6551379002932186,-0.466866067552625
MAGEB1,0.3229790215250006,-0.3406006784585658,-0.24561182151897545
TSPYL5,-0.7133793623995943,0.21173374023325153,0.08159721067912806
DFFA,-0.2012374705944121,0.6690490797293577,0.43120945024080876
HEATR2,-0.6945372737432851,0.10937362112580232,-0.4307225293837652
KCNMB3,0.39919881890611364,0.029686844206618164,0.15310832715167433
PCBP3,-0.477560542512223,4.8515997173598375,-0.7191628008056086
APOL2,1.4589280493959627,0.2504247076229788,0.006004774216187725
IL15,-0.2928160202687313,1.440259720766021,-0.24292664591092164
MDM2,-0.1413428395674474,0.2451108345818409,0.2039806206330348
PIAS4,-1.2412809826482512,0.45296145051017384,-0.38803699312916456
DAZAP1,0.09695731350810728,0.3779736013022085,-0.10759769681117039
COLGALT1,-0.1312093908144304,-0.030036139332759254,-0.3180135816165425
DNM2,0.46865781073941837,1.3919295272419236,-0.10925141871328065
TNPO2,-1.623996774145996,-0.5592589671435049,-0.4655819017312526
SNAPC4,0.12397450586195002,0.018024736143825857,-0.6204008294262856
AKAP8,-0.47084745832715774,1.526323720477442,-0.32003121471036344
NPAT,0.41538977962070184,1.6762666093777252,-0.42929139671091393
NUDT3,-0.21174753190284568,-0.2807967191829046,-0.3721474395697901
FAN1,-0.1022425617073813,-0.1957966710603233,-0.27270524331456436
RPS6KB2,-0.5257026675978599,1.7798170239088147,-0.13676301950160366
CPSF7,-0.1136745015705997,0.06324233230779508,-0.2521963338991445
SCAMP4,0.5300065021054385,1.135324583291761,0.5311941332563553
TMEM161A,0.5173295405926526,-0.44656157908378474,-0.2980034034587713
POLRMT,0.2922105408890643,0.37789746357526655,-0.21169336205293973
CD97,0.3243919670090453,0.04604057985833408,-0.20176432945135364
DPM2,0.5915430187647912,-0.012311958122364606,0.7107263241271122
ABCA1,-0.20742780709430095,-0.3719085274833077,0.5771862586879309
CCR1,-0.3288436557311823,-0.40415099479952793,-0.428020957144096
SAMD9,-0.10504452422539395,-0.9415526821436334,0.5206937863842663
TRIM22,-0.4207121846633777,0.12089660536467567,-0.36406873397760153
MX1,-0.08743331405995419,-0.12156326950776454,0.14065267678808205
XAF1,0.14990622937445533,-0.6036751970622007,0.9741791892776711
IFIT1,0.46053925026573767,-0.3764347086476186,0.1906691135891325
SAMHD1,-0.26399416109684926,-0.6026854281633957,1.1338664243924335
IFI6,0.38990893211458044,-0.8716287353894239,0.24629715581251885
STAT1,-0.34479533804859014,-0.2872840834771137,0.601516995811793
OAS2,-0.18453864637103282,-0.5606819253928429,-1.037476212986898
LAP3,0.9990115169360746,-0.14145599532929024,1.2388157739483951
TAP1,-1.003046175296688,-0.3497816910371422,0.07546011350479805
PSMB8,-0.3917316681917373,-0.6242214297917635,0.5960016352487367
MACROD1,-1.7310454268943176,-0.5338531159357851,-0.1803610194038588
IDO1,-0.13921316307473378,-0.5316215379792344,-0.42929139671091393
RPL39,-0.765520765470968,-0.6286399450079418,-0.6080085985798429
RPS6,-0.04766059828341497,-1.776236803746357,-0.18582345152256927
APOM,-1.260063514716736,-1.4671339693509993,0.07405907610613655
RP3-507I15.1,-2.5043298538248773,-2.5497262497725774,-0.22889229118339952
RPS28,-0.595401330504827,-1.722963912808816,-0.7134110819277824
RPL38,1.3578379682981605,-1.2857179530471061,-0.9317815410087513
RPL14,-1.3150140718778411,-0.8278087283129961,-0.4458991067768947
RPL22,-0.11984103820745076,-0.763686678399776,-0.378965298062074
RP5-1118D24.2,0.6696668383504369,-0.3567626198075238,-0.4905386183574966
RPS18,-0.13323894192491242,-0.324701271077779,-0.5014505388491399
RPL34,0.7825516464924687,0.4443158665256909,-0.597423747617344
PTBP3,-0.47582982581600203,-0.4040039727743595,-0.48211534350608154
ACSM3,-0.3783244832334465,-0.5607055538500983,-0.35684431254817084
SLURP1,0.28583561410813857,-0.5444806763865414,0.03795226008907117
ABCD2,-0.28496808914830407,-0.1853711846322334,-0.08364752092894952
PSG5,-0.5099482664968392,-0.09447165741469504,-0.39578054248168776
MTTP,-0.5013296653049611,0.36374897540227524,0.22823975580354972
BAGE,-0.6520518915689226,-0.9636634757793802,-0.3980426238776823
TUSC3,-0.4736000775351184,-0.7312081847088585,-0.5472968642545122
CHAT,-0.5145857487139988,-0.238953065929301,0.03019166559302408
GYG2,-0.4243436845702949,0.6471816628891078,-0.3082893769985352
ECRP,-0.9820828891170083,-1.0968583311130917,-0.45347227287986974
CHRNA3,-0.254367789569334,1.4520928545950194,0.12254340612250159
ACVR1B,-0.41768937743872503,1.1457766325954581,-0.35955690528747475
C16orf3,0.27643137080426494,0.04057445660544858,-0.4182241420387269
LIM2,0.09863883376985079,0.2941276615715538,-0.4444830856967976
VGLL3,-0.33510386286435384,-0.270043077278202,-0.42942050082318667
CCDC132,-0.46452374271582436,1.204842177605881,-0.39382748789908756
DLX4,-0.05388279106037939,1.2484830456545273,-0.3035701102994981
JAM2,-0.3637157858703213,1.4691402392607789,-0.4363124588385598
IPO8,-0.19480714630562185,-1.6370661003223446,-0.34677268508047315
ZNF134,-0.4289064999291911,-0.40503312693037535,-0.4313886514779899
C6orf123,-0.4303575098537606,-0.36537916907654505,-0.45975027457990086
TBL1Y,-0.4649242394980259,-0.17880241806565353,-0.44921047966463284
GPR18,-0.43525248196212,-0.23822057848175526,-0.41373982404526205
IL18R1,-0.4050148761036009,-0.0407898385261181,-0.3834056919641059
GPX3,-0.43355990251840176,0.2490174763728622,-0.430600292536612
TNFAIP6,-0.4325078013914058,-0.2497618487047095,-0.42929139671091393
EGFL7,-0.42391299032029145,0.07270172367153703,-0.41807718282279105
COL5A2,-0.4107426396706457,0.30972011706214764,-0.4217072117826969
CALD1,-0.28952777264199736,-0.784290596294723,-0.41168101962789855
TF,-0.30781893797666116,0.04530546238107096,-0.4334968930714859
PCDH17,-0.4046366274867098,-0.15302354442090227,-0.5557598746238751
MXRA5,-0.31412206562782347,0.48150527911491403,-0.15741380429456592
CHN1,-0.370454351443589,-0.2920990671137175,-0.2875704493965413
LDB2,-0.3416294781016071,-0.11394170412738917,-0.42929139671091393
GZMA,-0.49205945806977514,0.7930862887970409,-0.42929139671091393
GPR116,0.08015801569441235,-0.21699681544632535,-0.47993570070971775
LAMB1,0.14991735478705606,0.40009818060771374,-0.11651185669740878
LHFP,-0.9937985587624146,-0.19534772671221398,0.26298374831070787
GAL3ST4,0.28484067441835137,-1.0859158585359954,0.031618790075619
LPL,-0.44837830919634314,-0.37048031246237517,-0.2741322937457934
PLS3,0.27665547049424843,-0.2277320921871909,1.1984071944628807
FOLR2,0.7499733727088784,-0.375626086984907,-0.26733903613258686
TMEM176A,-0.2426626084846641,-0.1685344521394853,0.05258890661556388
TMEM176B,-0.3967982965235658,-0.170096569327133,-0.9505975100691938
C1QB,-0.02157185865796162,-0.6016431515836828,-0.40143643106065735
APOE,0.043191686849582224,-0.15897009312024568,-0.26445883537289433
CCL18,-0.43357897383773,-0.29196254631671464,-0.9916584389861905
ID3,-0.32076688766100236,0.05702008591884679,-0.7817817343482993
TGFBI,-0.37572282667755086,-0.37287992367742334,-0.3602326497135809
VCAN,0.7794554594374313,0.3083811452606053,-0.1622499370005503
HMOX1,1.0020918594996309,-0.3307003050742577,0.5702780071611057
LYZ,5.02214837222224,-0.21684716740068463,0.9261233018961662
CSF1R,1.8355583540424594,1.1013088375057312,0.12046793123578602
DOK2,-0.8380581533670454,-0.47834717528461207,0.7397584894971908
ARRB2,0.5623871646394024,-0.014002726124012056,-0.2853934812583955
IL32,-0.3784659294235601,-0.16416314913775754,-0.4089451022983997
AP1S1,-0.09558173982527987,0.6163352071042739,-0.2656908527518447
LINC00328,-0.11464557234550378,-0.25447969647457075,0.3229036768696301
SSX3,1.7723011048697768,0.7281796362088312,-0.4238305647985321
ASTN1,1.6188960258815517,0.8989608391429728,-0.3889984134343811
C1GALT1,1.4972286369547256,0.5353925692701252,-0.5586110905574244
GNL2,-0.6245323924535847,0.44333132548339826,-0.2826712398394586
HDAC3,0.9698341271591517,3.198907017782512,-0.6663931779823751
KHSRP,-0.6971134414143224,-1.643550643965543,-0.39508694722246446
