,GSM246528,GSM246538,GSM246553,GSM246563,GSM246628,GSM246633,GSM246641,GSM246668,GSM246669
ARL2,0.20386941045691567,-2.4998284443803285,-2.609986816448746,0.6632841583527052,-1.067098125937728,-2.0275276836904297,-0.866644207620132,-1.1540128782778851,-0.35144652223557094
THG1L,-0.49135730052142995,-1.0307403872340517,-3.1249712123756646,-1.009213333409054,-1.9340261562318941,-3.17875531143665,-0.1790854396333773,-2.6398744842979633,-0.5099096228253152
RP4-710M16.1,-0.47619974196080805,0.04438282668301759,-0.6303655076145434,-0.2522314063113076,-1.1306427011992717,-2.5060289204731143,-0.8228626598735348,-1.2859102336743777,-0.2928051398178941
EEF1D,-0.4308314379053757,-2.086883292004548,-1.42784810661182,-0.7907905890184742,-0.38619695179242464,-0.1770268790714692,-0.04126385392122435,-0.053034011847078004,-0.3242720492288381
FXR1,-0.2615274841873431,1.2168162545994847,-0.1047194116698772,-0.9708888113984949,-0.008234901115703625,-0.008663002963756852,0.9195438774421573,0.42138313461747307,0.012707011917571145
ZNF277,0.3546771270130657,-0.6861070631839317,-4.07610782531219,-0.7242783292129059,0.04698196876086774,0.43834744320472585,0.05962053264092457,-0.6321932551991779,-0.04204123506562995
RP3-336K20__B.2,-0.6125274449499956,-4.925671429566839,-3.4437224218879687,-1.667035259128752,-2.830287389320714,-3.7096959400066294,-1.3318266518974962,-2.1699113182220584,-0.14875672672621515
IGBP1,-0.7656092716268844,-1.8757249883994855,-2.028739062954514,-1.5618590375324672,0.5034194208157134,-0.4616935870998494,-0.00847183434029127,0.35150133508011244,-0.20110675963619054
RPL12,2.3584329120032717,2.354106997125379,1.3678212753777816,1.7667335199634462,0.11474560170474385,0.870450723204022,0.404254272146567,2.069495800895828,0.002957411815695076
RP5-882O7.1,-0.3923115263861226,-3.7041611218988697,-2.96577915982515,-0.7267866715391152,-1.5687301408227903,-2.630953057658532,-1.177223984865369,-2.5029842542461407,-0.28172399589695746
RPS23,0.11565653863947686,-2.0659094700023117,1.7565763181356115,-0.7325772523358424,-0.060095414238633016,1.1655172971527528,0.48803124689808175,2.6650252963683037,-0.41315015316715525
RPL37,-0.5452122388203661,-2.3555081769961728,-2.6897888681518394,-1.1097020890540747,-1.4214189851022134,-2.967798956509871,-0.5425562988050481,1.702017154855696,-0.03731366247877665
RPL7,-0.7489199375647525,-5.174452230665668,-4.841160425993496,-2.485549806344654,-2.700338756831778,-5.103012674403954,-1.3963080627606266,-1.5036408590943149,0.18436881822642012
RPL9,-0.6065421723271138,-4.004300239334336,-3.8366303599779084,-1.4315258812812637,-2.004129549820008,-2.8568145085830916,-1.041291271836594,-2.150804886956788,0.09041920734638434
STK4,-0.10499534502590817,-0.17855590257886417,-0.3142566377617537,-0.4987578329944741,-0.43544400218240553,-0.2643947337462604,-0.35524019548116886,-0.3205439405294897,-0.46843801723531436
IFNA17,-0.3224810029699869,-0.4782857182227015,0.07484909661511524,-0.4769710868312363,-0.3945647318900095,-0.4398231962068419,-0.3968818094729192,-0.42985379444445876,-0.4447119071584553
ARPP21,-0.5597796316177592,-0.39074631625492584,-0.2794572145779749,-0.49926784573937943,-0.4389549133413928,-0.4739547570387527,-0.4721795918885409,-0.3219497722116205,-0.30978837306988494
TTI2,-0.01700363291505282,-0.24677605227684327,-0.1199661214957184,-0.12404153914694628,-0.2911366304181612,-0.15244404981678666,-0.16539796719896493,-0.48318564235334743,-0.5621646092725906
KIAA1467,0.056508576362301485,0.19075687867640034,0.4105298458958312,-0.4110966989933722,0.1132000359643949,-0.2408461416939328,-0.009279392840498852,0.5727145298394799,0.26561782418847685
CHI3L2,-0.5172502838268906,-0.6544604393442442,0.07408919458013236,-0.6251680952733834,-0.9489582652671296,-0.19540366249583024,-0.3638151190814763,-1.0956966283677474,-0.619304159325403
C3orf14,0.17811456549882826,-0.46823933161865017,0.4186842207542915,-0.4807528047469232,-0.3849627796316801,-0.19452630994829503,-0.3515747659648543,-1.031363507684904,-0.9941310353655565
SCGB1D1,-0.33418786337396517,-0.5162809508434326,-0.6871471036407535,-0.6382414367868069,-1.1971117797244426,-0.902059092760902,-0.35754654639654126,-0.2672908911139485,-0.30902934594861065
FGF1,-0.15485825706079545,-0.21016666236182432,-0.05901433362807106,-0.4249136284682695,-0.23291766477719242,-0.5387221233531875,-0.2684097369517989,-0.4646406619733737,0.02739684728066614
AMBN,-0.44225599410136307,-0.28498094528917906,0.02789301235399273,-0.4423256166318616,-0.4518953034489424,-0.17608806445302624,-0.3161446885131727,-0.4179090336006036,-0.3718191935065346
DMP1,0.6506117212645031,-0.17322623937431259,0.8097193245374933,-0.421075992564216,-0.10082240810480193,-0.04574890646220662,-0.28388528343296254,-0.21308626899260016,-0.16297868981805191
ENAH,-0.32624706499652295,-0.23625638325181197,-0.28110366026613,-0.49439835132911586,0.39104223608677185,-0.06784889610286322,-0.35364986420493816,0.471706392828623,0.12093090195204227
LOC102724905,-0.2854984091496947,-0.25789824633277614,0.4284597295558599,-0.4242145797665047,-0.8301005331212714,-0.22899193106009386,-0.4331896313085607,-0.21224744699658546,-0.4316579641554328
GNAI1,-0.25951341168457887,-0.638210440036883,0.3612334073579031,-0.3280742551379549,-0.04849423406028105,-0.4100997494336504,-0.5011427983052446,-0.14801877890122403,-0.6833207052384818
ERBB3,-0.1636568234253229,-0.37293947952364725,-0.19321457946922663,-0.39522656209070045,-0.654760061811215,0.025901534289968636,-0.36797767683873617,-0.4143780864647283,-0.44029515970933114
FZD1,-0.2814977596055536,-0.8177074367538725,0.2286320134276953,-0.44931013012528287,0.14098671613349978,-0.2710754828460107,-0.2435194606091057,-0.30027416878505975,-0.17569241009605024
SMIM2,0.0451148211542655,-0.37293947952364725,-0.10759534079179828,-0.48485907432013153,0.534387536178756,-1.1117748908864709,-0.11531388551645066,-0.3822714808689726,-0.5657012750483702
GML,-0.34666075483437236,-0.3889439109562091,0.01982052066730113,-0.5217142999637722,-0.25041180028001025,0.3402977898840319,-0.20702919811160211,-0.17799626993412598,-0.3330106747395817
GPR176,-0.30633182553830485,0.0870410522233423,-0.11469943092201584,-0.4838057582402616,-0.6463908444489744,0.4915382645557555,-0.20429369093413796,-0.4129769538151596,-0.3090424326231956
RAB17,-0.2542812203068854,-0.36225433966802995,-0.1860695800518638,-0.4794379418107633,1.8736025134147145,0.910672435561866,-0.43668561289268276,-0.42995688764837453,-0.2264687566725916
KRT9,-0.6182836403791794,-0.27216237209181765,-0.05084053137939902,-0.4427999694304704,0.6623546962021865,1.7278106405801499,-0.39561424872891876,-0.9944723450202361,-0.3609016407669958
SLC5A4,-0.36993515112426817,-0.37293947952364725,-0.4022059615729727,-0.509663059383521,0.048342315479209606,-0.6675122507450764,-0.499545069165023,-0.36900987398572777,-0.13531996351969522
FSCN3,0.7636926407884207,-0.015239318943694045,-0.04839326168669615,-0.35136794601978444,2.5877964204784467,2.8033525293859918,0.21533183643344556,-0.36793207477660655,0.7774479982171477
TFAP4,-0.3936914934527524,0.07062011307481751,-0.31302716239038475,-0.2960682903056392,-1.0198426235192142,2.0998431654635827,-0.3792534266720009,-0.5132558509155719,0.17158962498431587
GPR21,0.13296442472640072,-0.2885055997497676,-0.1608253382564295,-0.31191258184549175,2.0825250735048817,1.4588770550112946,-0.37817878070789396,-0.40522620309774227,0.48349265331725777
CLDN6,-0.7280706150156105,-0.3626060287314469,-0.13156141243926306,-0.31498941459518626,1.6168323234963513,0.718282379975438,0.06183422210477894,-0.3466619179375054,-0.22764001491963107
DCTN5,-0.5340589836734599,-0.40956166488757134,-0.20301337884799156,-0.5817608410169853,0.24665261768817776,0.1655834472959894,-0.40661296099593086,-0.4237080316701036,0.05490839489744337
TNC,0.5083875042643271,-0.39575270996961615,-0.11203978127885696,-0.3642886283654893,2.9126242635632726,-0.46459601294766606,-0.43816463411522,-0.3536067064332056,0.20091699221258502
GPR124,-0.33200886325361134,-0.32517440191025293,-0.13618316125456817,-0.5362323393002077,1.0318493505688309,0.4954181789015847,-0.43196659396869763,-0.40517231333492176,-0.2924419845351874
LMCD1,0.547512689417728,-0.35141404026047746,-0.115572341528035,-0.40195791245799156,0.4155370976008157,0.23235182114725142,-0.30351968042454197,-0.47954225346578827,-0.36402608284485777
RNASE1,-0.16933071405454678,-0.3270026693172386,-0.0913880364249104,-0.1848192126525278,1.0083960708712831,0.42171383121411726,-0.34876880708941876,-0.42513025007663285,0.05407084500090704
ENPEP,0.4017302666911721,-0.399404067011137,-0.3282329071940422,-0.6705733526266502,0.33726737924959466,0.37968966119786507,-0.4270101378625525,-0.34905182545191277,-0.47088195022539675
RAMP3,0.09758627556849372,-0.3197904513301361,-0.07239637533179559,-0.392898763470629,0.31839297997301597,1.8534938431993024,-0.5463255388561111,-0.5251044348806797,-0.17339569594602253
NFIB,0.15749862418480218,-0.3513261179717838,0.210840524756566,-0.4837677152171606,-0.46605388033313594,2.1827223704593566,-0.18529352122146295,-0.27080314556786883,0.5222327620040791
FZD4,1.8393454929850255,-0.3730998083231374,-0.42430141358902324,0.5406131540144972,0.18514886115088355,-1.2292238646475397,1.2641623298429014,0.3991834315619263,-1.2453541165870563
CD3D,2.911149378922593,-0.2403835693239908,0.952886594965384,0.5641321103418965,-0.5551848824413903,0.3822250290948618,0.38138206126527185,-0.39769569166663854,0.21475948604515918
CYR61,2.0118576796636782,-0.3102379456795369,0.5924340184355372,0.13137293932682648,0.2742958681943473,-0.5738029692171358,-0.10616494176128738,0.48591814287921,-0.1883505105044143
FABP4,8.531336828248728,-0.569168564098684,-0.26643178190292693,0.9319975649825601,-0.4128665387283221,0.05408487522044426,2.312109673400625,-0.5216742747775707,-0.10557390202169709
VCAM1,4.602006250434669,0.022329657311616926,1.3742903104149053,0.23366384738482146,-0.9142974539966483,0.6779767416757845,1.3742390682186407,0.08602383039899263,1.1252728116787698
COL15A1,5.010507256865301,-0.09826178212043941,0.25057570022085096,1.3846764807378547,-0.22480205155423413,-0.42569054686807195,2.9391636292973664,-0.12216505390281687,1.7015795400967515
SLCO2A1,11.29710632486761,0.655292041096206,0.02170468656889611,1.1148045884831572,-0.26435025307963766,-1.000816266637343,2.988429876085004,-0.07806548376090043,0.546629778479555
XCL1,2.3604931442034,0.1029008406402862,0.050236068874349546,0.6201112083544945,-1.029415392296705,-0.08615054197628318,0.24813949166412483,-0.10297973796199474,-0.21671263308461503
NR2F1,0.950497871987181,0.06056067460688242,1.062812829495993,0.5653533059042016,-0.473187447350201,-0.3554250260976928,2.645278024214146,-0.2976311993385663,0.5115670437511498
PTRF,6.401526357744426,0.21144731900934532,3.191509885272999,-0.21925957119827433,-0.9335660660017063,-0.3681119053411721,1.2767286179613953,-0.3488854691660293,0.9074425419024187
THY1,0.35669127854000465,-0.28361038994885934,-0.11354983879450986,-0.30139450773226445,-0.5068419313848281,-0.5644965363502079,1.470955114030358,-0.21090486304557793,-0.41341515808872636
CD93,2.105409492159654,0.5942933202193726,1.7998723521967053,0.8557814571920315,-0.17384585330740843,-0.4101934755810383,3.823603483791635,0.40963186072564256,-0.18856644086685742
GZMH,-1.355431237956404,0.10123805809146356,-2.065840590248588,-0.07536775181350991,-0.1434029667240496,-0.1487241239611815,0.38905600776890337,-0.13003083536388169,0.1719691401661829
CTSW,-0.8012932697487831,-0.16297807877034928,0.10664028802828644,0.06993827091153682,-0.49406923502520633,-0.3456390502065592,-0.2505659610439312,-0.4478037113343523,0.07958994601464649
LEF1,0.21134680878007156,-1.1197705939796176,-0.24759604707150762,0.37236881339660094,-0.38060246287206395,-0.6054789013871117,0.1805443067641406,-0.4990736140307458,0.10585172435640006
CD14,2.548825903291223,-0.1397768343870603,9.230872852676526,0.90391405787359,-0.38654341407271386,-0.3869247869576779,-0.46845484433555123,0.0064625543010483864,-0.21128165847535918
TYROBP,3.574992076151481,0.23260841800780385,7.740381177219078,2.8219349512505696,-0.08347337497826457,-0.9352261109348796,2.166098553434918,2.1743214246969504,3.9902251169839067
DENND5A,4.551387777614589,1.8767710607051726,3.480128903592658,0.9830705608356298,0.4671790709146349,-0.42861141856701945,1.5492178979172806,0.6025325815013893,3.936135833775023
ITGB2,0.8575375929562125,1.036905748441344,1.6848398005703629,0.3050978463541327,0.1786248807827916,-0.19424666342614236,0.5018160485599958,0.7344501127383919,1.1803291684346355
C5AR1,1.480903047370623,2.014792920709704,3.0393549934760578,-0.3477513854993219,-0.03593026935916781,-0.17222217569219817,0.3736611244114295,1.39924285770251,2.1680699191695822
DPEP2,-0.08006382963728097,-0.956077344451912,0.9856777807054062,-0.4903515316169358,-0.15596523600164847,-0.1302135975025292,-0.45845045281726,-0.07802330778826884,-0.0006250753081994547
SECTM1,1.073701651152902,-0.030907703499018925,5.997896920034984,1.5161592853475312,-0.3579099533614924,0.7570776338612102,-0.43461300420880805,0.4703824633086008,1.3413629505441251
NDN,0.30118033063429756,-0.3375662779899978,0.8822985999994296,0.4415039308465798,-0.34822495190068836,-0.3065258039732862,0.21765315278704667,-0.08392091313140096,-0.4025761293427839
MAGEA4,0.06565547510096649,-0.7066807182818616,-0.8779950294624934,-0.30521677862508173,-0.37209417324343963,-0.1619720335318202,0.006892812590091513,-0.39769569166663854,0.3608828001936927
CT55,-0.19549729295219254,-0.4583843025438291,-1.1334426910797766,0.07668213701481434,-0.781316308945123,-0.055654955223985426,-0.5823855234644675,-0.39449041937606294,0.280274975741614
NUP205,-0.5540564016654572,-0.6168221839470874,0.8632423676739259,-0.4561840708681917,-0.3496842486387907,-1.3180028179128218,-0.36905232383733544,-0.13935167297958168,-0.5359815008338679
SMC5,-0.6215218429935461,0.038934182619029326,-0.9449121856881033,-0.46919483878506835,-0.37554123661704686,-1.3840996070872142,-0.555033863261712,-0.3857883810909679,0.05677652381323007
BAI3,-0.900129384600837,1.0369936734766483,-0.08954284299245126,-0.44508851299354735,-0.25222236299522066,3.3832139053923997,-0.2707371299950525,1.7246532980498128,0.0554972971759225
NKRF,0.02823037974522914,0.47088417527584747,0.7361347090322605,-0.03288198667974965,-0.8043896912870675,1.9465295384974979,-0.24299140572723416,0.6818806652752637,2.023962916048618
CIC,0.20528241855209087,1.121833657165782,2.0135197900480373,-0.4868658429593724,0.2544779207826167,3.8188137453021644,-0.4785111650674148,1.703174856766736,4.011936743145958
ZNF264,0.3049410450012239,1.0167579894243508,1.528559444575774,-0.13921581403691988,-0.5442419142766303,1.7576803662388891,-0.29771110812722923,0.9935661704347383,2.7473985571078026
ZBTB40,-0.37466149873123666,2.428535226095705,0.9053589865435306,-0.13455998085448262,-0.14609647917033994,0.8627859462778339,-0.2796052100714884,0.1406310444789527,1.020368737163503
BRD8,-0.3715735207202084,2.1481136885570766,0.3954642269270666,0.3658623630405638,-0.3020622385356971,2.5921345547792334,-0.3552871881586294,0.06506907931344427,1.916277028915798
VPS33B,-0.1469503557835641,0.7149719798001752,-1.3595967623336478,0.4458380609624123,-0.28905464887352994,-0.4900202526306118,-0.41933430418288603,-0.12196354735592958,0.23074166319099573
SLC22A5,0.00947479770749885,1.1103826937221681,0.8104636470383181,1.445085243880778,-1.3062005765067468,2.1267154572110063,-0.1679133569374745,-1.0983300158201619,1.2472291561844964
FYCO1,-0.959640033245214,1.4448668641475282,1.5127687285883993,5.919509926668809,-0.9950836700988154,0.9685488910613962,0.03708050083773585,-0.09702356620891578,2.6538655876163166
TCIRG1,0.368123746798771,0.09310516436547626,0.33111388583624174,1.5095954706858334,-0.17035882342583894,1.0062016082020833,-0.19459821676813308,0.3596838282072817,1.1544728311554662
CUX1,-0.10226834790520377,0.19723476205927284,-0.018476551276406142,-0.3050360679030962,-0.5161755717063296,0.7776777189307529,-0.1665394150267513,-0.2500693454481347,0.3511724301258884
YEATS2,-0.25022558355424757,1.7033101217584983,0.5543645909278642,1.6690156728818983,-0.5622545397441763,2.6379218545950787,-0.6618839999775522,0.7439100180821037,0.7390905903488049
MAPKBP1,-0.2293847621609934,1.0017512638270512,0.07368001656845706,-0.2631062511837678,-0.33134723183795317,1.731383570699368,0.327381380554249,-0.25287868533113217,0.20006635450415924
CACTIN,-0.43124011242743926,-0.37775451507327973,0.010343186746479271,0.2966105623725495,-0.41126036177225367,0.17940021506221462,-0.18405932521191906,-0.03259499424521221,-0.18452919728624373
POLM,-0.5415635162270384,-0.1632237450176692,-0.4331960974395279,0.1426635875121369,-0.6238743992178374,-0.15501158166040763,-0.47734625481844717,-0.19437911598328594,-1.1668543252536896
NUP188,0.2134122574248999,-0.2635640734768684,-0.1551748042421083,0.2912290276569786,-0.41126036177225367,-0.12706371699327584,-0.22492127733810666,-0.333404950018518,0.3096907069149796
APBA3,0.027918825050913736,-0.26797571202255377,0.4284227084900423,0.3410054689503039,-0.4302486822350075,-0.19592300599827328,-0.29768142838017647,-0.04570474379215054,-0.7614315073837172
RPAP1,-0.3262287386628189,0.5602278933088904,-0.3455585670882119,0.2893028058339358,-0.0506736472710848,-0.11896314277271398,-0.19192701314406188,-0.5859310065046288,0.056583494727985635
KIAA0020,-0.29117958631037644,0.6242625388356755,0.08333272148380345,-0.03220785192776617,0.18298537735739215,-0.059986448371576045,-0.19965371511960345,0.5592899915805422,0.04326121733498366
CHKA,-0.5732236243488661,-0.2788677508788953,0.545050853640884,-0.053287896269632415,0.5240951606882593,0.5000279796181141,-0.15272949573307565,0.22784386973620127,0.34920941737397576
TIMM44,-0.26911095049161066,-1.2237988375383635,-0.2900120023424099,0.2533170739407282,0.38952857292157805,0.06825646893352219,-0.28082826501602154,-0.13841677789340354,0.16144740914421
C19orf60,-0.1324100698914128,-0.6656782106906719,0.4260981753345918,-0.27689623906431876,0.0025999330639298146,0.4398594511036447,-0.5012244160385734,-0.2857425143306658,-0.09078593184351064
UBXN1,-0.6194308474882847,0.12263184248364982,-0.5439323769104506,0.005677000600197281,0.6138335672276033,-0.3241003512937399,-0.02725466444501724,0.019806685364005698,-0.6962175794366514
ZNF443,-0.4739346285713385,-0.3530949074773438,-0.4158373365467034,-0.5196136270605873,-0.1494733479051353,-0.1681442457167418,-0.44188197249295214,-0.39314317377174535,-0.3322483760829212
KAT5,-0.42169948398741247,-0.34156674309999663,-0.010971067307060177,-0.1312476311549202,-0.4045993555284995,0.00894576972097387,-0.5008212738889621,-0.04205650958055343,-0.38728436165506924
IFT74,-0.3559466933022286,0.13844251003701108,-0.13878240765463024,0.10056039364025347,-0.010538859007078053,0.21364103078861166,-0.1919072264482007,0.08491083513755074,-0.2844852848517548
P2RY6,-0.8275797456730968,-0.39910409717483664,-0.5846237682260681,-0.3172482937072461,-0.5979635974863884,-0.6753267050282673,-0.27467465245425815,-0.3279550143305727,-0.30825396047358966
IFITM3,-0.17550491635094367,-0.3944726661854818,0.17291939813714982,-0.4008879350709677,0.0568125524838854,-0.12277680522970721,-0.4636097026268142,-0.5667044046580167,-0.484629481333161
IFITM2,-0.542948968005401,-0.27286057973348055,-0.9028843848868896,-0.8408816505571847,-0.17749254477022128,-0.6400909466993852,0.4403522472218269,-0.6320151887143566,-0.053479015355632556
RP4-781L3.1,0.7283405621057968,-0.1143232037981931,1.454383640763498,0.28993417846172487,0.5697961772771183,-0.21294916444799963,-0.43056300696073196,0.030610875437033575,-0.014660571555865613
IFITM1,-0.4141765679256981,-0.46777903378886293,-0.4821295024265134,0.18845184643464358,-0.6559431194058107,-0.6213844435271277,0.05306727253239767,-1.0387506268782356,-0.3503668720001478
EHD4,-0.646410349124212,-0.40122974541012413,-0.26536597602866735,-0.3642886283654893,-0.038856912571268276,-0.2195008722817432,-0.34240871332398404,-0.256248017688395,-0.278609366486495
TDRD7,-0.11535719665749965,0.022521019189128643,0.64160592440626,0.40314495982801296,-0.38039969453582256,-0.8634268705521362,0.1489785161569254,-0.2421708552223412,-0.40360997576772556
IFI35,-0.18873665070778667,-0.5488999859462916,1.3830001266238925,2.063505925986759,-0.15077459970178309,-0.13197599373104776,0.22790429965163045,0.5358621181872573,-0.19908486642007417
PDLIM2,-0.287591281752648,-0.2886788586195334,0.2762000589922812,2.3978582038086897,0.7107354853264176,0.7247070148580291,0.9383729126728901,-0.011328811755955515,-0.44542185838269593
PEX16,-0.7542069416595866,-0.4042268575291881,1.9005854270086324,-0.64550148377055,-0.0699466701586391,-0.09384088258834018,-0.6807522333437385,-1.2590051696736426,-0.3235391955582768
ESRRA,-0.011023631345876138,-0.29556007968077996,0.34632757439600287,0.7800778244928193,-0.03246076735285083,-0.1649559612191619,-0.062212059134369176,-0.29549198685788397,-0.2960931672706581
NOP14,0.12190233015664104,3.9950896208429834,1.9189677667165468,0.3555890373496611,1.5306530394289908,1.8355260737885113,-0.37419925075398563,-0.058687948014659284,-0.31048851014679907
GID8,-1.0397959794449967,-2.362440794300738,-4.026711394072482,-1.5472726163727017,-1.6893678753286674,-2.4440948793045836,-1.0185705238114884,-2.7445068612051404,-0.09638376768650497
ZNF16,-0.4035986637733401,0.906096760709516,-1.5014614357173492,1.0793790665961551,-0.8186979787104292,-1.5493608679760766,1.0186391008583007,4.007212786289198,-0.17404021545344323
POLR1E,0.21501586680893378,0.05551802636370866,0.4045110021542713,2.7950591466507135,0.9525430009940338,-0.7020058254137461,1.0628798854586743,1.3730102547517518,-0.37604945870404255
AC004692.5,0.34148709831693685,-4.940989013540951,-5.560608166390192,-2.063893059002758,-1.1820838636239606,-2.2470807783720947,-0.1839566816474148,-1.885707592595682,0.3237393304459744
EEF2,-0.4764819648028341,-6.729015583197796,-8.703162102926782,-0.4056540881536515,-2.0768411064217713,-4.901628622336878,-1.91903603903859,-2.337580637121372,-0.14465404825845926
RPL24,-0.007266657080438703,-0.5905102963113289,-3.1090568951025497,0.8134380841652201,-0.20957827855983413,-1.066532081556837,0.2997714376074918,0.7177142802884288,0.13457381335317276
RP3-334F4.1,0.45772357665187463,-1.82866876178637,-1.0459015513325676,1.5770893497137504,0.3616120557371893,-1.477849207786884,-0.0812804672787659,0.34159424752595113,-0.024017568056322446
RP1-130G2.1,-0.5640312772324909,-0.8868678783043226,-1.9473073537167986,-0.9731355112787523,-1.4292752582892692,-1.2038287087796378,-0.9789853095591268,-2.056963575350496,-0.16258608907326283
PABPC3,-0.39907208099442826,-5.416965304036474,-1.7962705014568414,1.0744319523965467,-2.8648060592023876,-1.3843408188147723,-0.4909405763184911,-1.9199833871856846,-0.3738149103060784
PABPC1,0.15137744137166068,-0.6853002529780202,0.28428037550892105,-0.2316871949695744,-1.3866045130815734,-0.014271376750021235,1.1453720653958672,0.767703933905315,-0.055792090322813466
HLA-F-AS1,-1.5517489907375563,-3.9782670339059414,-3.1742475103742054,-3.256061383814959,-1.0542860400886758,-3.4225341512639464,-0.871593038312179,-1.4335447465297586,0.0270729511114931
RPLP0,-0.7414301647740319,-2.651154510377127,-2.2830171885107355,0.5665233708670094,-1.9550956857228716,-1.763870471068717,-1.0415991775803513,-0.9789857946248512,-0.28172399589695746
RPL23A,-0.22351846546263776,1.7455923753619698,-1.7814508760487737,0.8370962468135807,-1.5334530688057901,-0.9287485083615383,0.8566677083474605,-0.7616725273334579,0.36331693623175165
CGGBP1,-0.3417822903795793,-0.27218564568023046,0.02849508817972286,-0.5360896794367158,-0.45951743495412534,-0.3255246906567571,-0.4873469185725383,-0.8461214544993156,-0.6545333847887317
BC069776,-0.6531854551041534,-0.30073198509327664,-0.4548823644072372,-0.42056478310111733,-0.5541455084008786,-0.3224977772664818,-0.3348144373062441,-0.47957505568672487,-0.4158034739922175
PRL,-0.14190689035242823,-0.3052599877984443,-0.17156135143157222,-0.35264123150713067,-0.12719238535371924,0.04822909049191501,-0.41794555520510773,-0.6513634999636974,0.1352804965845239
CTB-176F20.3,0.11952533701814368,-0.06812752927698384,-0.01890716182101487,-0.18182076938314537,-0.09619855604212847,-0.013318721647315486,-0.510889930181028,-0.15602981174349245,-0.36231827264163186
HS3ST3B1,0.11439565146301024,-0.040535262366677954,-0.6257243085088825,-0.25352136124969915,0.712530208324039,-0.198737908910689,-0.21085049763909314,-0.12299451103978978,-0.588157955292369
LOC100287387,0.2752090670536322,0.5500080117326532,-0.1858903218110361,-0.39890847631734344,1.2080504270331198,-0.12108816111325643,0.06872510645387112,-0.6489385199166511,0.1765364092799413
C1orf95,-0.3453870762428547,-0.02543062235915892,0.1002473658358536,-0.4560116874794378,-0.18336812267759794,-0.12261086023397591,-0.40415204030828206,-1.0314150511930844,-0.40346275080331706
TYRP1,-0.18857537756199974,-0.31534520058565557,-0.1858903218110361,-0.43632308834013617,-0.20360212475252165,0.08248493032886328,-0.5109282657492882,-0.32503791511132957,-0.4405405345767254
AC005838.2,-0.754472666250679,-0.4475466125647923,-0.07359467974877953,-0.47588685910919387,0.5326072069424522,-0.2600279681367703,-0.28103231360609027,-0.04446523469347665,-0.6313471378296841
DSCAM,-0.5751771806762942,-0.4150697299838206,-1.078681999108948,-0.5155466172292121,-1.6828384007714807,-0.3885565465736761,-0.6017559665274502,-0.6247144599623305,-0.6563622419567398
RGN,0.6892680762588126,-0.04696139164432443,0.052375484656974516,-0.29778147826182366,1.0189410998726596,0.15296521077247988,-0.4153832324781961,-0.06008678710370629,0.27930328506767993
GABRR1,-0.0855856395640437,-0.4320568053056739,-0.20860545506451114,-0.2878649534210559,-0.11061455926332568,-0.3413598921860699,-0.41933430418288603,-0.3311087607959792,-0.17303254028121368
CRHR2,-0.4819999701243141,-0.38979468765059866,-0.21571537980733455,-0.5265469142959862,-0.9580824577579402,-0.4643578573281237,-0.3123667099073219,-0.5086330952510003,-0.5349509272740689
NIPSNAP3B,-0.2798135646560298,0.10363525785547292,0.042344781814041076,-0.48006089680640296,0.47688062407964027,-0.2378176723096655,-0.36638734747868196,-0.20643426805392537,-0.3485118365471915
C14orf132,0.6582451158947333,0.28143440179282136,0.06101693246782029,-0.41163168663736416,1.489747251735086,-0.34398423773579,-0.4215441830840427,-0.4109244581324138,-0.09088735377199604
EPHB1,-0.10126221781543435,-0.04693811793911855,-0.20755328744781062,-0.47784132207478863,-0.24261711750157505,0.39786595490918286,-0.39550295070364044,-0.09194839897205524,-0.3600869956312219
GFAP,-0.033354701297829824,-0.23055952113489941,0.26018556430417383,-0.3490472605381338,2.371133835517886,0.8152484479748113,-0.4396980672657593,-0.33243961339393124,-0.345344862298981
ERG,0.33861157456899255,-0.389370592281187,-0.12004016301839486,-0.40742311564640277,3.456360835430587,-0.06751546819079114,-0.039515179618726005,-0.9425044479368181,-0.19835528357502322
MXD1,-0.4630910351602598,-0.1927347171986167,0.19366865438912184,-0.45599742126742826,-0.2435782809918727,-0.33372347387148593,-0.26622084929034273,-0.45635339937747144,-0.16347598409083477
IL13RA2,-0.30056818522156264,-0.37861046388968556,-0.12899918654398856,-0.4868658429593724,-0.2774616461058898,0.4617682191953368,-0.5675806639860251,-0.4320492108844874,-0.4950006543535333
CPA4,-0.36407807008165455,-0.3855692494370459,-0.3994177254712046,-0.4777438367147317,1.768123639307052,0.3498307471435421,-0.40428930775486277,-0.40737242124671685,-0.42947249188053793
DAGLA,-0.24068851043591444,-0.3250244167414682,-0.27372485544501834,-0.48081343585039427,2.181467065479459,-0.24315705850340866,0.08620709734984394,-0.4751654990165038,-0.3886715482051738
CSRNP3,-0.17115236971877382,-0.3838314926264173,-0.23315602786743359,-0.4868658429593724,0.9545293665850869,2.00446587546118,-0.17567222987287662,-0.4523351171952227,-0.3591382121248626
SEMA7A,0.04288628644790243,-0.321554070180359,-0.09694699812604188,-0.5530043559618177,1.061370393280027,0.9627234323506307,-0.46618932658818674,-0.38454188494957514,-0.016774074991965558
PRSS50,-0.39774709315872475,-0.4105236368831087,-0.266634421407175,-0.4716616975438374,1.0842201839865857,0.6294626236247043,-0.44167916364372467,-0.4237408340740081,0.2794766844123056
