,GSM246528,GSM246538,GSM246553,GSM246563,GSM246628,GSM246633,GSM246641,GSM246668,GSM246669
HLA-E,-0.337215371882373,-0.3470049959845238,0.7073321947220477,-0.635800812795877,-0.9128573760118329,0.36831738978013295,-0.2105363843930472,-0.6783826582428356,0.0003596996683821976
HCP5,-0.8211510717106664,-0.7433078001086099,-1.0450910027153926,-0.7765443188348204,-0.7796303475681431,-1.9027591296260846,-1.2770170819658009,-1.1411693221162502,-0.41774357163085774
HLA-C,-0.11185315420627469,-0.8486841907297089,0.20432094202789466,-0.09896696995629359,-0.7180239628084817,-0.5692688304676174,0.22945390686574452,-0.20847977639172596,-0.39859124009652325
HLA-A,-0.8201596482723811,-0.5213002600858195,-3.1809908260210333,0.3789156996843223,-2.1567679770386676,-1.5105584736828845,0.8594443045722,-1.079155940483086,-0.4393725501983339
HCG26,-0.465321330378297,0.6929107191664803,-1.3250277971802535,-0.4868658429593724,-0.3653932328328094,0.7076304928348848,-0.3789751811769687,-0.9756026479046116,-0.03861906145428163
HLA-B,-0.44658464155071914,-2.805352891646567,-1.4213851872153827,-1.5929239812009992,-2.581888955195873,-1.7281690445240245,-0.0337349062306129,0.3451418647900353,-0.21280625742469805
NACAP1,-0.49651977359344657,-2.5049263969369067,-2.361434320813368,-0.7451165534992112,-0.8587361976910517,-2.094954414228081,-0.5313425543890482,-1.1363828558023374,-0.2692262178315266
RPL37A,-0.5731723114220184,-4.506313022273365,-2.0530045007075723,-1.6574910547466748,-1.6966859917608021,-1.593061051771481,-1.3028038916329847,-1.8975826658668644,-0.34886190497068165
RPL27A,-0.17118719009716063,-4.153317291996753,-1.4143650180776866,-0.34366640476762184,-0.7146025308046043,0.5261179455274464,-0.5725852825963924,0.5987411732326702,-0.1600210974731874
RPS11,-0.08982825026122458,2.744978139852868,0.46665378797188534,-0.20729796943336912,1.6235374327933472,0.8687942213167518,0.21923862327715615,2.9113612691336668,-0.4320669222812574
HIST3H3,0.4561510987983875,1.1530600461379623,-0.37879529613064644,-0.10083597483324652,0.766448651091253,0.6153472800420401,0.6013377538352007,-0.31575473911487073,-0.3103870884212536
RPLP1,1.1751032909295285,1.39695506259409,-1.4934787549705082,0.828649693348152,0.39790321986032134,-1.2884073394088682,0.8631373641969878,0.6320812451894613,-0.2028047572808811
HUWE1,0.8054613095179038,-1.0937434542210491,-2.237015493569279,-0.08327538658365347,0.0810146271317326,-0.36969296282722564,0.7509597069832662,-0.10867347869436676,-0.2553935969383366
EEF1A1,-0.17113404320376993,-2.4137527303981607,0.3856302687011589,0.03344165032208599,-0.2956598300490463,0.3116666914101103,-0.2532173632904297,-0.763802268489286,-0.21576384840156917
RPL41,-0.4143781564683857,-3.8832035568794496,-1.7634514370255232,-0.9829567876404252,-1.5530688371123595,-1.2942579173985274,-0.30636275095802623,-2.0449012790021066,-0.23913339468311634
FGF22,-0.5744881214340324,-1.2731894765319915,-0.14554941082757594,-0.867941340768147,-1.4356356273364759,-1.1801711772237449,-0.7916039707854259,-0.7305182752318439,-0.3502196469664279
IKZF3,-0.4051380681520218,-0.22968805372723566,-0.7108070619758079,-0.5517418202043465,-0.16109519851194243,-0.4102641543142538,-0.6832971792719498,-0.43957501044008046,-0.6267668147039482
FOLR1,-0.41773368897341223,-0.4332696134275926,-0.21854454119314753,-0.45985405236670873,-0.5052501347506778,-0.4459568657798975,-0.3023708274407038,-0.39538077289268075,-0.8282517794037674
CENPJ,-0.3067588296486275,-0.3679770443734043,-1.0403621528550002,-0.5306733569879584,-0.6235582778409507,-0.7071898407984993,-0.7736015554548967,-0.9778729175410092,-0.48213974535873105
NRXN1,-0.4560336239594083,-0.37293947952364725,-0.13600390287471237,-0.45359594172975437,0.0011693384902438984,-0.4461105147770066,-0.3165441277515669,-0.49295366685717085,-0.27876967829859645
AKT2,-0.41254736589917873,-0.7169365111109409,-0.5448111272844521,-0.5450130461765014,-0.22422726861431888,-0.43962652539598757,-0.2297504516820969,-0.7761847479615787,-0.5081036649292735
MAGEA10,-0.38304210305569947,-0.47357154533958773,-0.17902005436739704,-0.4610809454923552,-0.01514358032831902,-0.23153486373271223,-0.33739038270557165,-0.30488296223989086,-0.2839029277138167
CUBN,-0.0990208749365126,-0.21950972702254734,-0.5047938754140333,-0.5485521922141382,-0.0601752461630478,-0.2961774299700018,-0.43709865061095243,-0.43608155935321724,-0.2679960699748522
CPA3,-0.28720826042214,-0.5374158333859064,-0.11294971271903581,-0.533632362658768,-0.3360284821688787,-0.5914355454492672,-0.4596537009008548,-0.16966893774403444,-0.35919710213607753
TPTE,-0.12268599420772926,-0.004667875641239644,0.09250415639677105,-0.408724919757369,1.049771464524788,-0.39767565144351935,-0.3249892341435244,-0.2856558210683582,-0.20416577269699226
ZFPM2,-0.5996296011067115,-0.5687082673188414,-0.3845451823851756,-0.7477152330090118,-0.6477878431250088,-0.9442803067214773,-0.5337626367606375,-1.1816281082796045,-0.7066901542225313
AFF4,0.10867401058811228,-0.18813688213949809,-0.5617041755731966,-0.5390474931170951,-0.5146508327475064,-0.4565955183421761,-0.4673913371565244,-0.5880959298730738,-0.8047743910865225
KCNC3,0.2285613327183937,-0.37293947952364725,-0.19461552142526506,-0.5137062971813762,-0.8951485553856258,-0.4587727227455673,-0.5853187925253102,-0.17299612251263957,-0.4946342280649116
KCNJ16,-0.2052103276763395,-0.22125524814423414,-0.09628841804171001,-0.4746694803357743,1.4559250586459092,0.16096761752995206,-0.07468153311458635,-0.20351244730602058,0.1177115677418041
ATXN8OS,-0.25392568780271424,-0.5100152177757881,-0.07522749122672676,-0.6039239920854739,-1.7799117295711804,-0.4412075742870148,-0.3958727074674779,-0.08475974587235151,-0.6429255394565644
CXCL11,-0.255851794226122,-0.23668565199232755,-0.1071764215922674,-0.3659364053241926,-0.663922768343552,-0.6661417246622643,-0.3754383711803886,-0.6174535566099707,-0.6713693387512629
GPR17,-0.3507823413855817,-0.32572779545527986,-0.2649879753996499,-0.4777236263347406,-0.7063147747937945,-0.33620338968695423,-0.398083827910671,-0.4406246856472867,-0.18990128308900026
CBL,-0.17156471629502434,-0.35392499724054993,-0.06596255189696038,-0.4967962450338817,-0.3639020057194707,-0.0126533995701393,-0.6716841581591871,0.36092104424534976,-0.5507105224695584
AKAP5,0.004072079969075971,-0.24175412602571617,-0.14545198781082214,-0.4868658429593724,0.8979675596345462,-0.6354769344660055,-0.506141265175808,-0.47140027028880277,0.2695667485274724
AGT,-0.681933350004007,-0.34760493634569,-0.40774346445072984,-0.42966311498579857,-1.4895182434695935,-1.506212094476444,-0.7185862911064888,-0.1671173143145265,-0.347111562831353
CD2,-0.35970175152689116,-0.4116123201933561,-0.42366037279910007,-0.481346038454925,-0.2486698918324866,-0.6785071835198985,-0.39946144969894953,-0.3784991881148169,-0.39129542455769933
LTBP2,0.023053074472580277,-0.1560916652241189,-0.24118367352799874,-0.36941861043880236,-1.1596481264264011,0.6748727670282457,-0.05462747553534357,-0.43439458053017155,-0.49858312553159434
CX3CL1,-0.5847048876525929,-0.2681696586053412,0.05156102580920871,-0.5401828270927083,0.45255330595428134,-1.4544825433672017,-0.11794182477720265,-0.42053557010554293,-0.5768968991439312
PAQR3,-0.5525023510340036,-0.09951080286684189,-0.0804376795198157,-0.44219008725741676,0.30339055752212535,0.314916555352391,-0.3599617219088841,-0.3764677727380329,-0.7092289601489129
AMOTL2,-0.15248313811704173,-0.3902653300632783,-0.18609491002060277,-0.5323864657435267,-1.0591330810826574,0.05409563105961572,-0.46570085517505194,-0.4309925057001308,-0.6454545317742143
COL5A1,-0.2351612571087932,-0.20862025954914779,-0.24096934319671354,-0.49149400954294503,-1.0103911841191136,0.04948291351029072,-0.46733568852277974,-0.4227356746510903,-0.32301245697663694
KLRD1,0.15526640813572354,-0.4320981804239321,-0.08802109416111022,-0.686783813184497,1.2578255508448073,0.1514255777729661,-0.09649658465499257,-0.3690309613607732,-0.362023822601344
FBLN5,-0.18872748746095402,-0.4161377256343617,-0.23457840202101318,-0.39771128977595344,-0.3362328477730529,-0.24762677610764072,-0.6404781970663423,-0.383400825378011,-0.29740837819788835
MRC1,0.34529730555102817,-0.32130840480639855,-0.2909784365546749,-0.40435109439138855,-1.286576471408938,0.4701411336756538,-0.7775586764390621,-0.4463065193883604,-0.8410472157029024
APLNR,0.035890962004042716,-0.3846615818341826,-0.20074342448785923,-0.526932096642965,-0.46492509040990765,0.18401605129319304,-0.29607995854985647,-0.3956642801818372,-0.34736020956849717
ACTA2,0.40152133680782137,-0.3106568698982993,0.0916390369081037,-0.259612084151356,-0.47259191917642174,0.7999896481510832,-0.24943441557454962,-0.39438498277071665,-0.10607119656540362
TNFAIP1,0.8945541228199155,-0.3576513502715701,-0.05138025564261683,-0.5960290567569972,1.3493779529691843,1.3588420609024885,0.007126547330364962,-0.28732408044893915,-1.110019316635319
TM4SF1,0.7750759207570522,-0.5592876980556938,-0.07311730644959608,0.19674989790059796,-0.7228966680332198,0.7184206763137081,-0.2644054325199453,-0.4286283910356275,-0.14481436026163622
GJA1,-0.6497181845734066,-0.2570086777930333,0.332649283594577,0.0002137363067056372,0.08425104714498592,3.103580353359956,-0.013166308304317441,-0.31590000846693833,0.20071414783479177
NR2F2,2.3658105241112364,-0.31513315254479624,-0.22368067690244106,-0.08560570510825705,0.2970533322939479,0.07262795462186265,0.012056001832515864,-0.3299231771736783,-0.5341199250882732
HSPG2,-0.6591597143898121,-0.30594785108990596,-0.1598413659887365,-0.44939097209866424,0.009008870858300372,0.2602866796424856,0.024474873558483018,-0.4203059532092791,-0.5346891943034845
KDR,2.090493219509679,-0.29516442890239875,-1.1647403402214653,-0.3682951269737069,-0.15428718061903643,-0.700584599737408,-0.23294104453335787,0.08484522699978521,-0.5342082599668687
