,CR,PR,MR,PD
C1QA,0.002829046520899566,1.4722357423669172,2.317682928259254,-0.23019626214662695
IGFBP7,-0.0691352959611889,0.799143884859962,1.600930370925863,-0.37390583360462676
HEG1,-0.2923600013396788,-0.08386267141067973,0.6362666214537085,-0.31957529956575254
POSTN,-0.42331040921291274,0.5174941988717064,2.0202815647163814,-0.15700904894540194
CCL19,-0.1391157967791922,0.10635910138497685,0.6618710974487859,-0.3197635797048817
NKG7,-0.3241763480956157,0.8720636341266008,1.6846847036102124,-0.3588202668430805
SPARC,-0.3760320343592504,0.1623827799038926,0.4512973795163167,-0.14286332751093947
TNFRSF1A,0.3565386546871496,1.534449228137996,2.1778155715981646,-0.3891603164000062
MS4A6A,-0.4045587225685663,-0.26439103129278885,0.1472559549857127,-0.23192838338660102
HLA-DQB1,-0.38513008260056164,0.4146507958665419,0.829956596933513,-0.27572855363349547
HLA-DPA1,0.014764457873169065,0.5569679023973909,1.6890799021710656,-0.2074372727218229
HLA-DMA,-0.3551530972398489,0.0524904389064883,0.4641250447051296,-0.23449963505722504
MYT1L,-0.15005846183201485,-0.1624458125001663,-0.20708990736563257,-0.23223001969488843
TENM1,-0.13351420890515006,-0.22611709783178224,-0.24138090622777517,-0.27701789238655594
MAGEB2,-0.07719161191944868,0.3506316609110667,0.49779240497753424,0.006139596009531392
SSX1,-0.24803573021372158,-0.20426435810611202,-0.2552555710477845,-0.05685423862150329
GABRG2,-0.27817576953517836,-0.11838379409141854,-0.11455847882453288,-0.0433098533074114
MAGEC1,-0.0050498200166522,-0.1610259546658231,-0.28537234646992277,-0.16986699272398412
ZKSCAN7,-0.3914717375628361,-0.3619881472621076,-0.19587880287458403,-0.22562057293183876
TRIM14,-0.21166053242533792,-0.33648602886863566,-0.3307330289151271,-0.11900123782599342
ATG13,-0.279645511179457,-0.18284208153080528,-0.16243384990013027,-0.2551700255367239
ZNHIT2,-0.23450351903883035,-0.17504369410866774,-0.2748402137691814,-0.1179027076728426
GGTLC1,-0.3585921005066733,-0.2700646094515925,-0.23250457786064002,-0.19261702270198702
APOL3,-0.21770917106923318,-0.4058077480107718,-0.5309204171417775,-0.1388535569830608
APC,-0.35653742953981427,-0.15910057432326574,-0.26886416822030174,-0.15556875239411172
KIT,-0.2928133047705738,-0.28082853457053,-0.20181749375093952,-0.24834759617151694
AAMDC,-0.28990066374481516,-0.27364987284505166,-0.24929002873978723,-0.17760526532915713
DUS1L,-0.24501274505503948,-0.10578132452780478,-0.2037404048963697,-0.274704708910972
FKBP15,-0.24525350334718554,-0.1865509483577238,-0.32353716119875975,-0.2811748951269967
CSNK1G2,-0.34257775724261913,-0.24070594579093502,-0.36677584633949295,-0.2273460931092009
NAA40,-0.32480658875727925,-0.1321279640251703,-0.2255183185683185,-0.20447208095001404
GATAD2A,-0.323711823254354,-0.33709589311213006,-0.2876054666051979,-0.20051005426852583
POLR1C,-0.1604926514812087,-0.09272154575422326,-0.2536993825754025,-0.3375675122697856
UBAP2,-0.312350985667976,-0.2754141951479554,-0.3514934880523408,-0.27627398839349543
SF3A2,-0.2998654601693656,-0.25648936869235794,-0.2787670268542951,-0.24894762923648261
DDX39A,-0.30665716779571744,-0.23881359295250185,-0.13836161204053368,-0.2969417175136014
ANKRD17,-0.27559273349943725,-0.2726429752312418,-0.3398190549370989,-0.26439576225851147
CHERP,-0.21749951050444283,-0.2273138119472083,-0.27013353811916346,-0.34815593820647
EXOSC2,-0.19900258711473703,-0.21366709916170643,-0.20895786661198368,-0.3254031596295054
SART1,-0.2591506661406886,-0.24802314623323754,-0.292702291166304,-0.24159934703854813
TMEM222,-0.29229265971935753,-0.31774857877290835,-0.31790201343641655,-0.20244031841455462
DDX58,-0.2799591946864377,-0.24103834413878988,-0.2507598803814062,-0.3246997078231725
SP100,-0.38465363468149394,-0.39426374676897025,-0.4756684141580005,-0.3374979129268602
RBCK1,-0.2687993415622279,-0.2484190199044733,-0.2821582227822817,-0.17436905130272612
IRF9,-0.7318565376558954,-0.5280791290486893,-0.525374528248546,0.004139887073051535
SP110,-0.3313270401867349,-0.3203970562533912,-0.38289028164608335,0.07307201004878655
HERC6,-0.5807607144955834,-0.4719849144431487,-0.49838128682949595,-0.025301396772981863
USP18,-0.4133774497534215,-0.3027101313826,-0.2910175070101319,0.04882340611988274
EIF2AK2,-0.45168112894436185,-0.30125212087574854,-0.3373254321728998,0.08255890996924937
IFI44L,-0.2374959130353985,-0.26300639051823643,-0.13383959948611235,-0.34579021786346226
OAS1,-0.8199469094048387,-0.5786751794475636,-0.5079302724954805,0.32132423464968807
STAT2,-0.4619992435319878,0.13818263237262832,0.0030575108721930967,-0.07140296281332449
PSMB9,0.1717800760796632,0.5806075942450375,0.7169538753209499,-0.6184590253505724
HLA-G,-0.0026041896344231007,0.39926418466937375,0.6179461536825595,0.15139391081657425
HLA-F,1.1016187464161487,1.7257362171045214,2.1759601662989727,-1.191491504998858
HLA-J,-0.8903099604613208,-0.5036766249790519,-0.5826313869647822,1.1943833295436734
C19orf24,-0.17956789586703226,0.06539060700927268,0.13607911188881866,0.5568447848494981
TMA7,-0.6076087725571674,-0.5468799413169187,-0.09865925776778596,1.4117435503195896
RPLP2,-1.8001973778188942,-0.8605020334472404,-0.874470600469652,2.301405781180208
ATP5E,0.03419066952368858,0.10673081710728512,0.30874715360421634,1.6738925375400606
MAML3,1.9480500427541214,1.2168962528676872,1.5423525546634402,-0.1673637234456558
FGFR4,-1.2260317761803765,-1.6237498756875268,-0.8585227806129578,3.917847156966349
RPS24,0.4522739725298071,1.320773903465857,1.6370768898403165,-0.35565753940886824
RPS4X,-1.3327157306309951,-1.5523120530558459,-1.3849209625509253,3.6043287911755892
OR10J1,-0.2879608406696527,-0.7005801658017355,-0.916614239777461,3.847281469552918
RPL32,-0.047558627621661964,0.16068322264954638,0.33381780724795634,1.6328985853661815
RPL23AP32,-0.01702633618996498,-0.3468551511358703,0.3581714402623808,2.7361638650508406
RPL27,-0.38721540099023183,-0.8211767878926083,-0.6782038300671241,2.4687056863211474
BHMT,-0.26498591517822995,-0.2762992197977662,-0.25981734797424627,-0.21466787723645986
HCG4B,-0.4147080188568037,-0.41570608217752275,-0.2123271819808881,-0.11644860270244015
COL4A6,-0.34629857677869486,-0.29282630619878086,-0.2753348552108776,-0.27342544631697724
RAB15,-0.05596235239044232,-0.14435445203923747,-0.008295154733533051,-0.3703808116121378
OR2B6,-0.40104701365063894,-0.13352646151646433,-0.3960058525070216,-0.16430854807698517
C8A,-0.1353779368057165,-0.05837924503914732,-0.11171896981423687,-0.3995322812559428
MUSK,-0.17744992897964584,-0.012451784194527755,-0.18650345727579437,-0.37780167093220346
ALOX15B,-0.1784201444651908,-0.0979913956585461,-0.16804865562966628,-0.3268617370216662
LOC100505498,0.030418298918587463,0.24232541744039876,0.06332393797335105,-0.7926744852214352
RAPGEF5,-0.39679090926948885,-0.098967271388486,-0.17710339768013117,0.3008703106465491
GPR171,-0.14373493079442376,-0.054835099590714524,0.03884501837581657,-0.4003400307119136
ELP6,-0.4011039437791928,-0.41290619689690194,-0.5367383661963522,0.11956262339951307
SLC12A2,-0.34437788126733615,-0.10876889525591339,-0.3058493323329393,-0.09168823043997038
DLX5,-0.15022696467327668,-0.012161738166134362,-0.2290678182889368,-0.1815466154512537
HOXA5,-0.3096801844759585,-0.2338690386247886,-0.42053877724080246,0.00644387135334804
DCC,-0.15062106771350628,0.14079021945700979,-0.3378948016878508,-0.12337085187213598
CDH4,-0.4401133584012429,-0.259688262956288,-0.3570147127641362,0.1542590756920147
CD34,-0.09817890327932294,-0.015186203307302417,-0.19200556686383796,-0.27800400521133795
HOXA7,-0.27233134587248287,-0.19632177013332866,-0.33804529004689243,0.12266488228091538
CXCL10,-0.29571402123681295,-0.027907956685239235,-0.25191218490262185,-0.32034321898319107
CDC42EP3,0.18302392019862498,0.3382101943398028,-0.009150927504071933,0.014039864500535838
CIDEB,-0.013937086103617657,0.3623790235576096,-0.05001803180352479,-0.19096324483638616
RASSF8,-0.052216377636595,-0.3246314312397401,-0.1800143695153397,0.3530088760428742
IGFBP2,-0.1786533509702812,0.16333944874979478,0.09171031273655873,-0.17211361898599842
TFPI,-0.19975209148319273,0.11019794465934077,-0.26766786200698817,-0.4131701577530796
PLA2G7,-0.2263826540653315,0.1259813623406588,-0.26717553829818397,-0.28776035102890796
KLRB1,-0.6140891165779215,0.28047221586911325,-0.01914003852160316,-0.0700195723399182
PRKCH,-0.09890863396438887,0.2595252398973307,-0.04344509354625582,-0.33047835896048694
TEK,-0.2634976029155929,-0.05449474619628866,0.2300502034868317,-0.19465529813819843
CDH11,0.060298178637126054,0.4631594596051574,0.215145445354387,-0.3183122413776665
HTRA1,0.5256381052296026,0.6828149817804066,0.7459355669029843,-0.35867675817766737
GJA4,-0.12026510389432894,-0.07123346404440721,0.7510947909605885,-0.11649600667055396
COX7A1,0.04958706637382903,0.731246629011778,0.39039492686480487,-0.44889805120019094
IGFBP5,-0.19152335146303337,0.18678828585793397,0.5274311987269622,-0.25044082211424584
PLVAP,0.19175441499539936,0.8773627349156872,0.4054623805560902,-0.32085354242137787
CD5L,0.06260659385278763,2.0388703467196634,1.9264399780937704,-0.4761026507459101
GZMK,-0.590460789474004,0.6117756151062436,1.261522331559493,-0.44196515373814177
OLFML2A,0.3305595204579592,1.1540899883920137,2.370857418259033,-0.449374367736854
TIE1,-0.08643263663190948,0.5462813002968013,0.2884891183871162,-0.15629487996018662
COL3A1,0.03162727965199231,0.513419655182945,1.9175017043121434,-0.26749119988966874
MALL,0.3697406472381373,-0.20360250957423442,0.5333545224932201,-0.1171816571783447
SEPP1,0.5748970148625966,1.638610407185744,4.687717365538264,-0.588039584671361
ID1,-0.2691667791909018,0.16586634708172482,1.4514964496423965,-0.3053530221425542
RAI14,-0.17343135695487302,0.223302546862777,2.5239852309836315,-0.259982231301569
IGFBP3,-0.06082104237846062,0.19816333784755144,1.8986317048233863,-0.22675463218838274
SDC3,-0.26466446068733773,0.9310214127540992,0.8084347292758887,-0.33437065020297
LUM,-0.19751325487748647,1.529558723134203,5.132211928803752,-0.300946293416331
MGP,-0.3561272420387008,0.5748218742532123,2.1881456483985335,-0.41913301878851156
COL1A2,0.06760114012528702,0.4215182595484154,1.5237993228554247,-0.3127822529678315
C1S,-0.4637819584966605,0.25114502783483134,1.4211639451713638,-0.051433799609264044
CD81,0.14964507906308952,1.1778637346046574,2.6788300201577107,-0.27305426857934156
IGSF6,0.3464608587017321,0.9747957066241129,1.765587978501741,-0.5951564878183869
MS4A4A,-0.4371922918782005,0.3646891007173996,1.5414930949270014,-0.08347317266975424
FGR,-0.21527425626444927,0.5720488293118617,1.072499608846244,-0.2956953910276278
HLA-DRB6,-0.21269808026208417,0.2577088350971483,1.670210559172516,-0.2536100284023078
HLA-DRB4,-0.26144754214830596,-0.22087597977517107,-0.18918261069203338,-0.1331327742796061
CHRM3,-0.09013740358769333,-0.12360006855767804,0.013488320339813188,-0.2800983265213832
VCX2,-0.45895614740068824,-0.48736514894959626,-0.5813680108405537,-0.09636778493299292
PAGE1,-0.2991319858459455,-0.18942313213776474,-0.04109657309769574,-0.13225111704525772
MAGEB1,0.04863341403082796,-0.2768860234394585,-0.4521537021366126,-0.16496446890681948
TSPYL5,-0.11746164323266561,0.01209495033852266,0.0691371402120413,-0.3264775941225359
DFFA,-0.02486603266798044,-0.010286636578600463,-0.21463661034306208,-0.14430717909218396
HEATR2,-0.1905583122585596,-0.023533261548707052,-0.16747917459253556,-0.31984108967627806
KCNMB3,-0.3300802722732968,0.03399569025090396,0.04423204841443023,-0.28674688321543507
PCBP3,0.09694314434488761,-0.21112156924333011,-0.12256596321124776,-0.14039895144691397
APOL2,-0.14978655937016924,-0.39470534334601926,-0.3262200053339003,-0.10630273974899924
IL15,0.04749860731504563,-0.2369532891787378,-0.25881412648516683,-0.22868089689082308
MDM2,-0.31194497544449723,-0.1499767941687142,-0.31336926820799643,-0.2563721962311968
PIAS4,-0.10247606278550114,-0.0007433136289766465,-0.3254482966299092,-0.3058482214445499
DAZAP1,-0.47247507038549125,-0.3705506889965947,-0.3718746339915114,-0.12106373700166252
COLGALT1,-0.26686329704799566,-0.03994315779927941,-0.1457511874524744,-0.2577856727849354
DNM2,-0.17955618964883532,-0.06877919707494633,-0.06609578944137189,-0.2788227526816327
TNPO2,-0.26708639234486614,-0.13935502525364976,-0.20831688286468097,-0.3175494277511903
SNAPC4,-0.13640725289338146,0.07415093789064696,-0.16347289871492796,-0.30857556085166216
AKAP8,-0.2490561238117579,-0.2056265654798869,-0.20202290539085863,-0.3018930370016047
NPAT,-0.3269736559765375,-0.3158061253499984,-0.34986607803235903,-0.23220845528443815
NUDT3,-0.28318318681078997,-0.28449788067812243,-0.3673205353178527,-0.2803410056573558
FAN1,-0.2508782160769883,-0.2752091326511241,-0.305023943710488,-0.2666826487804666
RPS6KB2,-0.2746356338686465,-0.32450482170318207,-0.29193782405745616,-0.22239636534800347
CPSF7,-0.30434600324767025,-0.22244444327365087,-0.25617017099101225,-0.23131333748218824
SCAMP4,-0.2511952698606606,-0.1802411765952796,-0.37146207147377885,-0.18849497424115025
TMEM161A,-0.3082782406660266,-0.31410986233604293,-0.2854491411988061,-0.25441277701630877
POLRMT,-0.2241690065236348,-0.17227419095654012,-0.28459710618960354,-0.33591232846024843
CD97,-0.29650044421262495,-0.3212764336615879,-0.2926592802866767,-0.34656150310143574
DPM2,-0.3127904244064752,-0.2596071232867641,-0.280409657076661,-0.3140743943167634
ABCA1,-0.23836316285499484,-0.2876745698351121,-0.33982089153368816,-0.28016931852552523
CCR1,-0.4136114894109699,-0.38600470620802046,-0.39716627602213,-0.1878830374715363
SAMD9,-0.32720891333641416,-0.37712856034363706,-0.2805167579104527,-0.21775724257614518
TRIM22,-0.2745735038895409,-0.1122820009765697,-0.23312440161391146,-0.22632217226431822
