,CR,PR,MR,PD
KCNC2,0.028554168512969196,-0.17117183455523957,-0.28300460587638554,-0.1909120709447919
KLKB1,-0.05668735813040023,-0.07922627056032316,-0.18805247885346685,-0.15635701037378158
MYOC,-0.026064538115405694,0.22984493850076376,-0.11955201980334221,-0.0053614573921755065
DUSP26,-0.16051655033656875,-0.16861862857347068,-0.06538844977829042,0.22543893928149464
OGDHL,-0.03896367168469977,-0.20311464379447472,-0.25999624572338376,-0.22546356861261316
MMP11,-0.02220840505652173,0.04373201427286625,0.010438475708333264,-0.19271367110784385
ZMYM3,-0.1931640622152908,-0.6044457031178073,-0.35181912744383964,-0.0628899456395753
CD244,-0.24832060084193444,-0.22812739286466915,-0.2098631463898261,-0.0874523161318502
ATN1,0.6482333087315589,0.7800035468933526,0.40378284616420124,-0.06683632749358671
PHC3,0.2516748961777448,0.579580259375844,0.46817552236991866,0.36129005345108883
GOLIM4,1.1650386009787654,0.5346299261064158,0.40656242469016535,-0.398435506257505
LOXL2,0.6625737670575584,0.37434023704786445,0.05522439598146035,0.5050502927033268
POLR2J4,2.3041796719216996,2.2209631648187975,1.084910215505059,-0.7521511392664215
TRIM62,3.0204697746976876,1.1247170420110177,0.8671040550592392,-0.036702265482891135
SORBS1,2.219581004721976,1.1556221493739371,0.9036547356794681,-0.28605164004768135
UGT2B15,4.535729137462528,2.4452123128546153,2.137254708498023,-0.9127992590536127
BCORL1,2.834698317513252,2.1161545170671334,1.3438564726469204,-0.8089374308087713
PHKG2,1.1640525753365518,1.5260535568798106,0.8117694247971011,0.12508423571051921
SRRM2,5.041772430976664,2.518747234123098,2.1846615746382874,-0.7148153534999512
PLEKHM1,0.7874594212311837,0.6232675177164354,0.5700965885644097,2.1174889426927037
PNPLA6,5.488865497165135,3.032707010779892,1.5517738486185404,-0.3709459475962037
MED13L,3.299646914951184,2.3106613381257453,1.5776670418335312,-0.8450829110261683
PRKCZ,4.039379277334216,1.922627580848559,1.3307737567418059,0.5679945987335494
PRR14,4.957532299895464,2.1622842596275387,2.0177292392415853,-0.6248657968508553
EHMT2,1.9919972094477945,1.4944479074597758,0.7619951104993391,0.12238777708923623
HIP1R,0.21591660791595393,-0.10207653488230811,-0.3887887024329778,0.7406042118294565
DHX34,4.551287481732282,1.899013325145319,1.3935356498325027,-0.20899842410292493
METTL17,0.8152620474729019,0.9726526268373569,0.29037921982726894,-0.033458772471264414
AHSA2,-0.3004559737097914,-0.44968035018461205,-0.6306276766575672,0.6950870511281471
DFNB31,-0.5542307964288175,-0.15298494361319698,-0.24967652934851156,0.10868647474193219
ITPR3,0.6100640919654367,0.7745321197937743,0.6031845499924312,-0.5119716340964156
DDX17,0.516386325842958,0.18838329324368192,-0.03904116456417152,-0.15015659564297118
VASH2,0.6220093031631689,0.07486700929826479,-0.3369703602295204,-0.14988618068316567
ZGPAT,-0.3837930518937846,0.04572065921818053,-0.24040493067734361,-0.11981500321904885
WBP4,0.1622808205144762,0.06274069203865104,-0.08620792373733316,-0.1993800301140878
CDADC1,0.7188988683400677,0.19452689465423106,-0.17369291429037365,-0.13447345913729944
NAA16,-0.13065342674810873,-0.2580945099822785,-0.10755719102498522,-0.32422437828905115
MED4,-0.159368290146943,-0.1565956715476778,-0.01191750235733521,-0.1926530997509013
FBXO3,0.039956205432639405,-0.19674754504923814,-0.22317899107846126,-0.16402331525593186
PCID2,0.04050443769433106,0.04046414364874108,-0.1436446615467996,-0.21089629477863817
PIBF1,0.08341216765629507,-0.1748364929431697,-0.3440299914163697,-0.32902680140112
PARP4,0.6627139995228233,-0.2084719635450818,-0.24350014148407595,-0.13725303264081573
IPO5,-0.1927680924885988,-0.17706461398048853,-0.2797515257167801,-0.0856575196276778
TGIF2,-0.4275024676155174,-0.20145133467062398,-0.3580131969589766,-0.22054731315972445
GRIK4,0.4065893153162354,0.07940167052773885,0.21445336638101897,-0.21609797196878944
SPG11,-0.46433342861515614,-0.12010897933696804,-0.0670777509303282,-0.06392979037514059
PIP5K1B,0.08986270688628047,0.04730750471241496,0.08859273418190838,-0.33246797070290734
JRKL,-0.18995996286794833,-0.2902401013873629,-0.09319705076098844,-0.0804999853866155
RAB8A,0.12306424069773898,0.13009957733878477,-0.14618460169305744,-0.3679830721071243
LPCAT1,0.1964108004628858,0.16971233015852852,0.02487114446934914,0.08363272356649236
IFNAR2,-0.21344920615435004,0.07965841974711566,0.31343761736836234,-0.08464018895341195
TMEM259,-0.10556979685921525,-0.31425720669018026,-0.18700555477138334,-0.15639265851387665
BIRC2,0.48113649802876873,0.48757384861384234,0.5432512565719959,-0.3399177388042194
EIF2S1,-0.39905574287076123,-0.12058345371081555,-0.061380192826511935,-0.060852916947368205
IFNGR2,0.09165160980471138,0.769532416090421,0.22239086452545187,-0.6515676241797825
PSEN2,0.2953555956234079,0.7204834242571256,0.5108833994880613,-0.5101463909056158
CHP1,0.5597084207528319,0.45699494406574726,0.5205965947851987,-0.019825620115954398
FKTN,1.4467552505395265,1.078028322847057,1.1412646261927955,-0.29746526273230867
ADAM10,0.5376021313421782,1.071599009972085,1.5311336268637705,-0.9260443290676851
EID1,1.5870175797512516,1.4383466771916156,1.3687299078345534,-0.9633125910391827
NIPA2,0.5430410727343055,0.5745824460222706,0.17213632638949672,-0.006426892959445765
SRP19,0.355604044800053,0.8254838440352376,0.449288106970497,0.3835699108819881
PIGO,0.13767711686739256,-0.14966230735361508,-0.10774696099174162,1.7608937482773677
RPUSD2,-0.6391618738039727,0.029811246158434807,0.22169865438927705,1.1052931270410882
POLD2,-0.6404763318662913,0.8486597009412449,0.40950808777281267,3.8466803400684624
PSMB5,0.1967740994692245,-0.12756933764267853,-0.1509137451718721,1.1844727388212528
EMC9,0.04286788647607299,0.07689556162493613,0.20106471477864613,1.3644280019980821
STOML2,-0.36861713157654963,0.4450095225144269,0.9047240697963161,-0.14156758410052814
GGCT,-0.5175321498682165,0.17094149757550603,-0.4107959546682915,0.8270187169809025
UXT,-0.16129651586908159,-0.41557424127452547,-0.25828418263345126,0.7343269311619209
RNH1,-0.167504845605177,-0.15385389738879576,-0.23817699499988546,0.9213995501729708
MYOM1,0.12272122013295074,-0.25935969058925273,-0.1400071626878054,-0.2604811887728578
AHNAK2,-0.29759067369026765,-0.23662246539637832,-0.028311206940151632,-0.29238020918043595
SPAG1,0.18432749752743469,-0.23629029060871218,-0.15259554877110448,0.05399407485467274
TIMM10B,-0.30883692366207444,-0.2547018951881337,-0.18464640295707524,-0.16339302658389243
C1orf105,-0.2973165707250762,-0.29720616860809396,-0.32048376981874915,-0.16248250023850971
RP1-263J7.2,0.21074937035473898,-0.24782327189421272,-0.15483490778549727,-0.22178982296011596
BRCA2,0.296819425783007,-0.3358063202719093,-0.25649173524693364,-0.030636383873501972
RIMBP2,-0.2545255363379661,-0.15271092094892622,-0.2013009024755994,-0.24744000448667666
MS4A2,-0.010719928166192457,-0.2521564953692881,-0.1532980080129688,-0.1590991780468375
AP4E1,-0.32528133835628514,-0.13069151505250715,-0.26979600837692985,-0.2229642279653376
PCDHGA1,-0.1957150077558576,-0.22981081614137155,-0.361566541126621,-0.10305557759725463
EXO5,0.49533546548864776,-0.09479545521609994,-0.08242112241221973,-0.18411295543758338
SIGLEC15,-0.007383308139645162,-0.12662017734998465,-0.28000049750155376,-0.27211057921541015
SMCP,-0.09208302251176663,-0.2677584972052358,-0.2781261726298493,-0.1726620260023689
UGT2A3,0.21806704671918767,-0.1966747922081047,-0.28639839717755106,-0.26754227367828864
TUBB4A,-0.09124410225962587,-0.3135180193307815,-0.4179837263432484,-0.17425231785145015
TSPAN2,-0.022448116623556724,-0.3134178399049679,-0.3441235521388626,-0.2009683545528587
INSM1,-0.15272271309007168,-0.27725510909912043,-0.3384724946984943,-0.21448847948517316
CTNNAP1,-0.15714870539341563,-0.2847031332194204,-0.3442557876326906,-0.2764507836524735
SOCS6,-0.15397986877147607,-0.28939287161168104,-0.32020536998635113,-0.2716416862534341
CDK6,-0.39086066830263916,-0.3001657909091362,-0.33972011302738386,-0.26671578767267756
SPSB1,-0.08286667291678972,-0.2991301250786762,-0.3855760748570712,-0.11941496931435712
MEP1A,-0.21554617403994014,-0.27186044561691425,-0.3453442434326405,-0.22030580838757985
CHST1,-0.30760566746586,-0.31680318799330043,-0.3080784499809184,-0.30639398271167884
WNT7A,-0.30625318936183155,-0.3276032758099182,-0.32674139184889256,-0.2279047601155171
CETN1,-0.31294562026047495,-0.29962722647180934,-0.32292282752458407,-0.2963853950779095
SIGLEC6,-0.3413945019667201,-0.29656656610773213,-0.34048365989576923,-0.20426829335478622
COL2A1,-0.3595142824763046,-0.33446369281636656,-0.306966559921066,-0.2613395082416102
MYT1,-0.3972435724640652,-0.31614824213196047,-0.34030951856640423,-0.19622798255695398
BEAN1,-0.3069962719253862,-0.30282338373475337,-0.31251850892331334,-0.26547006675649937
GNG3,-0.2605536227327556,-0.3163067171977582,-0.32202672043613,-0.2168409875058943
PLCE1,-0.19712888248675198,-0.26946406699305037,-0.35425644106854415,-0.20102283621582037
APBB2,-0.27168698728461316,-0.23382834095132163,-0.35823243657159776,-0.30791934830712075
CATSPERB,-0.5099777132430476,-0.31235173176672115,-0.34602484649794,-0.2944277967154114
AVPI1,-0.1282566236144548,-0.26074861063249194,-0.3071462188390503,-0.13726359466954016
C1orf68,-0.22179326194411186,-0.31902954328872823,-0.3236548804232932,-0.32596392490923737
ASB1,-0.031618893232816546,-0.181726910514372,-0.27907633251349623,-0.2964463090313752
ALDOAP2,-0.07333297994458382,-0.29712906367625247,-0.3235636008940579,-0.2699864751780714
OASL,-0.34313474429802554,-0.2640738227352641,-0.31357318301794823,-0.19698727349214928
PCDHGA9,-0.3455369991041773,-0.17110596609449316,-0.35779740980466435,-0.25807267501975123
SFTPB,0.24441122306742055,-0.05632842239879955,-0.1899867479296783,-0.21718615154243864
XPO4,-0.12270773301876287,-0.05611640095460841,-0.17406789640201067,-0.19626716411732678
FBXL18,0.42501568282885654,0.20282194737856374,-0.13260935654712525,-0.26041107366489274
GCC1,0.18049090949378407,-0.015974862816989142,-0.1782330685044301,-0.40010973241602893
SLC25A16,-0.5816068263137248,-0.08374244135914305,-0.28408293690072783,-0.14070935225736636
ICK,0.11575324747736883,0.23529401591669413,-0.1760606269679383,-0.03106758886783659
ZNF117,-0.24736009889478103,-0.24412983372687222,-0.3322434551746575,-0.13574456623641049
COLGALT2,0.1656471943359504,0.5707356745868244,-0.09450443314080782,-0.28483308996729273
COL7A1,1.385975404641686,0.5706284727920001,0.1333479289246481,-0.1797699847256597
DNAJC22,1.0554838771155675,1.031560588605618,0.526840249718497,-0.38375719334050823
SYT17,0.704509389635399,0.09089441581681361,0.005937140206957998,-0.299294547867298
KIAA1731,0.4829342716868536,0.21468447793662904,-0.07565141198545043,0.08408321681428281
SENP5,1.3561699863863408,1.0933464624992622,1.2945295401521346,-0.19969192634216587
IGSF9B,1.7244854315992055,1.529432887003318,0.533654501230227,0.06017609129651059
IPPK,1.9406721899921362,0.9576509170034001,0.5296958416715517,-0.10179714509317175
SEC31B,1.4914403131045226,1.2139798027444577,0.15814705933837864,0.201115252881842
ZNF212,4.862716502348072,2.7737862955353876,2.587865488884726,-0.23294162246901465
LUC7L,1.81109142137574,2.546698368149655,1.976422303057046,0.2435265830840956
CXorf21,3.32152568478671,1.2502764570114813,0.514640776550162,0.2854481353096403
SULT1A1,5.28405656138796,3.1345300235908318,2.8813501937537067,-0.9732336202621962
KDM6B,2.4124512913369056,1.5888261695871184,1.0618539361659667,0.45049604698853724
LTBP4,10.281601257467264,5.29467311270865,2.9374890641576323,-1.3222349783912757
RREB1,5.287041713610264,4.412393222083973,4.494038331922249,-0.7204383380809316
SLC7A6,7.208694112972406,3.148675231038299,2.7752133500954717,-1.327157323666356
ANP32A-IT1,-2.5021924623058105,0.3608920417808184,-0.15838882665096676,2.088536354570259
ZNF274,7.708797148024136,3.653509099291625,2.9735699738540218,-0.942644915484884
RBM25,1.1880691052433914,0.47468472467083356,0.11445265852710183,0.288266191867209
PRPF39,-0.29400869484160574,-0.43167996680533244,-0.2551476831719418,0.512731743185689
CHD8,1.285682473772116,0.6359120864470099,0.23718738081877572,-0.015806450679635816
PCBP4,0.027372891927866145,-0.14701241686201152,-0.23562894339890705,0.4595468871367613
DNAJC11,0.9073652803539326,-0.29801858879252763,-0.3337604278377819,0.8033646591580972
EVL,1.0196780368983587,0.2956546063576847,0.032545096713797565,0.5748821324522216
TM7SF3,0.6400750789200825,-0.22280493029855508,-0.4653528680184138,0.3048032513169982
ZBTB24,1.1678167990448836,0.5242831328010391,0.7248699049998959,-0.5098451551161466
INTS6,0.3395939781357516,-0.26289980241452826,-0.1390059606327447,-0.3900661240175781
NUFIP1,-0.00715798769610874,-0.12700981229037514,0.01148490104237948,-0.5093762517377786
ACAP1,-0.15709707319899066,-0.07548934384418542,-0.06903280253438557,-0.5491906155600318
KLF10,-0.13773820292340086,-0.236190836653859,-0.2587599414978675,-0.1486298935275093
ELF1,0.2918368585496138,-0.21811898583545986,-0.26959473634108383,-0.01510397354422381
RCBTB1,-0.09331394612093673,-0.0907382929222222,-0.2332127794132288,-0.19507125558233793
DMTF1,-0.4518837736750327,-0.2123591664006004,-0.15104085348716864,-0.35334070388448324
TUBGCP3,0.22350157907203316,0.014284081924347637,-0.2020511811505158,-0.3119272219167863
BTN2A2,-0.45417625406576984,-0.3648459166085358,-0.3420116819834844,-0.23237048879565944
PHF21A,0.1294035421108232,0.20119399427048024,0.0020644610551742775,-0.47051565515856003
ESD,-0.24624737011444287,-0.3876547775156345,-0.33378469223489193,-0.11188083108348607
ZNF302,-0.11865218873256594,0.019123646145287842,-0.2230869276190021,-0.0986420223117074
ATM,0.5898760417535976,0.1223376650367401,-0.03495805274920868,-0.4306438807000733
LIMD2,-0.09019346820278412,-0.1695200864235469,-0.13853516482639736,-0.2563553184167478
CDIP1,0.2201749515407215,-0.17500803341608315,-0.5537663789235489,0.02196686165994817
BMP4,-0.46594765864342264,-0.4780391365124845,-0.5728095604897262,-0.03130018554628773
UBP1,-0.5116709796067452,-0.16190649357622922,-0.2744465613191167,-0.19165347023560234
ATP11B,-0.02358743692234777,-0.09913514523909582,0.07256037288787498,-0.14077187674687397
FUBP3,0.020518031972383926,0.04884205973650201,-0.24416108902096725,-0.04043737656097213
OXSM,0.0631253110869467,-0.001956637131967928,0.02476461587105925,-0.04183176560706315
USP16,0.12052461810440024,0.20558798193153419,-0.00105433729370293,-0.4926677936730165
GNE,-0.23081360621786914,-0.08821437240860105,0.18576462108309164,-0.34187642444940014
CLINT1,0.1014261052735169,0.2553344732646187,0.08072319428550319,-0.1351398446820202
ATP6V1G1,0.06010530335254321,0.25521421357945545,-0.05894910773762425,0.6302200721371758
PRPF4,0.9595169196766092,1.2326399255788414,1.3652054244829044,-0.8520735897964861
SSR3,0.06539387616093863,0.0786269200923906,0.5157689006977082,0.08008057716388342
TMX2,-0.01746500661771234,0.09270004609385903,0.02424064053634651,0.39827990444019856
HSPA9,0.30897321447321513,0.5781688836743667,0.906491575230213,0.32934783290433267
SRP14,-0.4321871141645855,-0.5398186240699896,-0.2904140323315352,2.8111321472496753
DHPS,1.3880783869374052,0.9627789388981935,0.6601090588138465,0.4675736560080797
PNN,-0.3956154318622415,-0.617602610618418,-0.6381051078724822,2.0253489908960867
RABEPK,0.39727722584771835,0.23984868945691298,0.8853450414705837,1.74107318764979
TM7SF2,-0.05040414883529435,0.3166697049084166,0.6199104149884351,0.5473024008748596
DPP3,-0.49940136370481497,-0.31476206792107136,-0.40031070992532125,1.2682748424427246
SCO2,-0.2884874724935831,-0.4958279038506952,-0.42127918155901534,2.440450170643047
PPIF,0.25121839921811523,-0.136377548635239,0.46106894266017245,0.7995944292584783
ENDOG,0.3112683099847009,1.0071089839797038,0.7050814926831191,-1.0547842970438965
LDHB,-0.13134679968969334,-0.41010138562380505,-0.28684560397173114,0.7632039202723071
FILIP1L,-0.03486733015422666,-0.2558666441977169,-0.2157857976091059,0.09799970340886464
ATP4B,-0.07676248152431525,-0.0032257628432228306,-0.06218558524420183,-0.3430793728912944
TMEM100,-0.26056271915359425,-0.2197399843470271,-0.2988577821120384,-0.010741675336049757
MYH8,0.05225658566194565,-0.17149565928796226,-0.1949347114452746,-0.10910367254442731
DIAPH2-AS1,0.22951421110252856,-0.14883847534417752,-0.19901639888042288,-0.1651029717932531
ZNF613,-0.008303598701902318,-0.24235159731929867,-0.3511023496926737,-0.0808295081678835
NDUFAF5,0.19967839076872176,-0.28253475065472927,-0.1365454093998219,-0.16912999096530626
IMPG1,-0.37231798965936463,-0.3261456940981608,-0.336597351052641,-0.19838517234690434
C4orf19,0.21002146550279369,-0.3161735818656458,-0.38031731180674466,-0.10283131623311242
MLLT10,0.10936967561468343,-0.2006082789323316,-0.3572996159266401,-0.009622385403913811
PTHLH,-0.11757983599019016,-0.3262448073543874,-0.33225038886817343,-0.058798370048321585
HLF,-0.175550323164948,-0.3054935310171837,-0.29630767421738574,-0.19209808575630047
RP11-499E18.1,0.1037238667949303,-0.18892432674228368,-0.16638895889766878,-0.3308027583873679
OVGP1,-0.10226918227744687,-0.24895900914263658,-0.2855880790105391,-0.3120409149051068
RPGRIP1L,-0.08696720297349458,-0.13674880206585951,-0.3334708166209853,-0.13337235972638986
MUC7,-0.18054557097139878,-0.27624611753548783,-0.34512671715035015,-0.26046438990101406
PECR,-0.19518857546330057,-0.2557045171934779,-0.316282349112805,-0.23841801464991433
ZSCAN32,-0.09214431949645963,-0.2368041790948768,-0.342380843746274,-0.3886561538818593
SLC45A2,0.1906131973729905,-0.23745017970998608,-0.346931454981369,-0.35827220502170315
SIRT2,-0.1836189171061897,-0.29306082764337793,-0.36865670444596094,-0.30201091562092863
NPY,-0.23885565473781156,-0.34450975420835117,-0.28697351523969883,-0.028277499416494878
SDHAF1,-0.1720436131172011,-0.3342443408719026,-0.3563708971020553,-0.2403443586392904
TFEC,-0.3153760597839621,-0.26642966564406684,-0.3101423995906528,-0.2102780392084254
SH3GL3,-0.31552372216357844,-0.30839032970983127,-0.33138711233147444,-0.30367020537178
LGR5,-0.25384035829049806,-0.33303691680101494,-0.36489959033534186,-0.23983180132631512
RBPMS,-0.24154069492620103,-0.3133616542995944,-0.3602359247324364,-0.30290486842727976
XPNPEP2,-0.40841358295878577,-0.2995259513185419,-0.33298236243019785,-0.32222786852004365
LRRC2,-0.28739081255145754,-0.3125246241315281,-0.29351316888497664,-0.2581330663823842
DOCK1,-0.32579452785435603,-0.24513288102987216,-0.338268866899121,-0.24285446624441598
SLC7A8,-0.3316543075394944,-0.2774757625531307,-0.29740000046578974,-0.23474417698888458
GNAZ,-0.26022847099955704,-0.2792458242864449,-0.2894009830826252,-0.2597148495355181
TCP10L,-0.5481032134661853,-0.27263262709424113,-0.2988650969188361,-0.29396813220840773
CSNK1G1,-0.13005954224379768,-0.3350759577249109,-0.316912099441728,-0.21521985128648982
MYOZ3,-0.30717973646708985,-0.28252978065455747,-0.32958285704417095,-0.27950486347233816
CCDC40,-0.25741060367062196,-0.2660201407935824,-0.30346998172934964,-0.27867795352333136
RBMXL2,-0.03708497580993627,-0.1434367646342862,-0.3246703936238011,-0.24445636489318537
GPR173,-0.2545767485746704,-0.2009668148645916,-0.29033493868913113,-0.3227135430842692
CXCL1,0.1711180890493372,-0.1734936169462195,-0.31524842216910776,-0.19969584580436409
FOXI1,0.5316613937117697,-0.20702838577041818,-0.263396117581959,-0.24293095646930796
RIPPLY3,0.3126842056000644,-0.08694406686389686,-0.2960077048799934,-0.2393747320687151
GCNT3,-0.17615099561700287,-0.06889380548879204,-0.2467591554345606,-0.27191887854029306
ZNF235,-0.004659833154523313,-0.2984235920897564,-0.2944814240265589,-0.17529918363476055
DIO3,0.6075154016756296,0.5356920504274634,-0.05797385018943128,-0.15255440988633398
CTNNBIP1,-0.4948450675138512,-0.31335303807905923,-0.09717101383057564,0.09574714600878674
DEFA6,0.04390530674747819,0.12446240356276865,-0.29300269774754467,-0.18421593463877972
AEBP1,-0.1069744009719273,-0.30310703698768177,-0.22172988588406725,-0.08904356423496312
ANKRD10-IT1,0.6652895306444059,0.3425183893980466,0.05559008908082527,-0.18494224712721746
DGKA,-0.41271430038393725,-0.1856571609767131,-0.17704155306585834,-0.21436470256642837
C16orf70,0.020092522199136254,-0.012113703712082244,-0.2017166300786339,-0.04333909333702593
DDR1-AS1,1.0146509607428504,1.060662806507235,0.14789515778459605,-0.25324917856426427
PCDHGA10,0.4209391577658875,0.0708473674204757,0.07537944744917387,-0.12191375378250192
MXD3,-0.00955961296180415,-0.30058240075073517,-0.4228271941382343,0.3986790037868826
PIGZ,3.590056691533222,2.1299477198711636,2.2790652422900495,-0.28174841628096947
ZAP70,1.0447490786492002,1.08800987113851,0.1731756643189334,-0.18911633932916908
SIRT3,0.552096543996289,0.6355898647063026,-0.09746507694976558,0.7449186903259516
ZMYND8,1.10239859882426,0.560070737634487,-0.09405167466260766,2.017340762663007
NUP214,3.663182828728827,1.5910784873303687,0.8819847107260614,0.5282755581940153
DSERG1,4.563818746167838,2.9561294152670197,2.1854332337032116,0.14470764645309805
ESF1,5.718176229574655,2.285830538527441,1.5410964378134961,-0.43107970881320873
NSD1,4.321093028862503,2.1426094092537613,1.6689694144146066,0.1702531565756971
HSD17B7,3.146782155559704,2.701981071529888,2.2634284633289568,-0.6927782259919468
ACBD4,6.506489239737739,4.045806973292858,3.597905117287823,-1.167750008218127
LRP5L,5.238765706046121,3.066776329295637,1.2193530077845705,-0.2698215184262159
TSPYL2,2.503081712430317,0.7401699256515302,0.23842079775154884,0.4903617974636431
USP48,3.5610603659467603,1.9588497829901117,0.6134760092259114,-0.1689467796345584
SMEK1,-1.2289499148517777,-0.4473865544353887,-1.0759280273059977,1.9164883831996986
VCPKMT,2.013545698898086,1.2986926328032322,0.3750524421022681,0.10817184797932468
ZFYVE26,0.7572684386458262,0.4804921016296808,0.24926145060269286,-0.15592254021304452
ZC3H3,4.1428181052592565,0.6978412941194835,0.09107790061411876,1.7679022140640321
E4F1,2.459457919962263,0.9232404832003296,-0.24194468859690155,0.8785080127207529
VPS16,-0.8743527306401804,-0.6093243117413497,-0.7886686526940783,0.908461696476964
TUG1,0.8172267150905274,0.15725691344278805,0.22154446435232925,0.004922920811795507
SCRIB,-0.3466724724660672,-0.26899938691800585,-0.4030811146624679,0.48841876855081345
NLRP1,0.4171757733561569,0.17305953833220367,0.04221909673429572,-0.16605493918769643
INPPL1,0.5013062901538662,0.19010524618835245,-0.1696055461946021,-0.07173439341864044
PMM1,-0.05614086615597158,-0.20342702382269673,-0.17986805807475775,-0.25647871886586454
N4BP2L1,0.007430084345107599,-0.11094092244776,-0.33886945410630953,-0.1416963656195853
SLC15A2,-0.11208872585038292,-0.05981605123666405,-0.11252698890776193,-0.27592370011585
RIPK1,0.09850015525676604,-0.14205299849628678,-0.26809911611223464,-0.19332604746448573
CDC16,-0.2821678733414817,-0.2894352018068444,-0.2911172706325868,-0.061725231000956726
PCCA,-0.20276822794571733,-0.21911029740697407,-0.1974760362823912,-0.08011065324353511
STK24,-0.027662377792240716,-0.24042084834246324,-0.35114528177209575,-0.08404660947611026
RNF6,-0.36943167321159215,-0.1501224324455775,-0.28389607630329206,0.08339976289096739
POMP,-0.08009466545415318,-0.17348251258521294,-0.16968735972666976,-0.3354010394868434
UCHL3,-0.24785241207978279,-0.2558762478069871,-0.2807534414214335,-0.05887362288244742
ATP2A3,-0.00928123991323676,-0.12854271019507368,-0.10245806983502906,-0.19077252097373104
MBNL1,0.03943678347311524,-0.2984954835186503,-0.34011475742584807,-0.19459008757108356
MEIS3P1,-0.8729101903113653,-0.41874624765846685,-0.5387714189876669,0.12042698098107052
MAPK1IP1L,-0.06442074245631757,-0.2667210990111962,-0.422210377131826,-0.05507320851757325
MCCC1,-0.131127901799271,-0.20395877913157223,-0.28527737373245504,-0.37256872270315905
GLCE,0.22909203113923968,-0.1412885335268939,0.022360594470314618,0.09099283839499715
ZNF282,-0.7124291553164063,-0.2854818616234131,-0.5140940999174264,0.19331581843753087
SACM1L,-0.5937502916398528,-0.09327202997986546,-0.417863071276735,0.3450168032068009
UBE4A,0.41869781858746985,0.1650964508314236,0.17271079344112503,-0.371300869508873
MINA,-0.2999051287152564,-0.1430019429364118,-0.39322629989558483,0.9417346149645115
VCP,1.2249182780127874,-0.1670562204769559,0.25425589058269565,0.18577405883186415
IL10RB,0.3696745003890101,0.2488489808736293,0.5917251633426754,0.04094247535019621
GLRX,0.17648134047507233,0.3628829907425234,0.5896932380120837,-0.2621023279665154
TTC33,0.08381757230224585,0.2255600348888796,0.6069185723312631,1.378423058915124
NOC3L,0.28538377719177815,0.3926149431651873,0.3875199714831926,0.7164178394431074
CCNH,-0.4227773528566288,-0.30473472902795523,-0.46843455057970385,1.2849420242081415
COMMD4,-0.09183405262273542,0.04698445504052253,0.06019228151738398,1.4404792990749138
RIOK2,-0.22650253758219105,-0.6189729492628445,-0.21696289673047423,1.9846930589484553
OAZ2,-0.5061624575282789,-0.5671186034213629,-0.4760091939190243,4.053957744459904
NOP10,-0.48954832118153196,-0.11178457770334173,-0.03311226955206769,0.8529847620820171
SNX5,0.5776714002314018,0.04781445751828376,0.04187458476826891,1.126897737858981
NDUFB5,-0.5409109685090004,-0.5899462546496981,-0.46889143002338735,2.111198058092783
DRAP1,-0.2898398445467287,-0.1650202983726553,-0.5780205602506413,1.1895539513218714
DESI1,-0.18407831886789552,-0.573127604115268,-0.31488345299728976,1.1864501674145216
GPI,-0.43201655517466125,-0.5422912979726795,-0.31006850059654273,1.267259977465772
LDHC,0.28646379427088847,0.5947565770076951,0.37375374030069175,0.07521436598508525
DDX21,-0.07704147433023474,0.21754720355334303,0.25994069625599525,0.14246938041624105
CBLN1,0.1572104785683968,-0.03668268150763057,-0.1511538007694518,-0.344403692930219
SPRYD7,-0.09363950475414042,-0.3324437271391886,-0.2234928383512228,-0.12453880773865618
MMP12,-0.1664156369418199,-0.18590560018081867,-0.47073358500105456,-0.3353916696298977
IFNA5,-0.2217563343915827,-0.24346118601595942,-0.4254370129812892,-0.17749662529439394
ADH6,0.0017282473557109397,-0.17148259239282687,-0.3057721731086376,-0.13745851999761902
ADTRP,0.16475827862932546,-0.16567163937225662,-0.3583789958710177,-0.12958307748999007
NEK1,-0.2433475963573201,-0.36526698262349205,-0.31757712079915873,-0.05727752786824988
CHIT1,-0.06106324746319358,-0.16476090875369653,-0.3965174828689737,-0.2093889565142189
AGBL2,-0.28935482774122107,-0.1646155877542152,-0.30793780915415603,-0.08762401654727296
C9,-0.12444177363667626,-0.20159760390829304,-0.27494743706353514,0.08541384645032847
ANKRD55,0.2030141911101563,-0.30446575895929223,-0.38940379646278916,-0.10688592327860767
LGSN,-0.02697629419058865,-0.1859222862315698,-0.2796130526330988,-0.2819583492329949
G6PC,-0.19651596578620842,-0.3102036545948331,-0.29775610145857884,-0.25063133829999173
THBS2,0.511293694660553,-0.18266384324629123,-0.3304862554212712,-0.21943608796181283
PCP4,-0.2444426192607063,-0.2980504143085106,-0.3376415671232352,-0.2686083938373454
KIF3C,0.17399421619087807,-0.3017923201071402,-0.3783374759358308,-0.13655249437910127
CEP70,0.23871778641722521,-0.2665464650919474,-0.35365119682611645,-0.08755877761701483
TRMT44,0.4233346114700123,-0.19192121885580973,-0.3581448239102383,-0.21274764421639603
FOXA2,0.33672387121944714,-0.3404362648957143,-0.3691008364588501,-0.20408243445266064
ATXN3L,0.012321235151461421,-0.29703152928197785,-0.3333515609507384,-0.2591204613958461
PWAR5,0.014096760496210661,-0.27580075670377147,-0.3620528462844937,-0.20685601478973317
LRRC36,-0.1551650380838842,-0.28536187625898407,-0.33053435821772303,-0.35050496837253475
